Events for energy 17.900778 GeV:
Cross section pb: 0.03375838969883892
Total number of events: 974328

pid = -11, p = (-0.6329596146149772, 0.37337527789117136, 9.552299626927482, 9.580525841288345), Parent_PIDs = (-11, 90), theta = 0.07678090417443081, phi = 2.6086416311896725
pid = 13, p = (0.0502115224774368, -0.09611663487487537, 0.06200308369112155, 0.16360935937891988), Parent_PIDs = (221, 90), theta = 1.051397264134324, phi = 5.193797157593362
pid = -13, p = (0.12497756916999733, -0.21108484584812154, 0.2571259539508943, 0.3707478883790495), Parent_PIDs = (221, 90), theta = 0.7618818806971256, phi = 5.246959174052996

pid = -11, p = (-0.6329596146149772, 0.37337527789117136, 9.552299626927482, 9.580525841288345), Parent_PIDs = (-11, 90), theta = 0.07678090417443081, phi = 2.6086416311896725
pid = 22, p = (-0.20687202311455585, 0.2319356906386066, 1.1354971873797932, 1.1772612543895842), Parent_PIDs = (22, 22), theta = 0.2671605338410669, phi = 2.299138828125108
pid = 2112, p = (0.5064515672181229, -0.45866443204704677, 1.9682757982149717, 2.2855563116890205), Parent_PIDs = (1, 2101), theta = 0.3341286819600039, phi = 5.547261134169673
pid = 22, p = (0.1581909788639745, 0.16055494424026603, 0.23713903187179655, 0.32716539601710687), Parent_PIDs = (221, 90), theta = 0.7600098877753498, phi = 0.7928144842473439
pid = 13, p = (0.0502115224774368, -0.09611663487487537, 0.06200308369112155, 0.16360935937891988), Parent_PIDs = (221, 90), theta = 1.051397264134324, phi = 5.193797157593362
pid = -13, p = (0.12497756916999733, -0.21108484584812154, 0.2571259539508943, 0.3707478883790495), Parent_PIDs = (221, 90), theta = 0.7618818806971256, phi = 5.246959174052996

pid = -11, p = (-0.022289839243722697, 0.6910312376365952, 1.1213397960094262, 1.3173550043775355), Parent_PIDs = (-11, 90), theta = 0.5525182905161794, phi = 1.6030410538242257
pid = 22, p = (0.022484635972060962, 0.024929595661767945, 0.04452527816393584, 0.05576328532494474), Parent_PIDs = (22, 22), theta = 0.6460477524302787, phi = 0.8369184763718567
pid = 22, p = (9.854756613676975e-05, 0.00010436005283575266, 0.00019385855876110015, 0.00024121315101854), Parent_PIDs = (22, 22), theta = 0.637339848082179, phi = 0.8140363072854907
pid = 2112, p = (-0.5377335707294583, 0.1526665930510724, 1.7091180481081762, 2.028876725923085), Parent_PIDs = (2212, 90), theta = 0.31609453772653856, phi = 2.864964216343125
pid = 22, p = (-0.1132035410590658, -0.12620786601499312, 0.9128584744824546, 0.9284686648384016), Parent_PIDs = (111, 90), theta = 0.1836309296207502, phi = 3.9812553912570707
pid = 22, p = (-0.3585838072456494, -0.36898716003133714, 1.741837085932536, 1.8162407067943178), Parent_PIDs = (111, 90), theta = 0.28722298556420317, phi = 3.9412885890777076
pid = 13, p = (0.06966281257532608, 0.06587694911586044, 1.6767016551137965, 1.6827611701433023), Parent_PIDs = (223, 90), theta = 0.05712057657037198, phi = 0.7574736686404642
pid = -13, p = (0.08123491601292804, -0.005436413065440529, 1.6465955845833227, 1.6519896249480328), Parent_PIDs = (223, 90), theta = 0.049405189950609635, phi = 6.216362821430012
pid = 22, p = (0.15061090552073753, -0.033565813020719294, 0.9644530177420783, 0.976718962699772), Parent_PIDs = (111, 90), theta = 0.15864860017653043, phi = 6.063904462095319
pid = 22, p = (0.7077189406307081, -0.40041148338564436, 3.9773191430566794, 4.059589021154685), Parent_PIDs = (111, 90), theta = 0.20166501626458472, phi = 5.768309568390136

pid = -11, p = (-0.022289839243722697, 0.6910312376365952, 1.1213397960094262, 1.3173550043775355), Parent_PIDs = (-11, 90), theta = 0.5525182905161794, phi = 1.6030410538242257
pid = 22, p = (0.022484635972060962, 0.024929595661767945, 0.04452527816393584, 0.05576328532494474), Parent_PIDs = (22, 22), theta = 0.6460477524302787, phi = 0.8369184763718567
pid = 22, p = (9.854756613676975e-05, 0.00010436005283575266, 0.00019385855876110015, 0.00024121315101854), Parent_PIDs = (22, 22), theta = 0.637339848082179, phi = 0.8140363072854907
pid = 2112, p = (-0.5377335707294583, 0.1526665930510724, 1.7091180481081762, 2.028876725923085), Parent_PIDs = (2212, 90), theta = 0.31609453772653856, phi = 2.864964216343125
pid = 22, p = (-0.1132035410590658, -0.12620786601499312, 0.9128584744824546, 0.9284686648384016), Parent_PIDs = (111, 90), theta = 0.1836309296207502, phi = 3.9812553912570707
pid = 22, p = (-0.3585838072456494, -0.36898716003133714, 1.741837085932536, 1.8162407067943178), Parent_PIDs = (111, 90), theta = 0.28722298556420317, phi = 3.9412885890777076
pid = 13, p = (0.06966281257532608, 0.06587694911586044, 1.6767016551137965, 1.6827611701433023), Parent_PIDs = (223, 90), theta = 0.05712057657037198, phi = 0.7574736686404642
pid = -13, p = (0.08123491601292804, -0.005436413065440529, 1.6465955845833227, 1.6519896249480328), Parent_PIDs = (223, 90), theta = 0.049405189950609635, phi = 6.216362821430012
pid = 22, p = (0.15061090552073753, -0.033565813020719294, 0.9644530177420783, 0.976718962699772), Parent_PIDs = (111, 90), theta = 0.15864860017653043, phi = 6.063904462095319
pid = 22, p = (0.7077189406307081, -0.40041148338564436, 3.9773191430566794, 4.059589021154685), Parent_PIDs = (111, 90), theta = 0.20166501626458472, phi = 5.768309568390136

pid = -11, p = (-0.022289839243722697, 0.6910312376365952, 1.1213397960094262, 1.3173550043775355), Parent_PIDs = (-11, 90), theta = 0.5525182905161794, phi = 1.6030410538242257
pid = 22, p = (0.022484635972060962, 0.024929595661767945, 0.04452527816393584, 0.05576328532494474), Parent_PIDs = (22, 22), theta = 0.6460477524302787, phi = 0.8369184763718567
pid = 22, p = (9.854756613676975e-05, 0.00010436005283575266, 0.00019385855876110015, 0.00024121315101854), Parent_PIDs = (22, 22), theta = 0.637339848082179, phi = 0.8140363072854907
pid = 2112, p = (-0.5377335707294583, 0.1526665930510724, 1.7091180481081762, 2.028876725923085), Parent_PIDs = (2212, 90), theta = 0.31609453772653856, phi = 2.864964216343125
pid = 22, p = (-0.1132035410590658, -0.12620786601499312, 0.9128584744824546, 0.9284686648384016), Parent_PIDs = (111, 90), theta = 0.1836309296207502, phi = 3.9812553912570707
pid = 22, p = (-0.3585838072456494, -0.36898716003133714, 1.741837085932536, 1.8162407067943178), Parent_PIDs = (111, 90), theta = 0.28722298556420317, phi = 3.9412885890777076
pid = 13, p = (0.06966281257532608, 0.06587694911586044, 1.6767016551137965, 1.6827611701433023), Parent_PIDs = (223, 90), theta = 0.05712057657037198, phi = 0.7574736686404642
pid = -13, p = (0.08123491601292804, -0.005436413065440529, 1.6465955845833227, 1.6519896249480328), Parent_PIDs = (223, 90), theta = 0.049405189950609635, phi = 6.216362821430012
pid = 22, p = (0.15061090552073753, -0.033565813020719294, 0.9644530177420783, 0.976718962699772), Parent_PIDs = (111, 90), theta = 0.15864860017653043, phi = 6.063904462095319
pid = 22, p = (0.7077189406307081, -0.40041148338564436, 3.9773191430566794, 4.059589021154685), Parent_PIDs = (111, 90), theta = 0.20166501626458472, phi = 5.768309568390136

pid = -11, p = (-0.022289839243722697, 0.6910312376365952, 1.1213397960094262, 1.3173550043775355), Parent_PIDs = (-11, 90), theta = 0.5525182905161794, phi = 1.6030410538242257
pid = 22, p = (0.022484635972060962, 0.024929595661767945, 0.04452527816393584, 0.05576328532494474), Parent_PIDs = (22, 22), theta = 0.6460477524302787, phi = 0.8369184763718567
pid = 22, p = (9.854756613676975e-05, 0.00010436005283575266, 0.00019385855876110015, 0.00024121315101854), Parent_PIDs = (22, 22), theta = 0.637339848082179, phi = 0.8140363072854907
pid = 2112, p = (-0.5377335707294583, 0.1526665930510724, 1.7091180481081762, 2.028876725923085), Parent_PIDs = (2212, 90), theta = 0.31609453772653856, phi = 2.864964216343125
pid = 22, p = (-0.1132035410590658, -0.12620786601499312, 0.9128584744824546, 0.9284686648384016), Parent_PIDs = (111, 90), theta = 0.1836309296207502, phi = 3.9812553912570707
pid = 22, p = (-0.3585838072456494, -0.36898716003133714, 1.741837085932536, 1.8162407067943178), Parent_PIDs = (111, 90), theta = 0.28722298556420317, phi = 3.9412885890777076
pid = 13, p = (0.06966281257532608, 0.06587694911586044, 1.6767016551137965, 1.6827611701433023), Parent_PIDs = (223, 90), theta = 0.05712057657037198, phi = 0.7574736686404642
pid = -13, p = (0.08123491601292804, -0.005436413065440529, 1.6465955845833227, 1.6519896249480328), Parent_PIDs = (223, 90), theta = 0.049405189950609635, phi = 6.216362821430012
pid = 22, p = (0.15061090552073753, -0.033565813020719294, 0.9644530177420783, 0.976718962699772), Parent_PIDs = (111, 90), theta = 0.15864860017653043, phi = 6.063904462095319
pid = 22, p = (0.7077189406307081, -0.40041148338564436, 3.9773191430566794, 4.059589021154685), Parent_PIDs = (111, 90), theta = 0.20166501626458472, phi = 5.768309568390136

pid = -11, p = (-0.022289839243722697, 0.6910312376365952, 1.1213397960094262, 1.3173550043775355), Parent_PIDs = (-11, 90), theta = 0.5525182905161794, phi = 1.6030410538242257
pid = 22, p = (0.022484635972060962, 0.024929595661767945, 0.04452527816393584, 0.05576328532494474), Parent_PIDs = (22, 22), theta = 0.6460477524302787, phi = 0.8369184763718567
pid = 22, p = (9.854756613676975e-05, 0.00010436005283575266, 0.00019385855876110015, 0.00024121315101854), Parent_PIDs = (22, 22), theta = 0.637339848082179, phi = 0.8140363072854907
pid = 2112, p = (-0.5377335707294583, 0.1526665930510724, 1.7091180481081762, 2.028876725923085), Parent_PIDs = (2212, 90), theta = 0.31609453772653856, phi = 2.864964216343125
pid = 22, p = (-0.1132035410590658, -0.12620786601499312, 0.9128584744824546, 0.9284686648384016), Parent_PIDs = (111, 90), theta = 0.1836309296207502, phi = 3.9812553912570707
pid = 22, p = (-0.3585838072456494, -0.36898716003133714, 1.741837085932536, 1.8162407067943178), Parent_PIDs = (111, 90), theta = 0.28722298556420317, phi = 3.9412885890777076
pid = 13, p = (0.06966281257532608, 0.06587694911586044, 1.6767016551137965, 1.6827611701433023), Parent_PIDs = (223, 90), theta = 0.05712057657037198, phi = 0.7574736686404642
pid = -13, p = (0.08123491601292804, -0.005436413065440529, 1.6465955845833227, 1.6519896249480328), Parent_PIDs = (223, 90), theta = 0.049405189950609635, phi = 6.216362821430012
pid = 22, p = (0.15061090552073753, -0.033565813020719294, 0.9644530177420783, 0.976718962699772), Parent_PIDs = (111, 90), theta = 0.15864860017653043, phi = 6.063904462095319
pid = 22, p = (0.7077189406307081, -0.40041148338564436, 3.9773191430566794, 4.059589021154685), Parent_PIDs = (111, 90), theta = 0.20166501626458472, phi = 5.768309568390136

pid = -11, p = (-0.022289839243722697, 0.6910312376365952, 1.1213397960094262, 1.3173550043775355), Parent_PIDs = (-11, 90), theta = 0.5525182905161794, phi = 1.6030410538242257
pid = 22, p = (0.022484635972060962, 0.024929595661767945, 0.04452527816393584, 0.05576328532494474), Parent_PIDs = (22, 22), theta = 0.6460477524302787, phi = 0.8369184763718567
pid = 22, p = (9.854756613676975e-05, 0.00010436005283575266, 0.00019385855876110015, 0.00024121315101854), Parent_PIDs = (22, 22), theta = 0.637339848082179, phi = 0.8140363072854907
pid = 2112, p = (-0.5377335707294583, 0.1526665930510724, 1.7091180481081762, 2.028876725923085), Parent_PIDs = (2212, 90), theta = 0.31609453772653856, phi = 2.864964216343125
pid = 22, p = (-0.1132035410590658, -0.12620786601499312, 0.9128584744824546, 0.9284686648384016), Parent_PIDs = (111, 90), theta = 0.1836309296207502, phi = 3.9812553912570707
pid = 22, p = (-0.3585838072456494, -0.36898716003133714, 1.741837085932536, 1.8162407067943178), Parent_PIDs = (111, 90), theta = 0.28722298556420317, phi = 3.9412885890777076
pid = 13, p = (0.06966281257532608, 0.06587694911586044, 1.6767016551137965, 1.6827611701433023), Parent_PIDs = (223, 90), theta = 0.05712057657037198, phi = 0.7574736686404642
pid = -13, p = (0.08123491601292804, -0.005436413065440529, 1.6465955845833227, 1.6519896249480328), Parent_PIDs = (223, 90), theta = 0.049405189950609635, phi = 6.216362821430012
pid = 22, p = (0.15061090552073753, -0.033565813020719294, 0.9644530177420783, 0.976718962699772), Parent_PIDs = (111, 90), theta = 0.15864860017653043, phi = 6.063904462095319
pid = 22, p = (0.7077189406307081, -0.40041148338564436, 3.9773191430566794, 4.059589021154685), Parent_PIDs = (111, 90), theta = 0.20166501626458472, phi = 5.768309568390136

pid = -11, p = (-0.022289839243722697, 0.6910312376365952, 1.1213397960094262, 1.3173550043775355), Parent_PIDs = (-11, 90), theta = 0.5525182905161794, phi = 1.6030410538242257
pid = 22, p = (0.022484635972060962, 0.024929595661767945, 0.04452527816393584, 0.05576328532494474), Parent_PIDs = (22, 22), theta = 0.6460477524302787, phi = 0.8369184763718567
pid = 22, p = (9.854756613676975e-05, 0.00010436005283575266, 0.00019385855876110015, 0.00024121315101854), Parent_PIDs = (22, 22), theta = 0.637339848082179, phi = 0.8140363072854907
pid = 2112, p = (-0.5377335707294583, 0.1526665930510724, 1.7091180481081762, 2.028876725923085), Parent_PIDs = (2212, 90), theta = 0.31609453772653856, phi = 2.864964216343125
pid = 22, p = (-0.1132035410590658, -0.12620786601499312, 0.9128584744824546, 0.9284686648384016), Parent_PIDs = (111, 90), theta = 0.1836309296207502, phi = 3.9812553912570707
pid = 22, p = (-0.3585838072456494, -0.36898716003133714, 1.741837085932536, 1.8162407067943178), Parent_PIDs = (111, 90), theta = 0.28722298556420317, phi = 3.9412885890777076
pid = 13, p = (0.06966281257532608, 0.06587694911586044, 1.6767016551137965, 1.6827611701433023), Parent_PIDs = (223, 90), theta = 0.05712057657037198, phi = 0.7574736686404642
pid = -13, p = (0.08123491601292804, -0.005436413065440529, 1.6465955845833227, 1.6519896249480328), Parent_PIDs = (223, 90), theta = 0.049405189950609635, phi = 6.216362821430012
pid = 22, p = (0.15061090552073753, -0.033565813020719294, 0.9644530177420783, 0.976718962699772), Parent_PIDs = (111, 90), theta = 0.15864860017653043, phi = 6.063904462095319
pid = 22, p = (0.7077189406307081, -0.40041148338564436, 3.9773191430566794, 4.059589021154685), Parent_PIDs = (111, 90), theta = 0.20166501626458472, phi = 5.768309568390136

pid = -11, p = (-0.022289839243722697, 0.6910312376365952, 1.1213397960094262, 1.3173550043775355), Parent_PIDs = (-11, 90), theta = 0.5525182905161794, phi = 1.6030410538242257
pid = 22, p = (0.022484635972060962, 0.024929595661767945, 0.04452527816393584, 0.05576328532494474), Parent_PIDs = (22, 22), theta = 0.6460477524302787, phi = 0.8369184763718567
pid = 22, p = (9.854756613676975e-05, 0.00010436005283575266, 0.00019385855876110015, 0.00024121315101854), Parent_PIDs = (22, 22), theta = 0.637339848082179, phi = 0.8140363072854907
pid = 2112, p = (-0.5377335707294583, 0.1526665930510724, 1.7091180481081762, 2.028876725923085), Parent_PIDs = (2212, 90), theta = 0.31609453772653856, phi = 2.864964216343125
pid = 22, p = (-0.1132035410590658, -0.12620786601499312, 0.9128584744824546, 0.9284686648384016), Parent_PIDs = (111, 90), theta = 0.1836309296207502, phi = 3.9812553912570707
pid = 22, p = (-0.3585838072456494, -0.36898716003133714, 1.741837085932536, 1.8162407067943178), Parent_PIDs = (111, 90), theta = 0.28722298556420317, phi = 3.9412885890777076
pid = 13, p = (0.06966281257532608, 0.06587694911586044, 1.6767016551137965, 1.6827611701433023), Parent_PIDs = (223, 90), theta = 0.05712057657037198, phi = 0.7574736686404642
pid = -13, p = (0.08123491601292804, -0.005436413065440529, 1.6465955845833227, 1.6519896249480328), Parent_PIDs = (223, 90), theta = 0.049405189950609635, phi = 6.216362821430012
pid = 22, p = (0.15061090552073753, -0.033565813020719294, 0.9644530177420783, 0.976718962699772), Parent_PIDs = (111, 90), theta = 0.15864860017653043, phi = 6.063904462095319
pid = 22, p = (0.7077189406307081, -0.40041148338564436, 3.9773191430566794, 4.059589021154685), Parent_PIDs = (111, 90), theta = 0.20166501626458472, phi = 5.768309568390136

pid = -11, p = (-0.6343570965857352, 1.5279851033097775, 9.446450372499044, 9.590233172511166), Parent_PIDs = (-12, 2), theta = 0.1733795859868805, phi = 1.9643023038630467
pid = 2112, p = (0.21279635220035636, -1.547633429301492, 4.169800246288409, 4.550876552692696), Parent_PIDs = (1, 2103), theta = 0.3584593259836009, phi = 4.849030085457329
pid = 13, p = (0.2747145430176945, -0.023743552836780285, 1.4061296783164245, 1.4368008018820786), Parent_PIDs = (223, 90), theta = 0.19364048957055824, phi = 6.196969653308422
pid = -13, p = (0.14684620136768453, 0.04339187882849929, -0.03958841490314885, 0.19020499519973041), Parent_PIDs = (223, 90), theta = 1.8237962667464434, phi = 0.2873159074039237

pid = -11, p = (-0.6343570965857352, 1.5279851033097775, 9.446450372499044, 9.590233172511166), Parent_PIDs = (-12, 2), theta = 0.1733795859868805, phi = 1.9643023038630467
pid = 2112, p = (0.21279635220035636, -1.547633429301492, 4.169800246288409, 4.550876552692696), Parent_PIDs = (1, 2103), theta = 0.3584593259836009, phi = 4.849030085457329
pid = 13, p = (0.2747145430176945, -0.023743552836780285, 1.4061296783164245, 1.4368008018820786), Parent_PIDs = (223, 90), theta = 0.19364048957055824, phi = 6.196969653308422
pid = -13, p = (0.14684620136768453, 0.04339187882849929, -0.03958841490314885, 0.19020499519973041), Parent_PIDs = (223, 90), theta = 1.8237962667464434, phi = 0.2873159074039237

pid = -11, p = (-0.6343570965857352, 1.5279851033097775, 9.446450372499044, 9.590233172511166), Parent_PIDs = (-12, 2), theta = 0.1733795859868805, phi = 1.9643023038630467
pid = 2112, p = (0.21279635220035636, -1.547633429301492, 4.169800246288409, 4.550876552692696), Parent_PIDs = (1, 2103), theta = 0.3584593259836009, phi = 4.849030085457329
pid = 13, p = (0.2747145430176945, -0.023743552836780285, 1.4061296783164245, 1.4368008018820786), Parent_PIDs = (223, 90), theta = 0.19364048957055824, phi = 6.196969653308422
pid = -13, p = (0.14684620136768453, 0.04339187882849929, -0.03958841490314885, 0.19020499519973041), Parent_PIDs = (223, 90), theta = 1.8237962667464434, phi = 0.2873159074039237

pid = -11, p = (-0.6343570965857352, 1.5279851033097775, 9.446450372499044, 9.590233172511166), Parent_PIDs = (-12, 2), theta = 0.1733795859868805, phi = 1.9643023038630467
pid = 2112, p = (0.21279635220035636, -1.547633429301492, 4.169800246288409, 4.550876552692696), Parent_PIDs = (1, 2103), theta = 0.3584593259836009, phi = 4.849030085457329
pid = 13, p = (0.2747145430176945, -0.023743552836780285, 1.4061296783164245, 1.4368008018820786), Parent_PIDs = (223, 90), theta = 0.19364048957055824, phi = 6.196969653308422
pid = -13, p = (0.14684620136768453, 0.04339187882849929, -0.03958841490314885, 0.19020499519973041), Parent_PIDs = (223, 90), theta = 1.8237962667464434, phi = 0.2873159074039237

pid = -11, p = (-0.6343570965857352, 1.5279851033097775, 9.446450372499044, 9.590233172511166), Parent_PIDs = (-12, 2), theta = 0.1733795859868805, phi = 1.9643023038630467
pid = 2112, p = (0.21279635220035636, -1.547633429301492, 4.169800246288409, 4.550876552692696), Parent_PIDs = (1, 2103), theta = 0.3584593259836009, phi = 4.849030085457329
pid = 13, p = (0.2747145430176945, -0.023743552836780285, 1.4061296783164245, 1.4368008018820786), Parent_PIDs = (223, 90), theta = 0.19364048957055824, phi = 6.196969653308422
pid = -13, p = (0.14684620136768453, 0.04339187882849929, -0.03958841490314885, 0.19020499519973041), Parent_PIDs = (223, 90), theta = 1.8237962667464434, phi = 0.2873159074039237

pid = -11, p = (-0.6343570965857352, 1.5279851033097775, 9.446450372499044, 9.590233172511166), Parent_PIDs = (-12, 2), theta = 0.1733795859868805, phi = 1.9643023038630467
pid = 2112, p = (0.21279635220035636, -1.547633429301492, 4.169800246288409, 4.550876552692696), Parent_PIDs = (1, 2103), theta = 0.3584593259836009, phi = 4.849030085457329
pid = 13, p = (0.2747145430176945, -0.023743552836780285, 1.4061296783164245, 1.4368008018820786), Parent_PIDs = (223, 90), theta = 0.19364048957055824, phi = 6.196969653308422
pid = -13, p = (0.14684620136768453, 0.04339187882849929, -0.03958841490314885, 0.19020499519973041), Parent_PIDs = (223, 90), theta = 1.8237962667464434, phi = 0.2873159074039237

pid = -11, p = (-0.6343570965857352, 1.5279851033097775, 9.446450372499044, 9.590233172511166), Parent_PIDs = (-12, 2), theta = 0.1733795859868805, phi = 1.9643023038630467
pid = 2112, p = (0.21279635220035636, -1.547633429301492, 4.169800246288409, 4.550876552692696), Parent_PIDs = (1, 2103), theta = 0.3584593259836009, phi = 4.849030085457329
pid = 13, p = (0.2747145430176945, -0.023743552836780285, 1.4061296783164245, 1.4368008018820786), Parent_PIDs = (223, 90), theta = 0.19364048957055824, phi = 6.196969653308422
