Events for energy 712.64279 GeV:
Cross section pb: 2.2227229261281036
Total number of events: 999800

pid = -11, p = (-0.7049684045916194, -3.8926682102539036, 583.3904977101695, 583.4039103957283), Parent_PIDs = (-11, 90), theta = 0.006780926391469771, phi = 4.533229228266524
pid = 22, p = (-0.22047618459614182, 0.2521306801857289, 2.14521279471745, 2.171201870505007), Parent_PIDs = (111, 90), theta = 0.15487969061835322, phi = 2.2893158862700806
pid = 22, p = (-3.9445292795716043, 2.6683640219696176, 64.58240177236854, 64.75774931603763), Parent_PIDs = (111, 90), theta = 0.07360664334896888, phi = 2.5468323560501838
pid = 22, p = (-0.5877050001578418, 0.3483337123713525, 9.69322237078773, 9.717267798714031), Parent_PIDs = (111, 90), theta = 0.07036371537711977, phi = 2.606556883880719
pid = 22, p = (-0.12705566358107104, 0.1758687120999409, 1.6403110328316952, 1.6545976036405652), Parent_PIDs = (221, 90), theta = 0.1315060669018749, phi = 2.196428478126003
pid = 13, p = (-0.09380406009588484, -0.11201215878375713, 0.7782892856345297, 0.7989018545099131), Parent_PIDs = (221, 90), theta = 0.18556293176538366, phi = 4.015228850193411
pid = -13, p = (-0.21761242669216074, -0.08349332677127307, 2.8910530173033635, 2.902357298529088), Parent_PIDs = (221, 90), theta = 0.0804471614395338, phi = 3.5079505491833385
pid = 22, p = (0.24643646640666048, 0.03096938396614238, 0.48462317261395604, 0.5445637282749004), Parent_PIDs = (111, 90), theta = 0.47360637185331433, phi = 0.12501348680005364
pid = 22, p = (0.1368299142907768, -0.07933358649625502, 0.399357629426601, 0.42953784416790847), Parent_PIDs = (111, 90), theta = 0.3770958194936791, phi = 5.757753358283148

pid = -11, p = (4.303307532432319, -2.3161979472477876, 444.98383978192965, 445.0106750359823), Parent_PIDs = (-12, 2), theta = 0.01098208545950017, phi = 5.789418273669545
pid = 2112, p = (0.6448303798279166, -1.1892425033070768, 4.433329048897024, 4.729408228427239), Parent_PIDs = (1, 2101), theta = 0.2961713319683466, phi = 5.209238998147254
pid = 22, p = (-0.14022167826294601, 0.30461301201330615, 2.856451373503052, 2.876067741783939), Parent_PIDs = (111, 90), theta = 0.11686161900980646, phi = 2.0022051533642093
pid = 22, p = (-0.22047618459614182, 0.2521306801857289, 2.14521279471745, 2.171201870505007), Parent_PIDs = (111, 90), theta = 0.15487969061835322, phi = 2.2893158862700806
pid = 22, p = (-3.9445292795716043, 2.6683640219696176, 64.58240177236854, 64.75774931603763), Parent_PIDs = (111, 90), theta = 0.07360664334896888, phi = 2.5468323560501838
pid = 22, p = (-0.5877050001578418, 0.3483337123713525, 9.69322237078773, 9.717267798714031), Parent_PIDs = (111, 90), theta = 0.07036371537711977, phi = 2.606556883880719
pid = 22, p = (-0.12705566358107104, 0.1758687120999409, 1.6403110328316952, 1.6545976036405652), Parent_PIDs = (221, 90), theta = 0.1315060669018749, phi = 2.196428478126003
pid = 13, p = (-0.09380406009588484, -0.11201215878375713, 0.7782892856345297, 0.7989018545099131), Parent_PIDs = (221, 90), theta = 0.18556293176538366, phi = 4.015228850193411
pid = -13, p = (-0.21761242669216074, -0.08349332677127307, 2.8910530173033635, 2.902357298529088), Parent_PIDs = (221, 90), theta = 0.0804471614395338, phi = 3.5079505491833385
pid = 22, p = (0.24643646640666048, 0.03096938396614238, 0.48462317261395604, 0.5445637282749004), Parent_PIDs = (111, 90), theta = 0.47360637185331433, phi = 0.12501348680005364
pid = 22, p = (0.1368299142907768, -0.07933358649625502, 0.399357629426601, 0.42953784416790847), Parent_PIDs = (111, 90), theta = 0.3770958194936791, phi = 5.757753358283148

pid = -11, p = (4.303307532432319, -2.3161979472477876, 444.98383978192965, 445.0106750359823), Parent_PIDs = (-12, 2), theta = 0.01098208545950017, phi = 5.789418273669545
pid = 2112, p = (0.6448303798279166, -1.1892425033070768, 4.433329048897024, 4.729408228427239), Parent_PIDs = (1, 2101), theta = 0.2961713319683466, phi = 5.209238998147254
pid = 22, p = (-0.14022167826294601, 0.30461301201330615, 2.856451373503052, 2.876067741783939), Parent_PIDs = (111, 90), theta = 0.11686161900980646, phi = 2.0022051533642093
pid = 22, p = (-0.22047618459614182, 0.2521306801857289, 2.14521279471745, 2.171201870505007), Parent_PIDs = (111, 90), theta = 0.15487969061835322, phi = 2.2893158862700806
pid = 22, p = (-3.9445292795716043, 2.6683640219696176, 64.58240177236854, 64.75774931603763), Parent_PIDs = (111, 90), theta = 0.07360664334896888, phi = 2.5468323560501838
pid = 22, p = (-0.5877050001578418, 0.3483337123713525, 9.69322237078773, 9.717267798714031), Parent_PIDs = (111, 90), theta = 0.07036371537711977, phi = 2.606556883880719
pid = 22, p = (-0.12705566358107104, 0.1758687120999409, 1.6403110328316952, 1.6545976036405652), Parent_PIDs = (221, 90), theta = 0.1315060669018749, phi = 2.196428478126003
pid = 13, p = (-0.09380406009588484, -0.11201215878375713, 0.7782892856345297, 0.7989018545099131), Parent_PIDs = (221, 90), theta = 0.18556293176538366, phi = 4.015228850193411
pid = -13, p = (-0.21761242669216074, -0.08349332677127307, 2.8910530173033635, 2.902357298529088), Parent_PIDs = (221, 90), theta = 0.0804471614395338, phi = 3.5079505491833385
pid = 22, p = (0.24643646640666048, 0.03096938396614238, 0.48462317261395604, 0.5445637282749004), Parent_PIDs = (111, 90), theta = 0.47360637185331433, phi = 0.12501348680005364
pid = 22, p = (0.1368299142907768, -0.07933358649625502, 0.399357629426601, 0.42953784416790847), Parent_PIDs = (111, 90), theta = 0.3770958194936791, phi = 5.757753358283148

pid = -11, p = (4.303307532432319, -2.3161979472477876, 444.98383978192965, 445.0106750359823), Parent_PIDs = (-12, 2), theta = 0.01098208545950017, phi = 5.789418273669545
pid = 2112, p = (0.6448303798279166, -1.1892425033070768, 4.433329048897024, 4.729408228427239), Parent_PIDs = (1, 2101), theta = 0.2961713319683466, phi = 5.209238998147254
pid = 22, p = (-0.14022167826294601, 0.30461301201330615, 2.856451373503052, 2.876067741783939), Parent_PIDs = (111, 90), theta = 0.11686161900980646, phi = 2.0022051533642093
pid = 22, p = (-0.22047618459614182, 0.2521306801857289, 2.14521279471745, 2.171201870505007), Parent_PIDs = (111, 90), theta = 0.15487969061835322, phi = 2.2893158862700806
pid = 22, p = (-3.9445292795716043, 2.6683640219696176, 64.58240177236854, 64.75774931603763), Parent_PIDs = (111, 90), theta = 0.07360664334896888, phi = 2.5468323560501838
pid = 22, p = (-0.5877050001578418, 0.3483337123713525, 9.69322237078773, 9.717267798714031), Parent_PIDs = (111, 90), theta = 0.07036371537711977, phi = 2.606556883880719
pid = 22, p = (-0.12705566358107104, 0.1758687120999409, 1.6403110328316952, 1.6545976036405652), Parent_PIDs = (221, 90), theta = 0.1315060669018749, phi = 2.196428478126003
pid = 13, p = (-0.09380406009588484, -0.11201215878375713, 0.7782892856345297, 0.7989018545099131), Parent_PIDs = (221, 90), theta = 0.18556293176538366, phi = 4.015228850193411
pid = -13, p = (-0.21761242669216074, -0.08349332677127307, 2.8910530173033635, 2.902357298529088), Parent_PIDs = (221, 90), theta = 0.0804471614395338, phi = 3.5079505491833385
pid = 22, p = (0.24643646640666048, 0.03096938396614238, 0.48462317261395604, 0.5445637282749004), Parent_PIDs = (111, 90), theta = 0.47360637185331433, phi = 0.12501348680005364
pid = 22, p = (0.1368299142907768, -0.07933358649625502, 0.399357629426601, 0.42953784416790847), Parent_PIDs = (111, 90), theta = 0.3770958194936791, phi = 5.757753358283148

pid = -11, p = (4.303307532432319, -2.3161979472477876, 444.98383978192965, 445.0106750359823), Parent_PIDs = (-12, 2), theta = 0.01098208545950017, phi = 5.789418273669545
pid = 2112, p = (0.6448303798279166, -1.1892425033070768, 4.433329048897024, 4.729408228427239), Parent_PIDs = (1, 2101), theta = 0.2961713319683466, phi = 5.209238998147254
pid = 22, p = (-0.14022167826294601, 0.30461301201330615, 2.856451373503052, 2.876067741783939), Parent_PIDs = (111, 90), theta = 0.11686161900980646, phi = 2.0022051533642093
pid = 22, p = (-0.22047618459614182, 0.2521306801857289, 2.14521279471745, 2.171201870505007), Parent_PIDs = (111, 90), theta = 0.15487969061835322, phi = 2.2893158862700806
pid = 22, p = (-3.9445292795716043, 2.6683640219696176, 64.58240177236854, 64.75774931603763), Parent_PIDs = (111, 90), theta = 0.07360664334896888, phi = 2.5468323560501838
pid = 22, p = (-0.5877050001578418, 0.3483337123713525, 9.69322237078773, 9.717267798714031), Parent_PIDs = (111, 90), theta = 0.07036371537711977, phi = 2.606556883880719
pid = 22, p = (-0.12705566358107104, 0.1758687120999409, 1.6403110328316952, 1.6545976036405652), Parent_PIDs = (221, 90), theta = 0.1315060669018749, phi = 2.196428478126003
pid = 13, p = (-0.09380406009588484, -0.11201215878375713, 0.7782892856345297, 0.7989018545099131), Parent_PIDs = (221, 90), theta = 0.18556293176538366, phi = 4.015228850193411
pid = -13, p = (-0.21761242669216074, -0.08349332677127307, 2.8910530173033635, 2.902357298529088), Parent_PIDs = (221, 90), theta = 0.0804471614395338, phi = 3.5079505491833385
pid = 22, p = (0.24643646640666048, 0.03096938396614238, 0.48462317261395604, 0.5445637282749004), Parent_PIDs = (111, 90), theta = 0.47360637185331433, phi = 0.12501348680005364
pid = 22, p = (0.1368299142907768, -0.07933358649625502, 0.399357629426601, 0.42953784416790847), Parent_PIDs = (111, 90), theta = 0.3770958194936791, phi = 5.757753358283148

pid = -11, p = (1.3848991032180513, -2.9951934780757346, 44.112119715237, 44.235373125245864), Parent_PIDs = (-11, 90), theta = 0.07466731050021402, phi = 5.1454852130068165
pid = 13, p = (0.10438002813426966, 0.7619922744274604, 102.18969203886988, 102.19264088206756), Parent_PIDs = (13, 13), theta = 0.007526137507090524, phi = 1.4346605544525717
pid = -13, p = (-0.03938135615881655, 1.0570517169975462, 175.75828720189745, 175.76150202306505), Parent_PIDs = (-13, -13), theta = 0.006018335187394893, phi = 1.6080349502882127
pid = 22, p = (0.0017041373577109515, -0.00329948411665171, 0.03942149838521675, 0.039596025236198006), Parent_PIDs = (22, 22), theta = 0.09392473459396629, phi = 5.1891382382510844
pid = 2112, p = (-0.1413691594409745, -0.2604480837649321, 0.5619217673501584, 1.1341808943460843), Parent_PIDs = (2212, 90), theta = 0.4853046135303971, phi = 4.215096511989586
pid = 211, p = (-0.8030293912974893, -0.4109161301792986, 5.341957165901955, 5.419381368436843), Parent_PIDs = (2, -2), theta = 0.16728468321733053, phi = 3.6145623043668893
pid = -321, p = (-0.6632744993598296, 0.8189681629953185, 132.59201874774294, 132.59712590195056), Parent_PIDs = (2, -2), theta = 0.007948048368768085, phi = 2.2515390066842547
pid = 321, p = (-0.21738301091221235, 0.7563422559660643, 100.89810056211316, 100.90237720671547), Parent_PIDs = (313, 90), theta = 0.0077994125390825194, phi = 1.8506662952713218
pid = -211, p = (0.08426647319630923, -0.066995250056439, 6.176325458032138, 6.178840113684032), Parent_PIDs = (313, 90), theta = 0.01742820340084447, phi = 5.611475839760266
pid = 22, p = (0.03316733796668245, 0.13374207459740767, 10.542769131136934, 10.543669568384589), Parent_PIDs = (111, 90), theta = 0.013069197501327163, phi = 1.327705806898714
pid = 22, p = (0.2560203372962713, 0.20875594120928673, 25.044665265206557, 25.046843787238814), Parent_PIDs = (111, 90), theta = 0.013189326533014259, phi = 0.6840537644843261

pid = -11, p = (1.3848991032180513, -2.9951934780757346, 44.112119715237, 44.235373125245864), Parent_PIDs = (-11, 90), theta = 0.07466731050021402, phi = 5.1454852130068165
pid = 13, p = (0.10438002813426966, 0.7619922744274604, 102.18969203886988, 102.19264088206756), Parent_PIDs = (13, 13), theta = 0.007526137507090524, phi = 1.4346605544525717
pid = -13, p = (-0.03938135615881655, 1.0570517169975462, 175.75828720189745, 175.76150202306505), Parent_PIDs = (-13, -13), theta = 0.006018335187394893, phi = 1.6080349502882127
pid = 22, p = (0.0017041373577109515, -0.00329948411665171, 0.03942149838521675, 0.039596025236198006), Parent_PIDs = (22, 22), theta = 0.09392473459396629, phi = 5.1891382382510844
pid = 2112, p = (-0.1413691594409745, -0.2604480837649321, 0.5619217673501584, 1.1341808943460843), Parent_PIDs = (2212, 90), theta = 0.4853046135303971, phi = 4.215096511989586
pid = 211, p = (-0.8030293912974893, -0.4109161301792986, 5.341957165901955, 5.419381368436843), Parent_PIDs = (2, -2), theta = 0.16728468321733053, phi = 3.6145623043668893
pid = -321, p = (-0.6632744993598296, 0.8189681629953185, 132.59201874774294, 132.59712590195056), Parent_PIDs = (2, -2), theta = 0.007948048368768085, phi = 2.2515390066842547
pid = 321, p = (-0.21738301091221235, 0.7563422559660643, 100.89810056211316, 100.90237720671547), Parent_PIDs = (313, 90), theta = 0.0077994125390825194, phi = 1.8506662952713218
pid = -211, p = (0.08426647319630923, -0.066995250056439, 6.176325458032138, 6.178840113684032), Parent_PIDs = (313, 90), theta = 0.01742820340084447, phi = 5.611475839760266
pid = 22, p = (0.03316733796668245, 0.13374207459740767, 10.542769131136934, 10.543669568384589), Parent_PIDs = (111, 90), theta = 0.013069197501327163, phi = 1.327705806898714
pid = 22, p = (0.2560203372962713, 0.20875594120928673, 25.044665265206557, 25.046843787238814), Parent_PIDs = (111, 90), theta = 0.013189326533014259, phi = 0.6840537644843261

pid = -11, p = (1.3848991032180513, -2.9951934780757346, 44.112119715237, 44.235373125245864), Parent_PIDs = (-11, 90), theta = 0.07466731050021402, phi = 5.1454852130068165
pid = 13, p = (0.10438002813426966, 0.7619922744274604, 102.18969203886988, 102.19264088206756), Parent_PIDs = (13, 13), theta = 0.007526137507090524, phi = 1.4346605544525717
pid = -13, p = (-0.03938135615881655, 1.0570517169975462, 175.75828720189745, 175.76150202306505), Parent_PIDs = (-13, -13), theta = 0.006018335187394893, phi = 1.6080349502882127
pid = 22, p = (0.0017041373577109515, -0.00329948411665171, 0.03942149838521675, 0.039596025236198006), Parent_PIDs = (22, 22), theta = 0.09392473459396629, phi = 5.1891382382510844
pid = 2112, p = (-0.1413691594409745, -0.2604480837649321, 0.5619217673501584, 1.1341808943460843), Parent_PIDs = (2212, 90), theta = 0.4853046135303971, phi = 4.215096511989586
pid = 211, p = (-0.8030293912974893, -0.4109161301792986, 5.341957165901955, 5.419381368436843), Parent_PIDs = (2, -2), theta = 0.16728468321733053, phi = 3.6145623043668893
pid = -321, p = (-0.6632744993598296, 0.8189681629953185, 132.59201874774294, 132.59712590195056), Parent_PIDs = (2, -2), theta = 0.007948048368768085, phi = 2.2515390066842547
pid = 321, p = (-0.21738301091221235, 0.7563422559660643, 100.89810056211316, 100.90237720671547), Parent_PIDs = (313, 90), theta = 0.0077994125390825194, phi = 1.8506662952713218
pid = -211, p = (0.08426647319630923, -0.066995250056439, 6.176325458032138, 6.178840113684032), Parent_PIDs = (313, 90), theta = 0.01742820340084447, phi = 5.611475839760266
pid = 22, p = (0.03316733796668245, 0.13374207459740767, 10.542769131136934, 10.543669568384589), Parent_PIDs = (111, 90), theta = 0.013069197501327163, phi = 1.327705806898714
pid = 22, p = (0.2560203372962713, 0.20875594120928673, 25.044665265206557, 25.046843787238814), Parent_PIDs = (111, 90), theta = 0.013189326533014259, phi = 0.6840537644843261

pid = -11, p = (1.3848991032180513, -2.9951934780757346, 44.112119715237, 44.235373125245864), Parent_PIDs = (-11, 90), theta = 0.07466731050021402, phi = 5.1454852130068165
pid = 13, p = (0.10438002813426966, 0.7619922744274604, 102.18969203886988, 102.19264088206756), Parent_PIDs = (13, 13), theta = 0.007526137507090524, phi = 1.4346605544525717
pid = -13, p = (-0.03938135615881655, 1.0570517169975462, 175.75828720189745, 175.76150202306505), Parent_PIDs = (-13, -13), theta = 0.006018335187394893, phi = 1.6080349502882127
pid = 22, p = (0.0017041373577109515, -0.00329948411665171, 0.03942149838521675, 0.039596025236198006), Parent_PIDs = (22, 22), theta = 0.09392473459396629, phi = 5.1891382382510844
pid = 2112, p = (-0.1413691594409745, -0.2604480837649321, 0.5619217673501584, 1.1341808943460843), Parent_PIDs = (2212, 90), theta = 0.4853046135303971, phi = 4.215096511989586
pid = 211, p = (-0.8030293912974893, -0.4109161301792986, 5.341957165901955, 5.419381368436843), Parent_PIDs = (2, -2), theta = 0.16728468321733053, phi = 3.6145623043668893
pid = -321, p = (-0.6632744993598296, 0.8189681629953185, 132.59201874774294, 132.59712590195056), Parent_PIDs = (2, -2), theta = 0.007948048368768085, phi = 2.2515390066842547
pid = 321, p = (-0.21738301091221235, 0.7563422559660643, 100.89810056211316, 100.90237720671547), Parent_PIDs = (313, 90), theta = 0.0077994125390825194, phi = 1.8506662952713218
pid = -211, p = (0.08426647319630923, -0.066995250056439, 6.176325458032138, 6.178840113684032), Parent_PIDs = (313, 90), theta = 0.01742820340084447, phi = 5.611475839760266
pid = 22, p = (0.03316733796668245, 0.13374207459740767, 10.542769131136934, 10.543669568384589), Parent_PIDs = (111, 90), theta = 0.013069197501327163, phi = 1.327705806898714
pid = 22, p = (0.2560203372962713, 0.20875594120928673, 25.044665265206557, 25.046843787238814), Parent_PIDs = (111, 90), theta = 0.013189326533014259, phi = 0.6840537644843261

pid = -11, p = (1.3848991032180513, -2.9951934780757346, 44.112119715237, 44.235373125245864), Parent_PIDs = (-11, 90), theta = 0.07466731050021402, phi = 5.1454852130068165
pid = 13, p = (0.10438002813426966, 0.7619922744274604, 102.18969203886988, 102.19264088206756), Parent_PIDs = (13, 13), theta = 0.007526137507090524, phi = 1.4346605544525717
pid = -13, p = (-0.03938135615881655, 1.0570517169975462, 175.75828720189745, 175.76150202306505), Parent_PIDs = (-13, -13), theta = 0.006018335187394893, phi = 1.6080349502882127
pid = 22, p = (0.0017041373577109515, -0.00329948411665171, 0.03942149838521675, 0.039596025236198006), Parent_PIDs = (22, 22), theta = 0.09392473459396629, phi = 5.1891382382510844
pid = 2112, p = (-0.1413691594409745, -0.2604480837649321, 0.5619217673501584, 1.1341808943460843), Parent_PIDs = (2212, 90), theta = 0.4853046135303971, phi = 4.215096511989586
pid = 211, p = (-0.8030293912974893, -0.4109161301792986, 5.341957165901955, 5.419381368436843), Parent_PIDs = (2, -2), theta = 0.16728468321733053, phi = 3.6145623043668893
pid = -321, p = (-0.6632744993598296, 0.8189681629953185, 132.59201874774294, 132.59712590195056), Parent_PIDs = (2, -2), theta = 0.007948048368768085, phi = 2.2515390066842547
pid = 321, p = (-0.21738301091221235, 0.7563422559660643, 100.89810056211316, 100.90237720671547), Parent_PIDs = (313, 90), theta = 0.0077994125390825194, phi = 1.8506662952713218
pid = -211, p = (0.08426647319630923, -0.066995250056439, 6.176325458032138, 6.178840113684032), Parent_PIDs = (313, 90), theta = 0.01742820340084447, phi = 5.611475839760266
pid = 22, p = (0.03316733796668245, 0.13374207459740767, 10.542769131136934, 10.543669568384589), Parent_PIDs = (111, 90), theta = 0.013069197501327163, phi = 1.327705806898714
pid = 22, p = (0.2560203372962713, 0.20875594120928673, 25.044665265206557, 25.046843787238814), Parent_PIDs = (111, 90), theta = 0.013189326533014259, phi = 0.6840537644843261

pid = -11, p = (1.3848991032180513, -2.9951934780757346, 44.112119715237, 44.235373125245864), Parent_PIDs = (-11, 90), theta = 0.07466731050021402, phi = 5.1454852130068165
pid = 13, p = (0.10438002813426966, 0.7619922744274604, 102.18969203886988, 102.19264088206756), Parent_PIDs = (13, 13), theta = 0.007526137507090524, phi = 1.4346605544525717
pid = -13, p = (-0.03938135615881655, 1.0570517169975462, 175.75828720189745, 175.76150202306505), Parent_PIDs = (-13, -13), theta = 0.006018335187394893, phi = 1.6080349502882127
pid = 22, p = (0.0017041373577109515, -0.00329948411665171, 0.03942149838521675, 0.039596025236198006), Parent_PIDs = (22, 22), theta = 0.09392473459396629, phi = 5.1891382382510844
pid = 2112, p = (-0.1413691594409745, -0.2604480837649321, 0.5619217673501584, 1.1341808943460843), Parent_PIDs = (2212, 90), theta = 0.4853046135303971, phi = 4.215096511989586
pid = 211, p = (-0.8030293912974893, -0.4109161301792986, 5.341957165901955, 5.419381368436843), Parent_PIDs = (2, -2), theta = 0.16728468321733053, phi = 3.6145623043668893
pid = -321, p = (-0.6632744993598296, 0.8189681629953185, 132.59201874774294, 132.59712590195056), Parent_PIDs = (2, -2), theta = 0.007948048368768085, phi = 2.2515390066842547
pid = 321, p = (-0.21738301091221235, 0.7563422559660643, 100.89810056211316, 100.90237720671547), Parent_PIDs = (313, 90), theta = 0.0077994125390825194, phi = 1.8506662952713218
pid = -211, p = (0.08426647319630923, -0.066995250056439, 6.176325458032138, 6.178840113684032), Parent_PIDs = (313, 90), theta = 0.01742820340084447, phi = 5.611475839760266
pid = 22, p = (0.03316733796668245, 0.13374207459740767, 10.542769131136934, 10.543669568384589), Parent_PIDs = (111, 90), theta = 0.013069197501327163, phi = 1.327705806898714
pid = 22, p = (0.2560203372962713, 0.20875594120928673, 25.044665265206557, 25.046843787238814), Parent_PIDs = (111, 90), theta = 0.013189326533014259, phi = 0.6840537644843261

pid = -11, p = (1.3848991032180513, -2.9951934780757346, 44.112119715237, 44.235373125245864), Parent_PIDs = (-11, 90), theta = 0.07466731050021402, phi = 5.1454852130068165
pid = 13, p = (0.10438002813426966, 0.7619922744274604, 102.18969203886988, 102.19264088206756), Parent_PIDs = (13, 13), theta = 0.007526137507090524, phi = 1.4346605544525717
pid = -13, p = (-0.03938135615881655, 1.0570517169975462, 175.75828720189745, 175.76150202306505), Parent_PIDs = (-13, -13), theta = 0.006018335187394893, phi = 1.6080349502882127
pid = 22, p = (0.0017041373577109515, -0.00329948411665171, 0.03942149838521675, 0.039596025236198006), Parent_PIDs = (22, 22), theta = 0.09392473459396629, phi = 5.1891382382510844
pid = 2112, p = (-0.1413691594409745, -0.2604480837649321, 0.5619217673501584, 1.1341808943460843), Parent_PIDs = (2212, 90), theta = 0.4853046135303971, phi = 4.215096511989586
pid = 211, p = (-0.8030293912974893, -0.4109161301792986, 5.341957165901955, 5.419381368436843), Parent_PIDs = (2, -2), theta = 0.16728468321733053, phi = 3.6145623043668893
pid = -321, p = (-0.6632744993598296, 0.8189681629953185, 132.59201874774294, 132.59712590195056), Parent_PIDs = (2, -2), theta = 0.007948048368768085, phi = 2.2515390066842547
pid = 321, p = (-0.21738301091221235, 0.7563422559660643, 100.89810056211316, 100.90237720671547), Parent_PIDs = (313, 90), theta = 0.0077994125390825194, phi = 1.8506662952713218
pid = -211, p = (0.08426647319630923, -0.066995250056439, 6.176325458032138, 6.178840113684032), Parent_PIDs = (313, 90), theta = 0.01742820340084447, phi = 5.611475839760266
pid = 22, p = (0.03316733796668245, 0.13374207459740767, 10.542769131136934, 10.543669568384589), Parent_PIDs = (111, 90), theta = 0.013069197501327163, phi = 1.327705806898714
pid = 22, p = (0.2560203372962713, 0.20875594120928673, 25.044665265206557, 25.046843787238814), Parent_PIDs = (111, 90), theta = 0.013189326533014259, phi = 0.6840537644843261

pid = -11, p = (1.3848991032180513, -2.9951934780757346, 44.112119715237, 44.235373125245864), Parent_PIDs = (-11, 90), theta = 0.07466731050021402, phi = 5.1454852130068165
pid = 13, p = (0.10438002813426966, 0.7619922744274604, 102.18969203886988, 102.19264088206756), Parent_PIDs = (13, 13), theta = 0.007526137507090524, phi = 1.4346605544525717
pid = -13, p = (-0.03938135615881655, 1.0570517169975462, 175.75828720189745, 175.76150202306505), Parent_PIDs = (-13, -13), theta = 0.006018335187394893, phi = 1.6080349502882127
pid = 22, p = (0.0017041373577109515, -0.00329948411665171, 0.03942149838521675, 0.039596025236198006), Parent_PIDs = (22, 22), theta = 0.09392473459396629, phi = 5.1891382382510844
pid = 2112, p = (-0.1413691594409745, -0.2604480837649321, 0.5619217673501584, 1.1341808943460843), Parent_PIDs = (2212, 90), theta = 0.4853046135303971, phi = 4.215096511989586
pid = 211, p = (-0.8030293912974893, -0.4109161301792986, 5.341957165901955, 5.419381368436843), Parent_PIDs = (2, -2), theta = 0.16728468321733053, phi = 3.6145623043668893
pid = -321, p = (-0.6632744993598296, 0.8189681629953185, 132.59201874774294, 132.59712590195056), Parent_PIDs = (2, -2), theta = 0.007948048368768085, phi = 2.2515390066842547
pid = 321, p = (-0.21738301091221235, 0.7563422559660643, 100.89810056211316, 100.90237720671547), Parent_PIDs = (313, 90), theta = 0.0077994125390825194, phi = 1.8506662952713218
pid = -211, p = (0.08426647319630923, -0.066995250056439, 6.176325458032138, 6.178840113684032), Parent_PIDs = (313, 90), theta = 0.01742820340084447, phi = 5.611475839760266
pid = 22, p = (0.03316733796668245, 0.13374207459740767, 10.542769131136934, 10.543669568384589), Parent_PIDs = (111, 90), theta = 0.013069197501327163, phi = 1.327705806898714
pid = 22, p = (0.2560203372962713, 0.20875594120928673, 25.044665265206557, 25.046843787238814), Parent_PIDs = (111, 90), theta = 0.013189326533014259, phi = 0.6840537644843261

pid = -11, p = (0.203709926127286, 5.474661406611652, 517.0264965603351, 517.055520772157), Parent_PIDs = (-11, -11), theta = 0.010595675644325883, phi = 1.5336038918219874
pid = 2112, p = (0.1331990145517866, -0.5511783898762803, 2.899618854629124, 3.100342058864617), Parent_PIDs = (4, 2101), theta = 0.1931210961408045, phi = 4.949505094212268
pid = 130, p = (0.7291916962674272, 0.7811582533405619, 8.976668834210447, 9.053735572560786), Parent_PIDs = (311, 311), theta = 0.11848552261022453, phi = 0.8197915600786242
pid = 211, p = (-0.27510330208031086, -0.30297670706717716, 7.43607770622916, 7.448638006361908), Parent_PIDs = (213, 90), theta = 0.054978819194808966, phi = 3.9751707119410953
pid = 22, p = (-0.15847860883623566, 0.15162588048335113, 0.9371377120706799, 0.9624619309230305), Parent_PIDs = (111, 90), theta = 0.22990485037473263, phi = 2.378289021092942
pid = 22, p = (0.014053628308224417, -0.010679597988055463, 0.17387324657726638, 0.17476688518461117), Parent_PIDs = (111, 90), theta = 0.1011699690727546, phi = 5.633367159065452
pid = 11, p = (0.0654877563337252, -0.2901996510422114, 2.4753981789043538, 2.493210959573746), Parent_PIDs = (-431, 90), theta = 0.11960783180503956, phi = 4.934335804077172
pid = -12, p = (-0.15027826290337448, -0.5991160984141615, 1.5107951149503935, 1.6321842834184623), Parent_PIDs = (-431, 90), theta = 0.3881052000406544, phi = 4.4666261968894325
pid = 22, p = (0.1097281741827365, -0.03489290684503364, 1.9575394459971145, 1.9609228617649048), Parent_PIDs = (423, 90), theta = 0.058752302623386675, phi = 5.975303038802509
pid = 211, p = (-0.010673718222208306, -0.9967834590620342, 14.329036860656526, 14.36434712513847), Parent_PIDs = (223, 90), theta = 0.06945596803889449, phi = 4.701681228177398
pid = -211, p = (0.24530489673757153, -0.6994342230315982, 12.788178333164542, 12.810400758384976), Parent_PIDs = (223, 90), theta = 0.05789528599589352, phi = 5.0497042230644045
pid = 22, p = (-0.028394473166538477, 0.026522300335637714, 0.01622699538986743, 0.04210693411876228), Parent_PIDs = (111, 90), theta = 1.1751812315828865, phi = 2.3902723854418166
pid = 22, p = (0.015874824759303147, 0.10100001016350635, 0.4180462039492975, 0.4303668676264286), Parent_PIDs = (111, 90), theta = 0.23985799985584821, phi = 1.4148953257150922
pid = 22, p = (-0.04729622192441154, 0.004492467222617112, 0.40095675581462076, 0.4037616065247599), Parent_PIDs = (111, 90), theta = 0.11793944971944144, phi = 3.046891027839208
pid = 22, p = (-0.3358228919716213, 0.361041515024616, 2.468113306224014, 2.5168852343131363), Parent_PIDs = (111, 90), theta = 0.19718417962028592, phi = 2.3200215669055666
pid = 22, p = (0.03802736969010092, -0.0007181394040928768, 0.3636003023160442, 0.36558415777228387), Parent_PIDs = (111, 90), theta = 0.10422524282907634, phi = 6.264302748201668
pid = 22, p = (0.04540214488111585, 0.18899373411416, 0.7344619549378975, 0.7597462402311826), Parent_PIDs = (111, 90), theta = 0.25871279979026146, phi = 1.335032982780841
