Energy,Cross_section_pb,Total_events,pid,momentum,parent_pids,theta,phi
3571.674683,11.15572883474363,999992.0,,,,,
,,,-11,"(-18.886341254747038, 16.056128614618153, 2025.2748109439356, 2025.4265113788588)","(-11, 90)",0.012239195621003026,2.4370144145206445
,,,22,"(-0.000613944632555148, 0.00047171790247916597, 0.06258769023740537, 0.06259247890158028)","(22, 22)",0.012369834285824123,2.4864572207102444
,,,-321,"(2.6800565058134427, -1.4958603705888744, 112.86390115192005, 112.90670575433252)","(4, 2101)",0.027187564942597574,5.774110185709916
,,,211,"(0.8412600607734608, -0.3247237955113276, 33.652310948394565, 33.664679947766615)","(4, 2101)",0.026789849444118025,5.914808525051535
,,,-211,"(-0.6891161096437821, -0.24085017233781764, 11.26346178511632, 11.287955571659621)","(4, 2101)",0.06472020002253373,3.4778272609286387
,,,-211,"(0.6281103841787828, -0.3110448012268481, 6.760606566683649, 6.798275697371323)","(4, 2101)",0.10330618389886077,5.823379262891508
,,,130,"(0.9381024276094067, -1.6224621165077073, 127.12143406864644, 127.13622235565094)","(-311, -311)",0.014741882418244883,5.236622432321834
,,,211,"(0.45164060077389906, -0.6850447403422331, 96.04673106623852, 96.05033729156699)","(113, 90)",0.008542796010260222,5.2952646685736715
,,,-211,"(0.5969075862110459, -0.07353158747656866, 41.967246940024076, 41.9717881566975)","(113, 90)",0.014329709458177497,6.160615267877779
,,,130,"(1.355518723341552, -0.4485354331830954, 67.7318951009937, 67.74877006063109)","(311, 311)",0.02107706175259425,5.963630147414596
,,,-211,"(-0.02546249593580116, 0.15860393547450363, 9.290570149579578, 9.29300688884962)","(-323, 90)",0.01728837071415406,1.729979418720464
,,,321,"(0.749260523603855, -0.603158635377442, 32.362552731326254, 32.380607327564654)","(313, 90)",0.029712914499956458,5.605399842167325
,,,-211,"(0.2637788612816851, -0.09898862775130465, 25.247631140075132, 25.249588828459654)","(313, 90)",0.011158646310397,5.924176834099999
,,,130,"(-0.9815440697934965, -1.5651379870304276, 18.503775703717302, 18.602430397261845)","(-311, -311)",0.09951220707437652,4.152259865783224
,,,2212,"(-0.27609448117220836, -0.1256682776127516, 18.01787134722932, 18.044834694636002)","(2224, 90)",0.016834421828108393,3.5687326849434573
,,,211,"(0.06794243898034366, -0.13860405340232793, 0.25717102228919386, 0.33082318274181133)","(2224, 90)",0.5405858678209499,5.16815852220477
,,,22,"(0.5154647625161162, -0.1927780650674419, 8.231381154792324, 8.24975775518513)","(111, 90)",0.06675866379931224,5.925301433918887
,,,22,"(0.1163051085850191, 0.008791650520047448, 2.3877482235186167, 2.3905952711235234)","(111, 90)",0.04880928492481249,0.07544778147366418
,,,321,"(0.6479977688882088, -0.9656050007244282, 42.50359532165229, 42.52236622455399)","(-421, 90)",0.027352787055387653,5.303440437555581
,,,-211,"(1.4137480778289264, 0.06867928398108197, 46.033936237187476, 46.055902615690364)","(-421, 90)",0.03073753035620279,0.04854141575266425
,,,22,"(0.017128997086701805, 0.013121689773609032, 0.1723176385841455, 0.1736633232750298)","(111, 90)",0.12456999243211582,0.6536950183027747
,,,22,"(0.337500683417608, 0.20722862512555418, 12.261065797956839, 12.267460410215538)","(111, 90)",0.03228967250810702,0.5506569673936014
,,,22,"(0.3388101769026613, 0.04747586404054933, 23.707175207658914, 23.709643662870103)","(111, 90)",0.014430084630097512,0.13921879121096686
,,,22,"(0.08555161167667424, -0.03216454500379254, 3.566054496347103, 3.5672255755885622)","(111, 90)",0.025624460739697333,5.923567512678396
,,,22,"(-0.09738026836879825, -0.019659987594336355, 2.5408891398787325, 2.5428305198997205)","(111, 90)",0.0390786185673554,3.3408037262690207
,,,22,"(-0.5806685879124626, 0.21002763373056438, 17.059282529959138, 17.07045424272266)","(111, 90)",0.03618062189558389,2.79453322779016
,,,2112,"(-0.5686058901987979, -1.4432535897714505, 22.83241836929678, 22.90433177279481)","(3112, 90)",0.06783526461258477,4.337087300879757
,,,-211,"(-0.34362838449207167, -0.22664738443754506, 5.505113101611299, 5.522245879163059)","(3112, 90)",0.07463567150234741,3.724666908262261
,,,-2112,"(-1.5369312642566346, 0.15897595859538713, 43.70247891227231, 43.73987752530826)","(-3112, 90)",0.03534097174262767,3.0385219444237155
,,,211,"(0.0011988424387204821, 0.0005409229452199675, 4.565959505848308, 4.5680923506171975)","(-3112, 90)",0.0002880504070736033,0.4238550282586332
,,,211,"(0.21817345176144037, -0.19444352662597614, 5.300990798043217, 5.310874802322033)","(223, 90)",0.055074765591729954,5.555234645968301
,,,-211,"(0.16858512114723884, -0.47901836541091836, 11.074869864232419, 11.087384805807748)","(223, 90)",0.04582112164082126,5.050789919395801
,,,211,"(1.5827116800924068, -1.3887579836439885, 162.5772866107429, 162.59098138118233)","(310, 90)",0.012950762123333213,5.562966660394414
,,,-211,"(1.1627968130234192, -1.4970782514805487, 135.2115055323653, 135.22486475435343)","(310, 90)",0.014018677324898633,5.372766982276325
,,,211,"(0.824489613931531, -0.18120449099236957, 28.303370289139117, 28.31630038864645)","(310, 90)",0.0298168369208051,6.066846980099386
,,,-211,"(1.916072956880539, -0.779761699521159, 87.20459972541747, 87.22924427586946)","(310, 90)",0.02371749249584775,5.896694867477172
,,,22,"(-0.007120467265770157, -0.004445781786522003, 0.05410542616354201, 0.05475274577694508)","(111, 90)",0.1539218355128607,3.699736345393569
,,,22,"(0.272301893389717, 0.21197226250839496, 9.066735565477407, 9.073300081861582)","(111, 90)",0.038041700020558164,0.6614592571042804
,,,-13,"(0.11243965793442606, -0.16783225784058892, 15.379370613564317, 15.381060264117485)","(411, 90)",0.013134743195109067,5.302663013899363
,,,14,"(0.5558431301194113, -0.12048561282150505, 9.794878701796735, 9.811377433933993)","(411, 90)",0.05800109194899267,6.069725703984306
,,,22,"(0.07288600330647765, -0.08368781785838246, 5.00292946427423, 5.004160193762696)","(111, 90)",0.02217887945211977,5.42890764394827
,,,22,"(0.23835961377153994, -0.030190023581578525, 7.14095686311544, 7.1449976671708315)","(111, 90)",0.033633209899472445,6.157198684927395
,,,22,"(-0.005801752401205021, 0.11604905467902302, 3.81555512188884, 3.8173239228018074)","(111, 90)",0.03044330079407868,1.6207487027651695
,,,22,"(0.004859892033859768, 0.004462716216339549, 0.007412109157382413, 0.009923394014615625)","(111, 90)",0.7273592040520275,0.7428204030697313
,,,22,"(0.21599849497656431, -0.36168590661854755, 35.79321674740502, 35.79569579113661)","(111, 90)",0.011769125501076966,5.250746444258263
,,,22,"(-0.008999310767497923, -0.11326263668650921, 10.727406872935529, 10.728008558440285)","(111, 90)",0.010591128724922514,4.6331003068673375
,,,22,"(0.04210601909087707, -0.04563469906036364, 0.7321926098790392, 0.7348206996019443)","(111, 90)",0.08460069365941578,5.457591674242332
,,,22,"(-0.008588875883344949, -0.08142041231388239, 4.535937483311476, 4.536676305935918)","(111, 90)",0.018047709354303495,4.607289675714922
,,,130,"(4.582988674104743, -1.1199012929205203, 176.52900746276657, 176.59274066505233)","(311, 311)",0.026719189021279413,6.043521434016886
,,,,,,,
,,,-11,"(-18.886341254747038, 16.056128614618153, 2025.2748109439356, 2025.4265113788588)","(-11, 90)",0.012239195621003026,2.4370144145206445
,,,22,"(-0.000613944632555148, 0.00047171790247916597, 0.06258769023740537, 0.06259247890158028)","(22, 22)",0.012369834285824123,2.4864572207102444
,,,-321,"(2.6800565058134427, -1.4958603705888744, 112.86390115192005, 112.90670575433252)","(4, 2101)",0.027187564942597574,5.774110185709916
,,,211,"(0.8412600607734608, -0.3247237955113276, 33.652310948394565, 33.664679947766615)","(4, 2101)",0.026789849444118025,5.914808525051535
,,,-211,"(-0.6891161096437821, -0.24085017233781764, 11.26346178511632, 11.287955571659621)","(4, 2101)",0.06472020002253373,3.4778272609286387
,,,-211,"(0.6281103841787828, -0.3110448012268481, 6.760606566683649, 6.798275697371323)","(4, 2101)",0.10330618389886077,5.823379262891508
,,,130,"(0.9381024276094067, -1.6224621165077073, 127.12143406864644, 127.13622235565094)","(-311, -311)",0.014741882418244883,5.236622432321834
,,,211,"(0.45164060077389906, -0.6850447403422331, 96.04673106623852, 96.05033729156699)","(113, 90)",0.008542796010260222,5.2952646685736715
,,,-211,"(0.5969075862110459, -0.07353158747656866, 41.967246940024076, 41.9717881566975)","(113, 90)",0.014329709458177497,6.160615267877779
,,,130,"(1.355518723341552, -0.4485354331830954, 67.7318951009937, 67.74877006063109)","(311, 311)",0.02107706175259425,5.963630147414596
,,,-211,"(-0.02546249593580116, 0.15860393547450363, 9.290570149579578, 9.29300688884962)","(-323, 90)",0.01728837071415406,1.729979418720464
,,,321,"(0.749260523603855, -0.603158635377442, 32.362552731326254, 32.380607327564654)","(313, 90)",0.029712914499956458,5.605399842167325
,,,-211,"(0.2637788612816851, -0.09898862775130465, 25.247631140075132, 25.249588828459654)","(313, 90)",0.011158646310397,5.924176834099999
,,,130,"(-0.9815440697934965, -1.5651379870304276, 18.503775703717302, 18.602430397261845)","(-311, -311)",0.09951220707437652,4.152259865783224
,,,2212,"(-0.27609448117220836, -0.1256682776127516, 18.01787134722932, 18.044834694636002)","(2224, 90)",0.016834421828108393,3.5687326849434573
,,,211,"(0.06794243898034366, -0.13860405340232793, 0.25717102228919386, 0.33082318274181133)","(2224, 90)",0.5405858678209499,5.16815852220477
,,,22,"(0.5154647625161162, -0.1927780650674419, 8.231381154792324, 8.24975775518513)","(111, 90)",0.06675866379931224,5.925301433918887
,,,22,"(0.1163051085850191, 0.008791650520047448, 2.3877482235186167, 2.3905952711235234)","(111, 90)",0.04880928492481249,0.07544778147366418
