Events for energy 1790.077754 GeV:
Cross section pb: 5.64919546984251
Total number of events: 999944

pid = -11, p = (-0.442234214668431, 3.1956590143176697, 970.2448812138913, 970.2502446944579), Parent_PIDs = (-11, 90), theta = 0.003325038418786574, phi = 1.7083088671011477
pid = 22, p = (-0.0626573381238497, 0.07635600937778783, 0.016040303793555703, 0.10006734499654298), Parent_PIDs = (111, 90), theta = 1.4098067281615658, phi = 2.257969481487039
pid = 22, p = (-0.038825277543574274, -0.059237486963408456, 0.005652376576689819, 0.07105231452275504), Parent_PIDs = (111, 90), theta = 1.4911598565474289, phi = 4.132214841931178
pid = 22, p = (0.2204470776085472, 0.052519884485464685, 6.513636619194069, 6.517577560658445), Parent_PIDs = (111, 90), theta = 0.034777132648216476, phi = 0.23388263054464065
pid = 22, p = (-0.0015971642078165121, 0.011372821594748166, 2.326931318548738, 2.3269596587065076), Parent_PIDs = (111, 90), theta = 0.004935397574393167, phi = 1.7103207783070804
pid = 22, p = (0.31393728032391827, 0.34607162521072327, 2.27046096961521, 2.3180412421480368), Parent_PIDs = (111, 90), theta = 0.20296144945940567, phi = 0.83404749103609
pid = 22, p = (0.39030812757908956, 0.26896076512746075, 2.740922463644407, 2.781606780143947), Parent_PIDs = (111, 90), theta = 0.17124243965919567, phi = 0.603372024401634
pid = 211, p = (0.0741896632506262, 0.29212174966922044, 2.5583420793588205, 2.579812629374673), Parent_PIDs = (310, 90), theta = 0.11726837057177339, phi = 1.3220862973719456
pid = -211, p = (0.16580506285186394, 0.5535937107010184, 11.042566136224705, 11.058557951794244), Parent_PIDs = (310, 90), theta = 0.052285283595503974, phi = 1.2797921005186252
pid = -211, p = (0.640030374077878, 1.3045126366415014, 28.846706507627825, 28.883617298063925), Parent_PIDs = (-411, 90), theta = 0.05032934722568672, phi = 1.1146744204957886
pid = 22, p = (0.028733258978440535, 0.10776331658435148, 3.3881744187534952, 3.3900095021206607), Parent_PIDs = (111, 90), theta = 0.03290501040863228, phi = 1.3102253444281162
pid = 22, p = (0.052950044343896226, 0.06357825597388403, 0.7152241205025349, 0.7199940585708511), Parent_PIDs = (111, 90), theta = 0.11517201603347199, phi = 0.8763536370426565
pid = 16, p = (0.14164508890374608, 0.12503742461507972, 4.601928359737534, 4.605805284303877), Parent_PIDs = (431, 90), theta = 0.04103329145942678, phi = 0.7232034408618403
pid = -211, p = (0.16041184461631372, 0.5907962561206077, 7.333244171171066, 7.360076224812741), Parent_PIDs = (20313, 90), theta = 0.08328785580686865, phi = 1.3056701344665775
pid = -16, p = (0.07177265191175243, 0.029121686285999718, 0.3083982523803644, 0.31797620704362234), Parent_PIDs = (-15, 90), theta = 0.24606524780584935, phi = 0.38545262016513315
pid = -13, p = (0.837508555839543, -0.5577101285373213, 16.92467535699875, 16.954889004177474), Parent_PIDs = (-15, 90), theta = 0.059382426532165695, phi = 5.69570275711028
pid = 14, p = (-0.5417765691322953, 0.12574274588363288, 18.67177837307372, 18.680059975872314), Parent_PIDs = (-15, 90), theta = 0.029778245738383276, phi = 2.913536989170887
pid = 211, p = (-0.06326157569430922, 0.07415315955575946, 8.88099110210243, 8.882622555222863), Parent_PIDs = (323, 90), theta = 0.01097486893492567, phi = 2.277099176787914
pid = 130, p = (-0.0728410777529729, 0.7123275665738157, 11.582193030525945, 11.61496997383863), Parent_PIDs = (311, 311), theta = 0.061744093127791624, phi = 1.6726999602834354

pid = -11, p = (-4.089149843985373, -4.591462168206391, 1422.4472684433686, 1422.4605562804022), Parent_PIDs = (-11, 90), theta = 0.00432237422413415, phi = 3.9847923622313797
pid = 22, p = (-0.02156731293089853, -0.011392472143487237, 1.928884998908725, 1.9290392107014598), Parent_PIDs = (22, 22), theta = 0.012644630889206029, phi = 3.6275673085066678
pid = 22, p = (-0.0004271651531096624, -0.0002257128489748681, 0.0382034308478787, 0.038206485639310936), Parent_PIDs = (22, 22), theta = 0.012645620014078113, phi = 3.627699055650042
pid = 2212, p = (0.21799920776022036, -0.42138370312777973, 1.4947174148581774, 1.8274623451732526), Parent_PIDs = (2214, 90), theta = 0.3073493420545099, phi = 5.189813218085593
pid = -211, p = (0.7498450593324961, 0.6348352933406629, 10.590479295513289, 10.636870543363397), Parent_PIDs = (-213, 90), theta = 0.09250613361763418, phi = 0.7025296655477867
pid = 22, p = (0.45886354725511347, 0.0602666386957009, 24.142185958482763, 24.146621516823036), Parent_PIDs = (111, 90), theta = 0.01916759421347889, phi = 0.13059143763218292
pid = 22, p = (0.3733592376302688, 0.09153995915142413, 14.862460837589975, 14.867431480701063), Parent_PIDs = (111, 90), theta = 0.025859219744767386, phi = 0.24043641934530488
pid = 22, p = (-0.00570275773922968, 0.12074016623886363, 1.8250603100153104, 1.8290587318023446), Parent_PIDs = (433, 90), theta = 0.06613397434620193, phi = 1.6179929056779514
pid = 22, p = (-0.0626573381238497, 0.07635600937778783, 0.016040303793555703, 0.10006734499654298), Parent_PIDs = (111, 90), theta = 1.4098067281615658, phi = 2.257969481487039
pid = 22, p = (-0.038825277543574274, -0.059237486963408456, 0.005652376576689819, 0.07105231452275504), Parent_PIDs = (111, 90), theta = 1.4911598565474289, phi = 4.132214841931178
pid = 22, p = (0.2204470776085472, 0.052519884485464685, 6.513636619194069, 6.517577560658445), Parent_PIDs = (111, 90), theta = 0.034777132648216476, phi = 0.23388263054464065
pid = 22, p = (-0.0015971642078165121, 0.011372821594748166, 2.326931318548738, 2.3269596587065076), Parent_PIDs = (111, 90), theta = 0.004935397574393167, phi = 1.7103207783070804
pid = 22, p = (0.31393728032391827, 0.34607162521072327, 2.27046096961521, 2.3180412421480368), Parent_PIDs = (111, 90), theta = 0.20296144945940567, phi = 0.83404749103609
pid = 22, p = (0.39030812757908956, 0.26896076512746075, 2.740922463644407, 2.781606780143947), Parent_PIDs = (111, 90), theta = 0.17124243965919567, phi = 0.603372024401634
pid = 211, p = (0.0741896632506262, 0.29212174966922044, 2.5583420793588205, 2.579812629374673), Parent_PIDs = (310, 90), theta = 0.11726837057177339, phi = 1.3220862973719456
pid = -211, p = (0.16580506285186394, 0.5535937107010184, 11.042566136224705, 11.058557951794244), Parent_PIDs = (310, 90), theta = 0.052285283595503974, phi = 1.2797921005186252
pid = -211, p = (0.640030374077878, 1.3045126366415014, 28.846706507627825, 28.883617298063925), Parent_PIDs = (-411, 90), theta = 0.05032934722568672, phi = 1.1146744204957886
pid = 22, p = (0.028733258978440535, 0.10776331658435148, 3.3881744187534952, 3.3900095021206607), Parent_PIDs = (111, 90), theta = 0.03290501040863228, phi = 1.3102253444281162
pid = 22, p = (0.052950044343896226, 0.06357825597388403, 0.7152241205025349, 0.7199940585708511), Parent_PIDs = (111, 90), theta = 0.11517201603347199, phi = 0.8763536370426565
pid = 16, p = (0.14164508890374608, 0.12503742461507972, 4.601928359737534, 4.605805284303877), Parent_PIDs = (431, 90), theta = 0.04103329145942678, phi = 0.7232034408618403
pid = -211, p = (0.16041184461631372, 0.5907962561206077, 7.333244171171066, 7.360076224812741), Parent_PIDs = (20313, 90), theta = 0.08328785580686865, phi = 1.3056701344665775
pid = -16, p = (0.07177265191175243, 0.029121686285999718, 0.3083982523803644, 0.31797620704362234), Parent_PIDs = (-15, 90), theta = 0.24606524780584935, phi = 0.38545262016513315
pid = -13, p = (0.837508555839543, -0.5577101285373213, 16.92467535699875, 16.954889004177474), Parent_PIDs = (-15, 90), theta = 0.059382426532165695, phi = 5.69570275711028
pid = 14, p = (-0.5417765691322953, 0.12574274588363288, 18.67177837307372, 18.680059975872314), Parent_PIDs = (-15, 90), theta = 0.029778245738383276, phi = 2.913536989170887
pid = 211, p = (-0.06326157569430922, 0.07415315955575946, 8.88099110210243, 8.882622555222863), Parent_PIDs = (323, 90), theta = 0.01097486893492567, phi = 2.277099176787914
pid = 130, p = (-0.0728410777529729, 0.7123275665738157, 11.582193030525945, 11.61496997383863), Parent_PIDs = (311, 311), theta = 0.061744093127791624, phi = 1.6726999602834354

pid = -11, p = (-4.089149843985373, -4.591462168206391, 1422.4472684433686, 1422.4605562804022), Parent_PIDs = (-11, 90), theta = 0.00432237422413415, phi = 3.9847923622313797
pid = 22, p = (-0.02156731293089853, -0.011392472143487237, 1.928884998908725, 1.9290392107014598), Parent_PIDs = (22, 22), theta = 0.012644630889206029, phi = 3.6275673085066678
pid = 22, p = (-0.0004271651531096624, -0.0002257128489748681, 0.0382034308478787, 0.038206485639310936), Parent_PIDs = (22, 22), theta = 0.012645620014078113, phi = 3.627699055650042
pid = 2212, p = (0.21799920776022036, -0.42138370312777973, 1.4947174148581774, 1.8274623451732526), Parent_PIDs = (2214, 90), theta = 0.3073493420545099, phi = 5.189813218085593
pid = -211, p = (0.7498450593324961, 0.6348352933406629, 10.590479295513289, 10.636870543363397), Parent_PIDs = (-213, 90), theta = 0.09250613361763418, phi = 0.7025296655477867
pid = 22, p = (0.45886354725511347, 0.0602666386957009, 24.142185958482763, 24.146621516823036), Parent_PIDs = (111, 90), theta = 0.01916759421347889, phi = 0.13059143763218292
pid = 22, p = (0.3733592376302688, 0.09153995915142413, 14.862460837589975, 14.867431480701063), Parent_PIDs = (111, 90), theta = 0.025859219744767386, phi = 0.24043641934530488
pid = 22, p = (-0.00570275773922968, 0.12074016623886363, 1.8250603100153104, 1.8290587318023446), Parent_PIDs = (433, 90), theta = 0.06613397434620193, phi = 1.6179929056779514
pid = 22, p = (-0.0626573381238497, 0.07635600937778783, 0.016040303793555703, 0.10006734499654298), Parent_PIDs = (111, 90), theta = 1.4098067281615658, phi = 2.257969481487039
pid = 22, p = (-0.038825277543574274, -0.059237486963408456, 0.005652376576689819, 0.07105231452275504), Parent_PIDs = (111, 90), theta = 1.4911598565474289, phi = 4.132214841931178
pid = 22, p = (0.2204470776085472, 0.052519884485464685, 6.513636619194069, 6.517577560658445), Parent_PIDs = (111, 90), theta = 0.034777132648216476, phi = 0.23388263054464065
pid = 22, p = (-0.0015971642078165121, 0.011372821594748166, 2.326931318548738, 2.3269596587065076), Parent_PIDs = (111, 90), theta = 0.004935397574393167, phi = 1.7103207783070804
pid = 22, p = (0.31393728032391827, 0.34607162521072327, 2.27046096961521, 2.3180412421480368), Parent_PIDs = (111, 90), theta = 0.20296144945940567, phi = 0.83404749103609
pid = 22, p = (0.39030812757908956, 0.26896076512746075, 2.740922463644407, 2.781606780143947), Parent_PIDs = (111, 90), theta = 0.17124243965919567, phi = 0.603372024401634
pid = 211, p = (0.0741896632506262, 0.29212174966922044, 2.5583420793588205, 2.579812629374673), Parent_PIDs = (310, 90), theta = 0.11726837057177339, phi = 1.3220862973719456
pid = -211, p = (0.16580506285186394, 0.5535937107010184, 11.042566136224705, 11.058557951794244), Parent_PIDs = (310, 90), theta = 0.052285283595503974, phi = 1.2797921005186252
pid = -211, p = (0.640030374077878, 1.3045126366415014, 28.846706507627825, 28.883617298063925), Parent_PIDs = (-411, 90), theta = 0.05032934722568672, phi = 1.1146744204957886
pid = 22, p = (0.028733258978440535, 0.10776331658435148, 3.3881744187534952, 3.3900095021206607), Parent_PIDs = (111, 90), theta = 0.03290501040863228, phi = 1.3102253444281162
pid = 22, p = (0.052950044343896226, 0.06357825597388403, 0.7152241205025349, 0.7199940585708511), Parent_PIDs = (111, 90), theta = 0.11517201603347199, phi = 0.8763536370426565
pid = 16, p = (0.14164508890374608, 0.12503742461507972, 4.601928359737534, 4.605805284303877), Parent_PIDs = (431, 90), theta = 0.04103329145942678, phi = 0.7232034408618403
pid = -211, p = (0.16041184461631372, 0.5907962561206077, 7.333244171171066, 7.360076224812741), Parent_PIDs = (20313, 90), theta = 0.08328785580686865, phi = 1.3056701344665775
pid = -16, p = (0.07177265191175243, 0.029121686285999718, 0.3083982523803644, 0.31797620704362234), Parent_PIDs = (-15, 90), theta = 0.24606524780584935, phi = 0.38545262016513315
pid = -13, p = (0.837508555839543, -0.5577101285373213, 16.92467535699875, 16.954889004177474), Parent_PIDs = (-15, 90), theta = 0.059382426532165695, phi = 5.69570275711028
pid = 14, p = (-0.5417765691322953, 0.12574274588363288, 18.67177837307372, 18.680059975872314), Parent_PIDs = (-15, 90), theta = 0.029778245738383276, phi = 2.913536989170887
pid = 211, p = (-0.06326157569430922, 0.07415315955575946, 8.88099110210243, 8.882622555222863), Parent_PIDs = (323, 90), theta = 0.01097486893492567, phi = 2.277099176787914
pid = 130, p = (-0.0728410777529729, 0.7123275665738157, 11.582193030525945, 11.61496997383863), Parent_PIDs = (311, 311), theta = 0.061744093127791624, phi = 1.6726999602834354

pid = -11, p = (-4.089149843985373, -4.591462168206391, 1422.4472684433686, 1422.4605562804022), Parent_PIDs = (-11, 90), theta = 0.00432237422413415, phi = 3.9847923622313797
pid = 22, p = (-0.02156731293089853, -0.011392472143487237, 1.928884998908725, 1.9290392107014598), Parent_PIDs = (22, 22), theta = 0.012644630889206029, phi = 3.6275673085066678
pid = 22, p = (-0.0004271651531096624, -0.0002257128489748681, 0.0382034308478787, 0.038206485639310936), Parent_PIDs = (22, 22), theta = 0.012645620014078113, phi = 3.627699055650042
pid = 2212, p = (0.21799920776022036, -0.42138370312777973, 1.4947174148581774, 1.8274623451732526), Parent_PIDs = (2214, 90), theta = 0.3073493420545099, phi = 5.189813218085593
pid = -211, p = (0.7498450593324961, 0.6348352933406629, 10.590479295513289, 10.636870543363397), Parent_PIDs = (-213, 90), theta = 0.09250613361763418, phi = 0.7025296655477867
pid = 22, p = (0.45886354725511347, 0.0602666386957009, 24.142185958482763, 24.146621516823036), Parent_PIDs = (111, 90), theta = 0.01916759421347889, phi = 0.13059143763218292
pid = 22, p = (0.3733592376302688, 0.09153995915142413, 14.862460837589975, 14.867431480701063), Parent_PIDs = (111, 90), theta = 0.025859219744767386, phi = 0.24043641934530488
pid = 22, p = (-0.00570275773922968, 0.12074016623886363, 1.8250603100153104, 1.8290587318023446), Parent_PIDs = (433, 90), theta = 0.06613397434620193, phi = 1.6179929056779514
pid = 22, p = (-0.0626573381238497, 0.07635600937778783, 0.016040303793555703, 0.10006734499654298), Parent_PIDs = (111, 90), theta = 1.4098067281615658, phi = 2.257969481487039
pid = 22, p = (-0.038825277543574274, -0.059237486963408456, 0.005652376576689819, 0.07105231452275504), Parent_PIDs = (111, 90), theta = 1.4911598565474289, phi = 4.132214841931178
pid = 22, p = (0.2204470776085472, 0.052519884485464685, 6.513636619194069, 6.517577560658445), Parent_PIDs = (111, 90), theta = 0.034777132648216476, phi = 0.23388263054464065
pid = 22, p = (-0.0015971642078165121, 0.011372821594748166, 2.326931318548738, 2.3269596587065076), Parent_PIDs = (111, 90), theta = 0.004935397574393167, phi = 1.7103207783070804
pid = 22, p = (0.31393728032391827, 0.34607162521072327, 2.27046096961521, 2.3180412421480368), Parent_PIDs = (111, 90), theta = 0.20296144945940567, phi = 0.83404749103609
pid = 22, p = (0.39030812757908956, 0.26896076512746075, 2.740922463644407, 2.781606780143947), Parent_PIDs = (111, 90), theta = 0.17124243965919567, phi = 0.603372024401634
pid = 211, p = (0.0741896632506262, 0.29212174966922044, 2.5583420793588205, 2.579812629374673), Parent_PIDs = (310, 90), theta = 0.11726837057177339, phi = 1.3220862973719456
pid = -211, p = (0.16580506285186394, 0.5535937107010184, 11.042566136224705, 11.058557951794244), Parent_PIDs = (310, 90), theta = 0.052285283595503974, phi = 1.2797921005186252
pid = -211, p = (0.640030374077878, 1.3045126366415014, 28.846706507627825, 28.883617298063925), Parent_PIDs = (-411, 90), theta = 0.05032934722568672, phi = 1.1146744204957886
pid = 22, p = (0.028733258978440535, 0.10776331658435148, 3.3881744187534952, 3.3900095021206607), Parent_PIDs = (111, 90), theta = 0.03290501040863228, phi = 1.3102253444281162
pid = 22, p = (0.052950044343896226, 0.06357825597388403, 0.7152241205025349, 0.7199940585708511), Parent_PIDs = (111, 90), theta = 0.11517201603347199, phi = 0.8763536370426565
pid = 16, p = (0.14164508890374608, 0.12503742461507972, 4.601928359737534, 4.605805284303877), Parent_PIDs = (431, 90), theta = 0.04103329145942678, phi = 0.7232034408618403
pid = -211, p = (0.16041184461631372, 0.5907962561206077, 7.333244171171066, 7.360076224812741), Parent_PIDs = (20313, 90), theta = 0.08328785580686865, phi = 1.3056701344665775
pid = -16, p = (0.07177265191175243, 0.029121686285999718, 0.3083982523803644, 0.31797620704362234), Parent_PIDs = (-15, 90), theta = 0.24606524780584935, phi = 0.38545262016513315
pid = -13, p = (0.837508555839543, -0.5577101285373213, 16.92467535699875, 16.954889004177474), Parent_PIDs = (-15, 90), theta = 0.059382426532165695, phi = 5.69570275711028
pid = 14, p = (-0.5417765691322953, 0.12574274588363288, 18.67177837307372, 18.680059975872314), Parent_PIDs = (-15, 90), theta = 0.029778245738383276, phi = 2.913536989170887
pid = 211, p = (-0.06326157569430922, 0.07415315955575946, 8.88099110210243, 8.882622555222863), Parent_PIDs = (323, 90), theta = 0.01097486893492567, phi = 2.277099176787914
pid = 130, p = (-0.0728410777529729, 0.7123275665738157, 11.582193030525945, 11.61496997383863), Parent_PIDs = (311, 311), theta = 0.061744093127791624, phi = 1.6726999602834354

pid = -11, p = (-3.747337850195164, -5.039953734062356, 630.1890687520292, 630.2203630869253), Parent_PIDs = (-11, 90), theta = 0.009965599752708413, phi = 4.073043968744222
pid = 22, p = (-0.0017035757176895499, -0.0025823606702950175, 0.29042945268097614, 0.29044592911836226), Parent_PIDs = (22, 22), theta = 0.010651629705298928, phi = 4.129227029137594
pid = 2112, p = (0.7624929161219959, 0.698433413722692, 139.96992804438136, 139.97690078443208), Parent_PIDs = (3, 2103), theta = 0.007387334866852773, phi = 0.7415776826846247
pid = -321, p = (0.6273165249915545, 0.3489297302293919, 105.8706166651802, 105.87420115867272), Parent_PIDs = (3, 2103), theta = 0.006780140503846457, phi = 0.5076106413410758
pid = -321, p = (0.15781115976408505, -0.503955532965996, 8.098104488296878, 8.130306992182222), Parent_PIDs = (3, 2103), theta = 0.0651189451745413, phi = 5.015861364405831
pid = 211, p = (0.5336201157054258, 0.1535376491651226, 2.2462700326317466, 2.3180882386130275), Parent_PIDs = (3, 2103), theta = 0.2423380993013311, phi = 0.2801607499609761
pid = 211, p = (0.06895712154978807, 0.032461743890106615, -0.06372245971383078, 0.17131604186648663), Parent_PIDs = (3, 2103), theta = 2.2671529872101375, phi = 0.43997713479849754
pid = 2112, p = (-0.33141515219936823, 0.7997779642666752, 4.45915241681224, 4.638567974762924), Parent_PIDs = (1114, 90), theta = 0.19176020979901873, phi = 1.9636408349285506
pid = -211, p = (0.04008399928432295, 0.18403497148314454, 0.07152355786632442, 0.24509386356513116), Parent_PIDs = (1114, 90), theta = 1.2078781322464778, phi = 1.3563392892691006
pid = -2212, p = (0.6204426834071686, 1.0393069997277065, 187.66711990250587, 187.67336878539135), Parent_PIDs = (-3122, 90), theta = 0.006449716611128075, phi = 1.0326023664795598
pid = 211, p = (0.11730500189798587, 0.3516112493628458, 43.213325000309844, 43.2151400356571), Parent_PIDs = (-3122, 90), theta = 0.008577302044390065, phi = 1.2487866253268727
pid = 22, p = (-0.012296768411611411, -0.04185421921531783, 2.164022322028575, 2.1644619646502083), Parent_PIDs = (3212, 90), theta = 0.020155671169815148, phi = 4.4266299467455275
pid = 14, p = (0.05132443787405859, -0.012810552048527903, 2.916789175868063, 2.917268826253071), Parent_PIDs = (-3312, 90), theta = 0.0181340630585134, phi = 6.038583657099518
pid = -13, p = (-0.04489951882652718, 0.0561741485829171, 2.5177919864854372, 2.5210339197579534), Parent_PIDs = (-3312, 90), theta = 0.028554228848282837, phi = 2.2451051003703912
pid = 211, p = (0.9646106233188444, 1.0136052806278244, 250.3895221561766, 250.39347067106783), Parent_PIDs = (310, 90), theta = 0.005588190187063487, phi = 0.8101601941632129
pid = -211, p = (0.038184858124214335, 0.1590442102585548, 38.663517464558154, 38.66411534823085), Parent_PIDs = (310, 90), theta = 0.0042304197642233, phi = 1.3351666437214644
pid = 2212, p = (0.08784327754849422, 0.5902936521932053, 62.52479461583636, 62.53468202032095), Parent_PIDs = (3122, 90), theta = 0.009544626998130192, phi = 1.423067613047039
pid = -211, p = (0.0034759376775974392, 0.12156108441734514, 5.6901912579373946, 5.693201692913629), Parent_PIDs = (3122, 90), theta = 0.021368747349447947, phi = 1.5422099513161214
pid = -2212, p = (0.02574169705343376, -0.02157566510500803, 17.619733208649144, 17.644729441993874), Parent_PIDs = (-3122, 90), theta = 0.0019062614745853498, phi = 5.585605161595353
pid = 211, p = (0.038442511031392464, 0.07395996613988318, 5.015903263364766, 5.018536961663143), Parent_PIDs = (-3122, 90), theta = 0.01661643128380422, phi = 1.091454483960549

pid = -11, p = (-3.747337850195164, -5.039953734062356, 630.1890687520292, 630.2203630869253), Parent_PIDs = (-11, 90), theta = 0.009965599752708413, phi = 4.073043968744222
pid = 22, p = (-0.0017035757176895499, -0.0025823606702950175, 0.29042945268097614, 0.29044592911836226), Parent_PIDs = (22, 22), theta = 0.010651629705298928, phi = 4.129227029137594
pid = 2112, p = (0.7624929161219959, 0.698433413722692, 139.96992804438136, 139.97690078443208), Parent_PIDs = (3, 2103), theta = 0.007387334866852773, phi = 0.7415776826846247
pid = -321, p = (0.6273165249915545, 0.3489297302293919, 105.8706166651802, 105.87420115867272), Parent_PIDs = (3, 2103), theta = 0.006780140503846457, phi = 0.5076106413410758
pid = -321, p = (0.15781115976408505, -0.503955532965996, 8.098104488296878, 8.130306992182222), Parent_PIDs = (3, 2103), theta = 0.0651189451745413, phi = 5.015861364405831
pid = 211, p = (0.5336201157054258, 0.1535376491651226, 2.2462700326317466, 2.3180882386130275), Parent_PIDs = (3, 2103), theta = 0.2423380993013311, phi = 0.2801607499609761
pid = 211, p = (0.06895712154978807, 0.032461743890106615, -0.06372245971383078, 0.17131604186648663), Parent_PIDs = (3, 2103), theta = 2.2671529872101375, phi = 0.43997713479849754
pid = 2112, p = (-0.33141515219936823, 0.7997779642666752, 4.45915241681224, 4.638567974762924), Parent_PIDs = (1114, 90), theta = 0.19176020979901873, phi = 1.9636408349285506
pid = -211, p = (0.04008399928432295, 0.18403497148314454, 0.07152355786632442, 0.24509386356513116), Parent_PIDs = (1114, 90), theta = 1.2078781322464778, phi = 1.3563392892691006
pid = -2212, p = (0.6204426834071686, 1.0393069997277065, 187.66711990250587, 187.67336878539135), Parent_PIDs = (-3122, 90), theta = 0.006449716611128075, phi = 1.0326023664795598
pid = 211, p = (0.11730500189798587, 0.3516112493628458, 43.213325000309844, 43.2151400356571), Parent_PIDs = (-3122, 90), theta = 0.008577302044390065, phi = 1.2487866253268727
pid = 22, p = (-0.012296768411611411, -0.04185421921531783, 2.164022322028575, 2.1644619646502083), Parent_PIDs = (3212, 90), theta = 0.020155671169815148, phi = 4.4266299467455275
pid = 14, p = (0.05132443787405859, -0.012810552048527903, 2.916789175868063, 2.917268826253071), Parent_PIDs = (-3312, 90), theta = 0.0181340630585134, phi = 6.038583657099518
pid = -13, p = (-0.04489951882652718, 0.0561741485829171, 2.5177919864854372, 2.5210339197579534), Parent_PIDs = (-3312, 90), theta = 0.028554228848282837, phi = 2.2451051003703912
pid = 211, p = (0.9646106233188444, 1.0136052806278244, 250.3895221561766, 250.39347067106783), Parent_PIDs = (310, 90), theta = 0.005588190187063487, phi = 0.8101601941632129
pid = -211, p = (0.038184858124214335, 0.1590442102585548, 38.663517464558154, 38.66411534823085), Parent_PIDs = (310, 90), theta = 0.0042304197642233, phi = 1.3351666437214644
pid = 2212, p = (0.08784327754849422, 0.5902936521932053, 62.52479461583636, 62.53468202032095), Parent_PIDs = (3122, 90), theta = 0.009544626998130192, phi = 1.423067613047039
pid = -211, p = (0.0034759376775974392, 0.12156108441734514, 5.6901912579373946, 5.693201692913629), Parent_PIDs = (3122, 90), theta = 0.021368747349447947, phi = 1.5422099513161214
pid = -2212, p = (0.02574169705343376, -0.02157566510500803, 17.619733208649144, 17.644729441993874), Parent_PIDs = (-3122, 90), theta = 0.0019062614745853498, phi = 5.585605161595353
pid = 211, p = (0.038442511031392464, 0.07395996613988318, 5.015903263364766, 5.018536961663143), Parent_PIDs = (-3122, 90), theta = 0.01661643128380422, phi = 1.091454483960549

pid = -11, p = (-3.747337850195164, -5.039953734062356, 630.1890687520292, 630.2203630869253), Parent_PIDs = (-11, 90), theta = 0.009965599752708413, phi = 4.073043968744222
pid = 22, p = (-0.0017035757176895499, -0.0025823606702950175, 0.29042945268097614, 0.29044592911836226), Parent_PIDs = (22, 22), theta = 0.010651629705298928, phi = 4.129227029137594
pid = 2112, p = (0.7624929161219959, 0.698433413722692, 139.96992804438136, 139.97690078443208), Parent_PIDs = (3, 2103), theta = 0.007387334866852773, phi = 0.7415776826846247
pid = -321, p = (0.6273165249915545, 0.3489297302293919, 105.8706166651802, 105.87420115867272), Parent_PIDs = (3, 2103), theta = 0.006780140503846457, phi = 0.5076106413410758
pid = -321, p = (0.15781115976408505, -0.503955532965996, 8.098104488296878, 8.130306992182222), Parent_PIDs = (3, 2103), theta = 0.0651189451745413, phi = 5.015861364405831
pid = 211, p = (0.5336201157054258, 0.1535376491651226, 2.2462700326317466, 2.3180882386130275), Parent_PIDs = (3, 2103), theta = 0.2423380993013311, phi = 0.2801607499609761
pid = 211, p = (0.06895712154978807, 0.032461743890106615, -0.06372245971383078, 0.17131604186648663), Parent_PIDs = (3, 2103), theta = 2.2671529872101375, phi = 0.43997713479849754
pid = 2112, p = (-0.33141515219936823, 0.7997779642666752, 4.45915241681224, 4.638567974762924), Parent_PIDs = (1114, 90), theta = 0.19176020979901873, phi = 1.9636408349285506
pid = -211, p = (0.04008399928432295, 0.18403497148314454, 0.07152355786632442, 0.24509386356513116), Parent_PIDs = (1114, 90), theta = 1.2078781322464778, phi = 1.3563392892691006
pid = -2212, p = (0.6204426834071686, 1.0393069997277065, 187.66711990250587, 187.67336878539135), Parent_PIDs = (-3122, 90), theta = 0.006449716611128075, phi = 1.0326023664795598
pid = 211, p = (0.11730500189798587, 0.3516112493628458, 43.213325000309844, 43.2151400356571), Parent_PIDs = (-3122, 90), theta = 0.008577302044390065, phi = 1.2487866253268727
pid = 22, p = (-0.012296768411611411, -0.04185421921531783, 2.164022322028575, 2.1644619646502083), Parent_PIDs = (3212, 90), theta = 0.020155671169815148, phi = 4.4266299467455275
pid = 14, p = (0.05132443787405859, -0.012810552048527903, 2.916789175868063, 2.917268826253071), Parent_PIDs = (-3312, 90), theta = 0.0181340630585134, phi = 6.038583657099518
pid = -13, p = (-0.04489951882652718, 0.0561741485829171, 2.5177919864854372, 2.5210339197579534), Parent_PIDs = (-3312, 90), theta = 0.028554228848282837, phi = 2.2451051003703912
pid = 211, p = (0.9646106233188444, 1.0136052806278244, 250.3895221561766, 250.39347067106783), Parent_PIDs = (310, 90), theta = 0.005588190187063487, phi = 0.8101601941632129
pid = -211, p = (0.038184858124214335, 0.1590442102585548, 38.663517464558154, 38.66411534823085), Parent_PIDs = (310, 90), theta = 0.0042304197642233, phi = 1.3351666437214644
pid = 2212, p = (0.08784327754849422, 0.5902936521932053, 62.52479461583636, 62.53468202032095), Parent_PIDs = (3122, 90), theta = 0.009544626998130192, phi = 1.423067613047039
pid = -211, p = (0.0034759376775974392, 0.12156108441734514, 5.6901912579373946, 5.693201692913629), Parent_PIDs = (3122, 90), theta = 0.021368747349447947, phi = 1.5422099513161214
pid = -2212, p = (0.02574169705343376, -0.02157566510500803, 17.619733208649144, 17.644729441993874), Parent_PIDs = (-3122, 90), theta = 0.0019062614745853498, phi = 5.585605161595353
pid = 211, p = (0.038442511031392464, 0.07395996613988318, 5.015903263364766, 5.018536961663143), Parent_PIDs = (-3122, 90), theta = 0.01661643128380422, phi = 1.091454483960549

