Events for energy 357.167468 GeV:
Cross section pb: 1.0876039138116915
Total number of events: 999592

pid = -11, p = (1.1075923671305448, 1.5092635960745158, 168.1295426858584, 168.13996479561658), Parent_PIDs = (-11, 90), theta = 0.011134214152920185, phi = 0.9377032901989669
pid = 22, p = (3.6261408129485825e-05, 0.0012779918184105215, 0.05733074161525425, 0.057344995528229754), Parent_PIDs = (22, 22), theta = 0.022296838282855443, phi = 1.5424301969615726
pid = 22, p = (-0.00019205907334209679, 0.00967440186976906, 0.7959417409484948, 0.7960005564836914), Parent_PIDs = (22, 22), theta = 0.012156456852265535, phi = 1.5906460137173029
pid = 2112, p = (0.3866048547433293, -0.26808168241577157, 1.9411858803580484, 2.2073344805804656), Parent_PIDs = (1, 2101), theta = 0.23777164255462993, phi = 5.676885369871775
pid = 2112, p = (-0.7980212556125281, -0.38578200900241755, 24.554508196912323, 24.58845929008188), Parent_PIDs = (2114, 90), theta = 0.03608270738390078, phi = 3.591891116002894
pid = -321, p = (0.04706515143659962, -0.08797060044737803, 4.847203422879682, 4.873300208298204), Parent_PIDs = (-313, 90), theta = 0.020579995319139614, phi = 5.203650765408294
pid = 211, p = (-0.3962107187717713, -0.3817114416549331, 3.7009976724252347, 3.744268969312559), Parent_PIDs = (-313, 90), theta = 0.1475736940868105, phi = 3.9083545070525707
pid = 211, p = (-0.26432369285942425, -0.2995543265290146, 3.0623735094569415, 3.09147393737562), Parent_PIDs = (223, 90), theta = 0.12972161746239796, phi = 3.989388883371775
pid = -211, p = (0.05368866743978815, 0.10346951209792224, 0.7491085404277532, 0.7708643221650879), Parent_PIDs = (223, 90), theta = 0.15437267426590695, phi = 1.092155951873241
pid = 22, p = (-0.021948641478855006, -0.12882225027175834, 1.8071349403302879, 1.8118536385675303), Parent_PIDs = (111, 90), theta = 0.07218697509071713, phi = 4.5436302254760985
pid = 22, p = (0.04554005797702317, -0.06944668468996949, 0.4088497135845545, 0.4171987861836979), Parent_PIDs = (111, 90), theta = 0.2003962252732114, phi = 5.292799738079671
pid = 14, p = (-0.015377362690308132, 0.0066392212183438, 0.007243283478498896, 0.018248498492897537), Parent_PIDs = (-3122, 90), theta = 1.1626322408598604, phi = 2.734016155986175
pid = -13, p = (0.04503657207476451, -0.02146563508035726, 0.61765989373516, 0.6286150222851644), Parent_PIDs = (-3122, 90), theta = 0.0805985063621585, phi = 5.838410523976913
pid = -2212, p = (0.09249171214890536, -0.12374142021955904, 5.483607107205151, 5.565443751848099), Parent_PIDs = (-3122, 90), theta = 0.028165313793468504, phi = 5.354262248022775
pid = 22, p = (-0.06263312228130839, 0.01872825419801, 0.9634226133652263, 0.9656380209247629), Parent_PIDs = (111, 90), theta = 0.06775131082483286, phi = 2.851039610392599
pid = 22, p = (-0.12595209180374933, 0.001789511109389911, 0.4708619209115975, 0.48741981940039153), Parent_PIDs = (111, 90), theta = 0.2613985513686063, phi = 3.1273857381987322
pid = 22, p = (-0.0005897401692726133, -0.028357553228419576, 0.21339626912829834, 0.21527300410512934), Parent_PIDs = (111, 90), theta = 0.1321410349857755, phi = 4.691595396180305
pid = 22, p = (-0.09280695961853556, 0.14409111515321113, 1.7401971021619138, 1.748616977954994), Parent_PIDs = (111, 90), theta = 0.09817364493591013, phi = 2.1430022954766006

pid = -11, p = (1.1075923671305448, 1.5092635960745158, 168.1295426858584, 168.13996479561658), Parent_PIDs = (-11, 90), theta = 0.011134214152920185, phi = 0.9377032901989669
pid = 22, p = (3.6261408129485825e-05, 0.0012779918184105215, 0.05733074161525425, 0.057344995528229754), Parent_PIDs = (22, 22), theta = 0.022296838282855443, phi = 1.5424301969615726
pid = 22, p = (-0.00019205907334209679, 0.00967440186976906, 0.7959417409484948, 0.7960005564836914), Parent_PIDs = (22, 22), theta = 0.012156456852265535, phi = 1.5906460137173029
pid = 2112, p = (0.3866048547433293, -0.26808168241577157, 1.9411858803580484, 2.2073344805804656), Parent_PIDs = (1, 2101), theta = 0.23777164255462993, phi = 5.676885369871775
pid = 2112, p = (-0.7980212556125281, -0.38578200900241755, 24.554508196912323, 24.58845929008188), Parent_PIDs = (2114, 90), theta = 0.03608270738390078, phi = 3.591891116002894
pid = -321, p = (0.04706515143659962, -0.08797060044737803, 4.847203422879682, 4.873300208298204), Parent_PIDs = (-313, 90), theta = 0.020579995319139614, phi = 5.203650765408294
pid = 211, p = (-0.3962107187717713, -0.3817114416549331, 3.7009976724252347, 3.744268969312559), Parent_PIDs = (-313, 90), theta = 0.1475736940868105, phi = 3.9083545070525707
pid = 211, p = (-0.26432369285942425, -0.2995543265290146, 3.0623735094569415, 3.09147393737562), Parent_PIDs = (223, 90), theta = 0.12972161746239796, phi = 3.989388883371775
pid = -211, p = (0.05368866743978815, 0.10346951209792224, 0.7491085404277532, 0.7708643221650879), Parent_PIDs = (223, 90), theta = 0.15437267426590695, phi = 1.092155951873241
pid = 22, p = (-0.021948641478855006, -0.12882225027175834, 1.8071349403302879, 1.8118536385675303), Parent_PIDs = (111, 90), theta = 0.07218697509071713, phi = 4.5436302254760985
pid = 22, p = (0.04554005797702317, -0.06944668468996949, 0.4088497135845545, 0.4171987861836979), Parent_PIDs = (111, 90), theta = 0.2003962252732114, phi = 5.292799738079671
pid = 14, p = (-0.015377362690308132, 0.0066392212183438, 0.007243283478498896, 0.018248498492897537), Parent_PIDs = (-3122, 90), theta = 1.1626322408598604, phi = 2.734016155986175
pid = -13, p = (0.04503657207476451, -0.02146563508035726, 0.61765989373516, 0.6286150222851644), Parent_PIDs = (-3122, 90), theta = 0.0805985063621585, phi = 5.838410523976913
pid = -2212, p = (0.09249171214890536, -0.12374142021955904, 5.483607107205151, 5.565443751848099), Parent_PIDs = (-3122, 90), theta = 0.028165313793468504, phi = 5.354262248022775
pid = 22, p = (-0.06263312228130839, 0.01872825419801, 0.9634226133652263, 0.9656380209247629), Parent_PIDs = (111, 90), theta = 0.06775131082483286, phi = 2.851039610392599
pid = 22, p = (-0.12595209180374933, 0.001789511109389911, 0.4708619209115975, 0.48741981940039153), Parent_PIDs = (111, 90), theta = 0.2613985513686063, phi = 3.1273857381987322
pid = 22, p = (-0.0005897401692726133, -0.028357553228419576, 0.21339626912829834, 0.21527300410512934), Parent_PIDs = (111, 90), theta = 0.1321410349857755, phi = 4.691595396180305
pid = 22, p = (-0.09280695961853556, 0.14409111515321113, 1.7401971021619138, 1.748616977954994), Parent_PIDs = (111, 90), theta = 0.09817364493591013, phi = 2.1430022954766006

pid = -11, p = (1.1075923671305448, 1.5092635960745158, 168.1295426858584, 168.13996479561658), Parent_PIDs = (-11, 90), theta = 0.011134214152920185, phi = 0.9377032901989669
pid = 22, p = (3.6261408129485825e-05, 0.0012779918184105215, 0.05733074161525425, 0.057344995528229754), Parent_PIDs = (22, 22), theta = 0.022296838282855443, phi = 1.5424301969615726
pid = 22, p = (-0.00019205907334209679, 0.00967440186976906, 0.7959417409484948, 0.7960005564836914), Parent_PIDs = (22, 22), theta = 0.012156456852265535, phi = 1.5906460137173029
pid = 2112, p = (0.3866048547433293, -0.26808168241577157, 1.9411858803580484, 2.2073344805804656), Parent_PIDs = (1, 2101), theta = 0.23777164255462993, phi = 5.676885369871775
pid = 2112, p = (-0.7980212556125281, -0.38578200900241755, 24.554508196912323, 24.58845929008188), Parent_PIDs = (2114, 90), theta = 0.03608270738390078, phi = 3.591891116002894
pid = -321, p = (0.04706515143659962, -0.08797060044737803, 4.847203422879682, 4.873300208298204), Parent_PIDs = (-313, 90), theta = 0.020579995319139614, phi = 5.203650765408294
pid = 211, p = (-0.3962107187717713, -0.3817114416549331, 3.7009976724252347, 3.744268969312559), Parent_PIDs = (-313, 90), theta = 0.1475736940868105, phi = 3.9083545070525707
pid = 211, p = (-0.26432369285942425, -0.2995543265290146, 3.0623735094569415, 3.09147393737562), Parent_PIDs = (223, 90), theta = 0.12972161746239796, phi = 3.989388883371775
pid = -211, p = (0.05368866743978815, 0.10346951209792224, 0.7491085404277532, 0.7708643221650879), Parent_PIDs = (223, 90), theta = 0.15437267426590695, phi = 1.092155951873241
pid = 22, p = (-0.021948641478855006, -0.12882225027175834, 1.8071349403302879, 1.8118536385675303), Parent_PIDs = (111, 90), theta = 0.07218697509071713, phi = 4.5436302254760985
pid = 22, p = (0.04554005797702317, -0.06944668468996949, 0.4088497135845545, 0.4171987861836979), Parent_PIDs = (111, 90), theta = 0.2003962252732114, phi = 5.292799738079671
pid = 14, p = (-0.015377362690308132, 0.0066392212183438, 0.007243283478498896, 0.018248498492897537), Parent_PIDs = (-3122, 90), theta = 1.1626322408598604, phi = 2.734016155986175
pid = -13, p = (0.04503657207476451, -0.02146563508035726, 0.61765989373516, 0.6286150222851644), Parent_PIDs = (-3122, 90), theta = 0.0805985063621585, phi = 5.838410523976913
pid = -2212, p = (0.09249171214890536, -0.12374142021955904, 5.483607107205151, 5.565443751848099), Parent_PIDs = (-3122, 90), theta = 0.028165313793468504, phi = 5.354262248022775
pid = 22, p = (-0.06263312228130839, 0.01872825419801, 0.9634226133652263, 0.9656380209247629), Parent_PIDs = (111, 90), theta = 0.06775131082483286, phi = 2.851039610392599
pid = 22, p = (-0.12595209180374933, 0.001789511109389911, 0.4708619209115975, 0.48741981940039153), Parent_PIDs = (111, 90), theta = 0.2613985513686063, phi = 3.1273857381987322
pid = 22, p = (-0.0005897401692726133, -0.028357553228419576, 0.21339626912829834, 0.21527300410512934), Parent_PIDs = (111, 90), theta = 0.1321410349857755, phi = 4.691595396180305
pid = 22, p = (-0.09280695961853556, 0.14409111515321113, 1.7401971021619138, 1.748616977954994), Parent_PIDs = (111, 90), theta = 0.09817364493591013, phi = 2.1430022954766006

pid = -11, p = (1.1075923671305448, 1.5092635960745158, 168.1295426858584, 168.13996479561658), Parent_PIDs = (-11, 90), theta = 0.011134214152920185, phi = 0.9377032901989669
pid = 22, p = (3.6261408129485825e-05, 0.0012779918184105215, 0.05733074161525425, 0.057344995528229754), Parent_PIDs = (22, 22), theta = 0.022296838282855443, phi = 1.5424301969615726
pid = 22, p = (-0.00019205907334209679, 0.00967440186976906, 0.7959417409484948, 0.7960005564836914), Parent_PIDs = (22, 22), theta = 0.012156456852265535, phi = 1.5906460137173029
pid = 2112, p = (0.3866048547433293, -0.26808168241577157, 1.9411858803580484, 2.2073344805804656), Parent_PIDs = (1, 2101), theta = 0.23777164255462993, phi = 5.676885369871775
pid = 2112, p = (-0.7980212556125281, -0.38578200900241755, 24.554508196912323, 24.58845929008188), Parent_PIDs = (2114, 90), theta = 0.03608270738390078, phi = 3.591891116002894
pid = -321, p = (0.04706515143659962, -0.08797060044737803, 4.847203422879682, 4.873300208298204), Parent_PIDs = (-313, 90), theta = 0.020579995319139614, phi = 5.203650765408294
pid = 211, p = (-0.3962107187717713, -0.3817114416549331, 3.7009976724252347, 3.744268969312559), Parent_PIDs = (-313, 90), theta = 0.1475736940868105, phi = 3.9083545070525707
pid = 211, p = (-0.26432369285942425, -0.2995543265290146, 3.0623735094569415, 3.09147393737562), Parent_PIDs = (223, 90), theta = 0.12972161746239796, phi = 3.989388883371775
pid = -211, p = (0.05368866743978815, 0.10346951209792224, 0.7491085404277532, 0.7708643221650879), Parent_PIDs = (223, 90), theta = 0.15437267426590695, phi = 1.092155951873241
pid = 22, p = (-0.021948641478855006, -0.12882225027175834, 1.8071349403302879, 1.8118536385675303), Parent_PIDs = (111, 90), theta = 0.07218697509071713, phi = 4.5436302254760985
pid = 22, p = (0.04554005797702317, -0.06944668468996949, 0.4088497135845545, 0.4171987861836979), Parent_PIDs = (111, 90), theta = 0.2003962252732114, phi = 5.292799738079671
pid = 14, p = (-0.015377362690308132, 0.0066392212183438, 0.007243283478498896, 0.018248498492897537), Parent_PIDs = (-3122, 90), theta = 1.1626322408598604, phi = 2.734016155986175
pid = -13, p = (0.04503657207476451, -0.02146563508035726, 0.61765989373516, 0.6286150222851644), Parent_PIDs = (-3122, 90), theta = 0.0805985063621585, phi = 5.838410523976913
