Events for energy 35.716747 GeV:
Cross section pb: 0.08446031050140203
Total number of events: 992120

pid = -11, p = (0.31449966940983193, -0.8337125010684199, 7.194718534886108, 7.249687002474752), Parent_PIDs = (-12, 2), theta = 0.12322161721151975, phi = 5.073111502060959
pid = 22, p = (0.0023514551056520155, 0.006745112160269266, 0.0704631595120169, 0.0708243088747391), Parent_PIDs = (22, 22), theta = 0.10103037655123502, phi = 1.2353548578207385
pid = 2112, p = (-0.0985227411047033, -0.7022035269337441, 6.11597375936108, 6.228219916946275), Parent_PIDs = (1, 2101), theta = 0.11542392697670979, phi = 4.572993809416803
pid = 211, p = (0.15823802447121976, -0.06253394048018664, 1.0598081780634854, 1.0824153201478526), Parent_PIDs = (221, 90), theta = 0.15918606495924525, phi = 5.906833136231627
pid = -211, p = (0.05677510469384647, -0.04211071404372366, 1.4896702938794733, 1.4978631760335206), Parent_PIDs = (221, 90), theta = 0.04741621796027041, phi = 5.645010363302291
pid = 13, p = (-0.011207629337777858, 0.05103044704280394, 0.8932648935764718, 0.9010082814141882), Parent_PIDs = (223, 90), theta = 0.05842302930913419, phi = 1.7869901758472313
pid = -13, p = (0.0029135560785005232, -0.0421861313799285, 0.19648926742897377, 0.2270687699896261), Parent_PIDs = (223, 90), theta = 0.2119776892673588, phi = 4.781343794666044
pid = 22, p = (0.04670357034815368, -0.1923375421134999, 0.5147484878265872, 0.5514897635580243), Parent_PIDs = (111, 90), theta = 0.367083204128136, phi = 4.95059949072737
pid = 22, p = (0.04238721430470853, -0.038478843917477815, 0.4486580382870817, 0.4522956253219251), Parent_PIDs = (111, 90), theta = 0.12691179852301565, phi = 5.546080970775761
pid = 22, p = (-0.13450798522436475, 0.03594885708213218, 0.14426905732788506, 0.20049508551808995), Parent_PIDs = (111, 90), theta = 0.7676219854282882, phi = 2.880434646610716
pid = 22, p = (-0.1701182264613822, 0.0737754010901766, 0.018890752343902854, 0.18638637639189548), Parent_PIDs = (111, 90), theta = 1.46926935238993, phi = 2.732400279893085

pid = -11, p = (0.10498765712614695, 0.9123508814931816, 8.015271724873637, 8.067712663685418), Parent_PIDs = (-11, 90), theta = 0.11408025318914629, phi = 1.4562264917482692
pid = 22, p = (0.0023514551056520155, 0.006745112160269266, 0.0704631595120169, 0.0708243088747391), Parent_PIDs = (22, 22), theta = 0.10103037655123502, phi = 1.2353548578207385
pid = 2112, p = (-0.0985227411047033, -0.7022035269337441, 6.11597375936108, 6.228219916946275), Parent_PIDs = (1, 2101), theta = 0.11542392697670979, phi = 4.572993809416803
pid = 211, p = (0.15823802447121976, -0.06253394048018664, 1.0598081780634854, 1.0824153201478526), Parent_PIDs = (221, 90), theta = 0.15918606495924525, phi = 5.906833136231627
pid = -211, p = (0.05677510469384647, -0.04211071404372366, 1.4896702938794733, 1.4978631760335206), Parent_PIDs = (221, 90), theta = 0.04741621796027041, phi = 5.645010363302291
pid = 13, p = (-0.011207629337777858, 0.05103044704280394, 0.8932648935764718, 0.9010082814141882), Parent_PIDs = (223, 90), theta = 0.05842302930913419, phi = 1.7869901758472313
pid = -13, p = (0.0029135560785005232, -0.0421861313799285, 0.19648926742897377, 0.2270687699896261), Parent_PIDs = (223, 90), theta = 0.2119776892673588, phi = 4.781343794666044
pid = 22, p = (0.04670357034815368, -0.1923375421134999, 0.5147484878265872, 0.5514897635580243), Parent_PIDs = (111, 90), theta = 0.367083204128136, phi = 4.95059949072737
pid = 22, p = (0.04238721430470853, -0.038478843917477815, 0.4486580382870817, 0.4522956253219251), Parent_PIDs = (111, 90), theta = 0.12691179852301565, phi = 5.546080970775761
pid = 22, p = (-0.13450798522436475, 0.03594885708213218, 0.14426905732788506, 0.20049508551808995), Parent_PIDs = (111, 90), theta = 0.7676219854282882, phi = 2.880434646610716
pid = 22, p = (-0.1701182264613822, 0.0737754010901766, 0.018890752343902854, 0.18638637639189548), Parent_PIDs = (111, 90), theta = 1.46926935238993, phi = 2.732400279893085

pid = -11, p = (-0.4957794290850701, -0.9377639120793604, 21.920213947760434, 21.94586471693049), Parent_PIDs = (-11, 90), theta = 0.04835385512990622, phi = 4.226059485499089
pid = 22, p = (-0.00011101654101410788, -8.099517327549927e-05, 0.0021511604227130838, 0.002155545419312662), Parent_PIDs = (22, 22), theta = 0.06379618222969553, phi = 3.771894750573123
pid = 2112, p = (0.08603245468690239, 0.11096844391301894, 0.6333507950557812, 1.1417708147004462), Parent_PIDs = (1, 2101), theta = 0.2181686905962414, phi = 0.9113066254517026
pid = 13, p = (0.25134588293745075, 0.44344553167296874, 1.6557618004627461, 1.7356640999634598), Parent_PIDs = (223, 90), theta = 0.29864180054829237, phi = 1.0551447690142604
pid = -13, p = (0.14864057349241017, 0.28808067653092384, 2.4029475511153358, 2.4270157529958176), Parent_PIDs = (223, 90), theta = 0.1340945075108729, phi = 1.0944556274453061
pid = 22, p = (-0.0346225338127706, -0.009491250178859458, 0.00505484337634312, 0.03625403590131043), Parent_PIDs = (111, 90), theta = 1.4309121417212969, phi = 3.4091545534621917
pid = 22, p = (0.044494068322091206, 0.1048415053145828, 0.17060048246948387, 0.2051243232074132), Parent_PIDs = (111, 90), theta = 0.5886462498134323, phi = 1.1694393817261546

pid = -11, p = (-0.4957794290850701, -0.9377639120793604, 21.920213947760434, 21.94586471693049), Parent_PIDs = (-11, 90), theta = 0.04835385512990622, phi = 4.226059485499089
pid = 22, p = (-0.00011101654101410788, -8.099517327549927e-05, 0.0021511604227130838, 0.002155545419312662), Parent_PIDs = (22, 22), theta = 0.06379618222969553, phi = 3.771894750573123
pid = 2112, p = (0.08603245468690239, 0.11096844391301894, 0.6333507950557812, 1.1417708147004462), Parent_PIDs = (1, 2101), theta = 0.2181686905962414, phi = 0.9113066254517026
pid = 13, p = (0.25134588293745075, 0.44344553167296874, 1.6557618004627461, 1.7356640999634598), Parent_PIDs = (223, 90), theta = 0.29864180054829237, phi = 1.0551447690142604
pid = -13, p = (0.14864057349241017, 0.28808067653092384, 2.4029475511153358, 2.4270157529958176), Parent_PIDs = (223, 90), theta = 0.1340945075108729, phi = 1.0944556274453061
pid = 22, p = (-0.0346225338127706, -0.009491250178859458, 0.00505484337634312, 0.03625403590131043), Parent_PIDs = (111, 90), theta = 1.4309121417212969, phi = 3.4091545534621917
pid = 22, p = (0.044494068322091206, 0.1048415053145828, 0.17060048246948387, 0.2051243232074132), Parent_PIDs = (111, 90), theta = 0.5886462498134323, phi = 1.1694393817261546

pid = -11, p = (-0.4957794290850701, -0.9377639120793604, 21.920213947760434, 21.94586471693049), Parent_PIDs = (-11, 90), theta = 0.04835385512990622, phi = 4.226059485499089
pid = 22, p = (-0.00011101654101410788, -8.099517327549927e-05, 0.0021511604227130838, 0.002155545419312662), Parent_PIDs = (22, 22), theta = 0.06379618222969553, phi = 3.771894750573123
pid = 2112, p = (0.08603245468690239, 0.11096844391301894, 0.6333507950557812, 1.1417708147004462), Parent_PIDs = (1, 2101), theta = 0.2181686905962414, phi = 0.9113066254517026
pid = 13, p = (0.25134588293745075, 0.44344553167296874, 1.6557618004627461, 1.7356640999634598), Parent_PIDs = (223, 90), theta = 0.29864180054829237, phi = 1.0551447690142604
pid = -13, p = (0.14864057349241017, 0.28808067653092384, 2.4029475511153358, 2.4270157529958176), Parent_PIDs = (223, 90), theta = 0.1340945075108729, phi = 1.0944556274453061
pid = 22, p = (-0.0346225338127706, -0.009491250178859458, 0.00505484337634312, 0.03625403590131043), Parent_PIDs = (111, 90), theta = 1.4309121417212969, phi = 3.4091545534621917
pid = 22, p = (0.044494068322091206, 0.1048415053145828, 0.17060048246948387, 0.2051243232074132), Parent_PIDs = (111, 90), theta = 0.5886462498134323, phi = 1.1694393817261546

pid = -11, p = (-0.4957794290850701, -0.9377639120793604, 21.920213947760434, 21.94586471693049), Parent_PIDs = (-11, 90), theta = 0.04835385512990622, phi = 4.226059485499089
pid = 22, p = (-0.00011101654101410788, -8.099517327549927e-05, 0.0021511604227130838, 0.002155545419312662), Parent_PIDs = (22, 22), theta = 0.06379618222969553, phi = 3.771894750573123
pid = 2112, p = (0.08603245468690239, 0.11096844391301894, 0.6333507950557812, 1.1417708147004462), Parent_PIDs = (1, 2101), theta = 0.2181686905962414, phi = 0.9113066254517026
pid = 13, p = (0.25134588293745075, 0.44344553167296874, 1.6557618004627461, 1.7356640999634598), Parent_PIDs = (223, 90), theta = 0.29864180054829237, phi = 1.0551447690142604
pid = -13, p = (0.14864057349241017, 0.28808067653092384, 2.4029475511153358, 2.4270157529958176), Parent_PIDs = (223, 90), theta = 0.1340945075108729, phi = 1.0944556274453061
pid = 22, p = (-0.0346225338127706, -0.009491250178859458, 0.00505484337634312, 0.03625403590131043), Parent_PIDs = (111, 90), theta = 1.4309121417212969, phi = 3.4091545534621917
pid = 22, p = (0.044494068322091206, 0.1048415053145828, 0.17060048246948387, 0.2051243232074132), Parent_PIDs = (111, 90), theta = 0.5886462498134323, phi = 1.1694393817261546

pid = -11, p = (-0.4957794290850701, -0.9377639120793604, 21.920213947760434, 21.94586471693049), Parent_PIDs = (-11, 90), theta = 0.04835385512990622, phi = 4.226059485499089
pid = 22, p = (-0.00011101654101410788, -8.099517327549927e-05, 0.0021511604227130838, 0.002155545419312662), Parent_PIDs = (22, 22), theta = 0.06379618222969553, phi = 3.771894750573123
pid = 2112, p = (0.08603245468690239, 0.11096844391301894, 0.6333507950557812, 1.1417708147004462), Parent_PIDs = (1, 2101), theta = 0.2181686905962414, phi = 0.9113066254517026
pid = 13, p = (0.25134588293745075, 0.44344553167296874, 1.6557618004627461, 1.7356640999634598), Parent_PIDs = (223, 90), theta = 0.29864180054829237, phi = 1.0551447690142604
pid = -13, p = (0.14864057349241017, 0.28808067653092384, 2.4029475511153358, 2.4270157529958176), Parent_PIDs = (223, 90), theta = 0.1340945075108729, phi = 1.0944556274453061
pid = 22, p = (-0.0346225338127706, -0.009491250178859458, 0.00505484337634312, 0.03625403590131043), Parent_PIDs = (111, 90), theta = 1.4309121417212969, phi = 3.4091545534621917
pid = 22, p = (0.044494068322091206, 0.1048415053145828, 0.17060048246948387, 0.2051243232074132), Parent_PIDs = (111, 90), theta = 0.5886462498134323, phi = 1.1694393817261546

pid = -11, p = (-0.4957794290850701, -0.9377639120793604, 21.920213947760434, 21.94586471693049), Parent_PIDs = (-11, 90), theta = 0.04835385512990622, phi = 4.226059485499089
pid = 22, p = (-0.00011101654101410788, -8.099517327549927e-05, 0.0021511604227130838, 0.002155545419312662), Parent_PIDs = (22, 22), theta = 0.06379618222969553, phi = 3.771894750573123
pid = 2112, p = (0.08603245468690239, 0.11096844391301894, 0.6333507950557812, 1.1417708147004462), Parent_PIDs = (1, 2101), theta = 0.2181686905962414, phi = 0.9113066254517026
pid = 13, p = (0.25134588293745075, 0.44344553167296874, 1.6557618004627461, 1.7356640999634598), Parent_PIDs = (223, 90), theta = 0.29864180054829237, phi = 1.0551447690142604
pid = -13, p = (0.14864057349241017, 0.28808067653092384, 2.4029475511153358, 2.4270157529958176), Parent_PIDs = (223, 90), theta = 0.1340945075108729, phi = 1.0944556274453061
pid = 22, p = (-0.0346225338127706, -0.009491250178859458, 0.00505484337634312, 0.03625403590131043), Parent_PIDs = (111, 90), theta = 1.4309121417212969, phi = 3.4091545534621917
pid = 22, p = (0.044494068322091206, 0.1048415053145828, 0.17060048246948387, 0.2051243232074132), Parent_PIDs = (111, 90), theta = 0.5886462498134323, phi = 1.1694393817261546

pid = -11, p = (-0.4957794290850701, -0.9377639120793604, 21.920213947760434, 21.94586471693049), Parent_PIDs = (-11, 90), theta = 0.04835385512990622, phi = 4.226059485499089
pid = 22, p = (-0.00011101654101410788, -8.099517327549927e-05, 0.0021511604227130838, 0.002155545419312662), Parent_PIDs = (22, 22), theta = 0.06379618222969553, phi = 3.771894750573123
pid = 2112, p = (0.08603245468690239, 0.11096844391301894, 0.6333507950557812, 1.1417708147004462), Parent_PIDs = (1, 2101), theta = 0.2181686905962414, phi = 0.9113066254517026
pid = 13, p = (0.25134588293745075, 0.44344553167296874, 1.6557618004627461, 1.7356640999634598), Parent_PIDs = (223, 90), theta = 0.29864180054829237, phi = 1.0551447690142604
pid = -13, p = (0.14864057349241017, 0.28808067653092384, 2.4029475511153358, 2.4270157529958176), Parent_PIDs = (223, 90), theta = 0.1340945075108729, phi = 1.0944556274453061
pid = 22, p = (-0.0346225338127706, -0.009491250178859458, 0.00505484337634312, 0.03625403590131043), Parent_PIDs = (111, 90), theta = 1.4309121417212969, phi = 3.4091545534621917
pid = 22, p = (0.044494068322091206, 0.1048415053145828, 0.17060048246948387, 0.2051243232074132), Parent_PIDs = (111, 90), theta = 0.5886462498134323, phi = 1.1694393817261546

pid = -11, p = (-0.4957794290850701, -0.9377639120793604, 21.920213947760434, 21.94586471693049), Parent_PIDs = (-11, 90), theta = 0.04835385512990622, phi = 4.226059485499089
pid = 22, p = (-0.00011101654101410788, -8.099517327549927e-05, 0.0021511604227130838, 0.002155545419312662), Parent_PIDs = (22, 22), theta = 0.06379618222969553, phi = 3.771894750573123
pid = 2112, p = (0.08603245468690239, 0.11096844391301894, 0.6333507950557812, 1.1417708147004462), Parent_PIDs = (1, 2101), theta = 0.2181686905962414, phi = 0.9113066254517026
pid = 13, p = (0.25134588293745075, 0.44344553167296874, 1.6557618004627461, 1.7356640999634598), Parent_PIDs = (223, 90), theta = 0.29864180054829237, phi = 1.0551447690142604
pid = -13, p = (0.14864057349241017, 0.28808067653092384, 2.4029475511153358, 2.4270157529958176), Parent_PIDs = (223, 90), theta = 0.1340945075108729, phi = 1.0944556274453061
pid = 22, p = (-0.0346225338127706, -0.009491250178859458, 0.00505484337634312, 0.03625403590131043), Parent_PIDs = (111, 90), theta = 1.4309121417212969, phi = 3.4091545534621917
pid = 22, p = (0.044494068322091206, 0.1048415053145828, 0.17060048246948387, 0.2051243232074132), Parent_PIDs = (111, 90), theta = 0.5886462498134323, phi = 1.1694393817261546

pid = -11, p = (-1.2582116042460623, 0.09236387144792077, 30.644403766254673, 30.67036207768296), Parent_PIDs = (-11, 90), theta = 0.04114569151249982, phi = 3.0683152386127026
pid = 22, p = (-6.715387149465585e-05, -6.535519172459737e-05, 0.00024074328920720546, 0.0002583375211624974), Parent_PIDs = (22, 22), theta = 0.37119541314770965, phi = 3.9134176374072203
pid = 2112, p = (0.34199574677878936, 0.5324203329897775, 1.668512537071342, 2.0167197061217936), Parent_PIDs = (1, 2101), theta = 0.36249880804815854, phi = 0.9998236967411429
pid = 13, p = (0.3502672108769716, -0.217262514339628, 0.40509858155754136, 0.587502353640087), Parent_PIDs = (223, 90), theta = 0.794059293132832, phi = 5.727989889961924
pid = -13, p = (0.24235865741106594, -0.1711115193554365, 0.0698442574255862, 0.3225819690769338), Parent_PIDs = (223, 90), theta = 1.3395841312402301, phi = 5.6684264702163265
pid = 22, p = (0.08070023792858523, 0.0021362076924367687, 0.24958954391986515, 0.2623204761721085), Parent_PIDs = (111, 90), theta = 0.3128248727733067, phi = 0.02646471688358919
pid = 22, p = (0.2429569051221461, -0.23848102324334436, 0.8247479508252824, 0.892250210750452), Parent_PIDs = (111, 90), theta = 0.3914782340689446, phi = 5.507083779273508

pid = -11, p = (-1.2582116042460623, 0.09236387144792077, 30.644403766254673, 30.67036207768296), Parent_PIDs = (-11, 90), theta = 0.04114569151249982, phi = 3.0683152386127026
pid = 22, p = (-6.715387149465585e-05, -6.535519172459737e-05, 0.00024074328920720546, 0.0002583375211624974), Parent_PIDs = (22, 22), theta = 0.37119541314770965, phi = 3.9134176374072203
pid = 2112, p = (0.34199574677878936, 0.5324203329897775, 1.668512537071342, 2.0167197061217936), Parent_PIDs = (1, 2101), theta = 0.36249880804815854, phi = 0.9998236967411429
pid = 13, p = (0.3502672108769716, -0.217262514339628, 0.40509858155754136, 0.587502353640087), Parent_PIDs = (223, 90), theta = 0.794059293132832, phi = 5.727989889961924
pid = -13, p = (0.24235865741106594, -0.1711115193554365, 0.0698442574255862, 0.3225819690769338), Parent_PIDs = (223, 90), theta = 1.3395841312402301, phi = 5.6684264702163265
pid = 22, p = (0.08070023792858523, 0.0021362076924367687, 0.24958954391986515, 0.2623204761721085), Parent_PIDs = (111, 90), theta = 0.3128248727733067, phi = 0.02646471688358919
pid = 22, p = (0.2429569051221461, -0.23848102324334436, 0.8247479508252824, 0.892250210750452), Parent_PIDs = (111, 90), theta = 0.3914782340689446, phi = 5.507083779273508

pid = -11, p = (-1.2582116042460623, 0.09236387144792077, 30.644403766254673, 30.67036207768296), Parent_PIDs = (-11, 90), theta = 0.04114569151249982, phi = 3.0683152386127026
pid = 22, p = (-6.715387149465585e-05, -6.535519172459737e-05, 0.00024074328920720546, 0.0002583375211624974), Parent_PIDs = (22, 22), theta = 0.37119541314770965, phi = 3.9134176374072203
pid = 2112, p = (0.34199574677878936, 0.5324203329897775, 1.668512537071342, 2.0167197061217936), Parent_PIDs = (1, 2101), theta = 0.36249880804815854, phi = 0.9998236967411429
pid = 13, p = (0.3502672108769716, -0.217262514339628, 0.40509858155754136, 0.587502353640087), Parent_PIDs = (223, 90), theta = 0.794059293132832, phi = 5.727989889961924
pid = -13, p = (0.24235865741106594, -0.1711115193554365, 0.0698442574255862, 0.3225819690769338), Parent_PIDs = (223, 90), theta = 1.3395841312402301, phi = 5.6684264702163265
pid = 22, p = (0.08070023792858523, 0.0021362076924367687, 0.24958954391986515, 0.2623204761721085), Parent_PIDs = (111, 90), theta = 0.3128248727733067, phi = 0.02646471688358919
pid = 22, p = (0.2429569051221461, -0.23848102324334436, 0.8247479508252824, 0.892250210750452), Parent_PIDs = (111, 90), theta = 0.3914782340689446, phi = 5.507083779273508

pid = -11, p = (-1.2582116042460623, 0.09236387144792077, 30.644403766254673, 30.67036207768296), Parent_PIDs = (-11, 90), theta = 0.04114569151249982, phi = 3.0683152386127026
pid = 22, p = (-6.715387149465585e-05, -6.535519172459737e-05, 0.00024074328920720546, 0.0002583375211624974), Parent_PIDs = (22, 22), theta = 0.37119541314770965, phi = 3.9134176374072203
pid = 2112, p = (0.34199574677878936, 0.5324203329897775, 1.668512537071342, 2.0167197061217936), Parent_PIDs = (1, 2101), theta = 0.36249880804815854, phi = 0.9998236967411429
pid = 13, p = (0.3502672108769716, -0.217262514339628, 0.40509858155754136, 0.587502353640087), Parent_PIDs = (223, 90), theta = 0.794059293132832, phi = 5.727989889961924
pid = -13, p = (0.24235865741106594, -0.1711115193554365, 0.0698442574255862, 0.3225819690769338), Parent_PIDs = (223, 90), theta = 1.3395841312402301, phi = 5.6684264702163265
pid = 22, p = (0.08070023792858523, 0.0021362076924367687, 0.24958954391986515, 0.2623204761721085), Parent_PIDs = (111, 90), theta = 0.3128248727733067, phi = 0.02646471688358919
pid = 22, p = (0.2429569051221461, -0.23848102324334436, 0.8247479508252824, 0.892250210750452), Parent_PIDs = (111, 90), theta = 0.3914782340689446, phi = 5.507083779273508

pid = -11, p = (-1.2582116042460623, 0.09236387144792077, 30.644403766254673, 30.67036207768296), Parent_PIDs = (-11, 90), theta = 0.04114569151249982, phi = 3.0683152386127026
pid = 22, p = (-6.715387149465585e-05, -6.535519172459737e-05, 0.00024074328920720546, 0.0002583375211624974), Parent_PIDs = (22, 22), theta = 0.37119541314770965, phi = 3.9134176374072203
pid = 2112, p = (0.34199574677878936, 0.5324203329897775, 1.668512537071342, 2.0167197061217936), Parent_PIDs = (1, 2101), theta = 0.36249880804815854, phi = 0.9998236967411429
pid = 13, p = (0.3502672108769716, -0.217262514339628, 0.40509858155754136, 0.587502353640087), Parent_PIDs = (223, 90), theta = 0.794059293132832, phi = 5.727989889961924
pid = -13, p = (0.24235865741106594, -0.1711115193554365, 0.0698442574255862, 0.3225819690769338), Parent_PIDs = (223, 90), theta = 1.3395841312402301, phi = 5.6684264702163265
pid = 22, p = (0.08070023792858523, 0.0021362076924367687, 0.24958954391986515, 0.2623204761721085), Parent_PIDs = (111, 90), theta = 0.3128248727733067, phi = 0.02646471688358919
pid = 22, p = (0.2429569051221461, -0.23848102324334436, 0.8247479508252824, 0.892250210750452), Parent_PIDs = (111, 90), theta = 0.3914782340689446, phi = 5.507083779273508

pid = -11, p = (-1.2582116042460623, 0.09236387144792077, 30.644403766254673, 30.67036207768296), Parent_PIDs = (-11, 90), theta = 0.04114569151249982, phi = 3.0683152386127026
pid = 22, p = (-6.715387149465585e-05, -6.535519172459737e-05, 0.00024074328920720546, 0.0002583375211624974), Parent_PIDs = (22, 22), theta = 0.37119541314770965, phi = 3.9134176374072203
pid = 2112, p = (0.34199574677878936, 0.5324203329897775, 1.668512537071342, 2.0167197061217936), Parent_PIDs = (1, 2101), theta = 0.36249880804815854, phi = 0.9998236967411429
pid = 13, p = (0.3502672108769716, -0.217262514339628, 0.40509858155754136, 0.587502353640087), Parent_PIDs = (223, 90), theta = 0.794059293132832, phi = 5.727989889961924
pid = -13, p = (0.24235865741106594, -0.1711115193554365, 0.0698442574255862, 0.3225819690769338), Parent_PIDs = (223, 90), theta = 1.3395841312402301, phi = 5.6684264702163265
pid = 22, p = (0.08070023792858523, 0.0021362076924367687, 0.24958954391986515, 0.2623204761721085), Parent_PIDs = (111, 90), theta = 0.3128248727733067, phi = 0.02646471688358919
pid = 22, p = (0.2429569051221461, -0.23848102324334436, 0.8247479508252824, 0.892250210750452), Parent_PIDs = (111, 90), theta = 0.3914782340689446, phi = 5.507083779273508

pid = -11, p = (-1.2582116042460623, 0.09236387144792077, 30.644403766254673, 30.67036207768296), Parent_PIDs = (-11, 90), theta = 0.04114569151249982, phi = 3.0683152386127026
pid = 22, p = (-6.715387149465585e-05, -6.535519172459737e-05, 0.00024074328920720546, 0.0002583375211624974), Parent_PIDs = (22, 22), theta = 0.37119541314770965, phi = 3.9134176374072203
pid = 2112, p = (0.34199574677878936, 0.5324203329897775, 1.668512537071342, 2.0167197061217936), Parent_PIDs = (1, 2101), theta = 0.36249880804815854, phi = 0.9998236967411429
pid = 13, p = (0.3502672108769716, -0.217262514339628, 0.40509858155754136, 0.587502353640087), Parent_PIDs = (223, 90), theta = 0.794059293132832, phi = 5.727989889961924
pid = -13, p = (0.24235865741106594, -0.1711115193554365, 0.0698442574255862, 0.3225819690769338), Parent_PIDs = (223, 90), theta = 1.3395841312402301, phi = 5.6684264702163265
pid = 22, p = (0.08070023792858523, 0.0021362076924367687, 0.24958954391986515, 0.2623204761721085), Parent_PIDs = (111, 90), theta = 0.3128248727733067, phi = 0.02646471688358919
pid = 22, p = (0.2429569051221461, -0.23848102324334436, 0.8247479508252824, 0.892250210750452), Parent_PIDs = (111, 90), theta = 0.3914782340689446, phi = 5.507083779273508

pid = -11, p = (-1.2582116042460623, 0.09236387144792077, 30.644403766254673, 30.67036207768296), Parent_PIDs = (-11, 90), theta = 0.04114569151249982, phi = 3.0683152386127026
pid = 22, p = (-6.715387149465585e-05, -6.535519172459737e-05, 0.00024074328920720546, 0.0002583375211624974), Parent_PIDs = (22, 22), theta = 0.37119541314770965, phi = 3.9134176374072203
pid = 2112, p = (0.34199574677878936, 0.5324203329897775, 1.668512537071342, 2.0167197061217936), Parent_PIDs = (1, 2101), theta = 0.36249880804815854, phi = 0.9998236967411429
pid = 13, p = (0.3502672108769716, -0.217262514339628, 0.40509858155754136, 0.587502353640087), Parent_PIDs = (223, 90), theta = 0.794059293132832, phi = 5.727989889961924
pid = -13, p = (0.24235865741106594, -0.1711115193554365, 0.0698442574255862, 0.3225819690769338), Parent_PIDs = (223, 90), theta = 1.3395841312402301, phi = 5.6684264702163265
pid = 22, p = (0.08070023792858523, 0.0021362076924367687, 0.24958954391986515, 0.2623204761721085), Parent_PIDs = (111, 90), theta = 0.3128248727733067, phi = 0.02646471688358919
pid = 22, p = (0.2429569051221461, -0.23848102324334436, 0.8247479508252824, 0.892250210750452), Parent_PIDs = (111, 90), theta = 0.3914782340689446, phi = 5.507083779273508

pid = -11, p = (0.5254424319339925, -0.7178172403517791, 17.96847353446863, 17.990480615032034), Parent_PIDs = (-12, 2), theta = 0.049467395090742994, phi = 5.3442704042232645
pid = -211, p = (-0.15993936957358992, -0.19710909782855365, 0.14896552551553732, 0.3257347250117847), Parent_PIDs = (1, 2103), theta = 1.0400961887515234, phi = 4.030719928992358
pid = 2212, p = (-0.18325493814661836, 0.3332870885247211, 3.632075995811229, 3.770542306881138), Parent_PIDs = (1, 2103), theta = 0.1043381899081822, phi = 2.0735175305568316
pid = 13, p = (-0.33286724000247403, 0.0008469872616610891, 1.2065312833855306, 1.2560585536678703), Parent_PIDs = (223, 90), theta = 0.26919221748131544, phi = 3.1390481393453173
pid = -13, p = (-0.01095627726231524, 0.544125008102279, 5.2058455656873885, 5.235282624065372), Parent_PIDs = (223, 90), theta = 0.10416473170392984, phi = 1.5909291946982533
pid = 211, p = (0.20289379700018662, 0.1761562561971503, 0.4454188359516132, 0.538585781263337), Parent_PIDs = (223, 90), theta = 0.5427990834348475, phi = 0.7149765213152867
pid = -211, p = (-0.0507683250218366, 0.05233061189689218, 0.2641210095231214, 0.3074989566462605), Parent_PIDs = (223, 90), theta = 0.2693411479736014, phi = 2.341042371656312
pid = 22, p = (0.02095352676338316, -0.17605629800077932, -0.02415245222444162, 0.17893633308530985), Parent_PIDs = (111, 90), theta = 1.7061874949892466, phi = 4.830847820483039
pid = 22, p = (-0.011503605690728478, -0.01576331580158958, 0.054340831490381575, 0.05773855761979553), Parent_PIDs = (111, 90), theta = 0.3447698731504594, phi = 4.081960838342617

pid = -11, p = (0.5254424319339925, -0.7178172403517791, 17.96847353446863, 17.990480615032034), Parent_PIDs = (-12, 2), theta = 0.049467395090742994, phi = 5.3442704042232645
pid = -211, p = (-0.15993936957358992, -0.19710909782855365, 0.14896552551553732, 0.3257347250117847), Parent_PIDs = (1, 2103), theta = 1.0400961887515234, phi = 4.030719928992358
pid = 2212, p = (-0.18325493814661836, 0.3332870885247211, 3.632075995811229, 3.770542306881138), Parent_PIDs = (1, 2103), theta = 0.1043381899081822, phi = 2.0735175305568316
pid = 13, p = (-0.33286724000247403, 0.0008469872616610891, 1.2065312833855306, 1.2560585536678703), Parent_PIDs = (223, 90), theta = 0.26919221748131544, phi = 3.1390481393453173
pid = -13, p = (-0.01095627726231524, 0.544125008102279, 5.2058455656873885, 5.235282624065372), Parent_PIDs = (223, 90), theta = 0.10416473170392984, phi = 1.5909291946982533
pid = 211, p = (0.20289379700018662, 0.1761562561971503, 0.4454188359516132, 0.538585781263337), Parent_PIDs = (223, 90), theta = 0.5427990834348475, phi = 0.7149765213152867
pid = -211, p = (-0.0507683250218366, 0.05233061189689218, 0.2641210095231214, 0.3074989566462605), Parent_PIDs = (223, 90), theta = 0.2693411479736014, phi = 2.341042371656312
pid = 22, p = (0.02095352676338316, -0.17605629800077932, -0.02415245222444162, 0.17893633308530985), Parent_PIDs = (111, 90), theta = 1.7061874949892466, phi = 4.830847820483039
pid = 22, p = (-0.011503605690728478, -0.01576331580158958, 0.054340831490381575, 0.05773855761979553), Parent_PIDs = (111, 90), theta = 0.3447698731504594, phi = 4.081960838342617

pid = -11, p = (0.5254424319339925, -0.7178172403517791, 17.96847353446863, 17.990480615032034), Parent_PIDs = (-12, 2), theta = 0.049467395090742994, phi = 5.3442704042232645
pid = -211, p = (-0.15993936957358992, -0.19710909782855365, 0.14896552551553732, 0.3257347250117847), Parent_PIDs = (1, 2103), theta = 1.0400961887515234, phi = 4.030719928992358
pid = 2212, p = (-0.18325493814661836, 0.3332870885247211, 3.632075995811229, 3.770542306881138), Parent_PIDs = (1, 2103), theta = 0.1043381899081822, phi = 2.0735175305568316
