Events for energy 566.072289 GeV:
Cross section pb: 1.7576457505543872
Total number of events: 999808

pid = -11, p = (-1.1478776444247256, -0.681123846814121, 108.146214322234, 108.15445078808804), Parent_PIDs = (-12, -3), theta = 0.012341443950664456, phi = 3.677127845713659
pid = 22, p = (-0.22789678377775519, 0.02952668520009083, 6.246577234825068, 6.2508028220245375), Parent_PIDs = (111, 90), theta = 0.03677181789834416, phi = 3.012748730629224
pid = 130, p = (0.20778378792381896, -0.575328403378649, 8.355501932699795, 8.392628023075263), Parent_PIDs = (-311, -311), theta = 0.07307887327419554, phi = 5.058968297595235
pid = 22, p = (-0.0017563059843852258, -0.03602806512521999, 1.4179744944741413, 1.4184332106470763), Parent_PIDs = (111, 90), theta = 0.025432806276487877, phi = 4.663679266625007
pid = 22, p = (-0.0863533599872854, -0.2735948908340544, 3.3106529340564705, 3.3230609258405575), Parent_PIDs = (111, 90), theta = 0.08644339629617621, phi = 4.406659766418883
pid = 22, p = (-0.008443868658960428, -0.10647078794182419, 0.3825647807753382, 0.3971940823987252), Parent_PIDs = (111, 90), theta = 0.272249746682883, phi = 4.633247719961934
pid = 22, p = (-0.1427683221361385, -0.1965657217691212, 1.6538168920200735, 1.6715654905241133), Parent_PIDs = (111, 90), theta = 0.1458546766588638, phi = 4.0842204174646515

pid = -11, p = (0.6554313743469525, 4.418163418459736, 156.11840849522167, 156.1822884632592), Parent_PIDs = (-11, -11), theta = 0.02860199014637493, phi = 1.4235211621826318
pid = 2212, p = (0.5516212212872272, -0.08581057338127487, 4.71292961097288, 4.83773764658269), Parent_PIDs = (3, 2103), theta = 0.11790257254944413, phi = 6.128861525943371
pid = 211, p = (-0.6194057345259573, -0.43570140306653915, 2.4179223864707873, 2.537583028886814), Parent_PIDs = (213, 90), theta = 0.3035239674308823, phi = 3.7546091769534167
pid = -321, p = (0.028309389635644444, -0.5519927441907371, 36.11563894169635, 36.12324173604239), Parent_PIDs = (-323, 90), theta = 0.015302928945207721, phi = 4.763629886953835
pid = 211, p = (0.23687377150123526, -0.26847244021988137, 15.595992485257662, 15.600725881185667), Parent_PIDs = (213, 90), theta = 0.022952610200696725, phi = 5.435339692191625
pid = -211, p = (0.4693124680562157, 0.08082070996852384, 12.307805599515689, 12.317805999454707), Parent_PIDs = (-213, 90), theta = 0.03867328605973249, phi = 0.1705381429282946
pid = 211, p = (-0.04357865532651699, 0.004103189555614006, 6.751367462832296, 6.752951824088131), Parent_PIDs = (113, 90), theta = 0.00648324741602421, phi = 3.047713477570286
pid = -211, p = (0.16595157071854716, 0.3703413580300716, 2.0423387135962416, 2.086940308500812), Parent_PIDs = (113, 90), theta = 0.1961502946127285, phi = 1.1495199488599472
pid = -211, p = (0.3002521189383644, 0.6384384495690314, 4.711668346232364, 4.766241011384453), Parent_PIDs = (-411, 90), theta = 0.14863406378362234, phi = 1.1311967813359813
pid = 22, p = (0.02051156309189575, -0.8388777484804896, 64.49985375689494, 64.50531196158924), Parent_PIDs = (221, 90), theta = 0.013009039417117344, phi = 4.736835303949024
pid = 13, p = (-0.12834750207461376, -0.23244132329355327, 26.589473329042765, 26.591008969227534), Parent_PIDs = (221, 90), theta = 0.009985658335348223, phi = 4.207880027727729
pid = -13, p = (-0.17712060854289924, -0.3528712865928513, 24.106885821245786, 24.1103504306564), Parent_PIDs = (221, 90), theta = 0.016376797808561206, phi = 4.247189682037425
pid = 211, p = (-0.0945726489616546, 0.09637276856676635, 1.1581795444742027, 1.1743471967826722), Parent_PIDs = (223, 90), theta = 0.11605972484489951, phi = 2.3467673654037875
pid = -211, p = (-0.09601996687405823, -0.41620836795090593, 1.3799743069902584, 1.4512953222704525), Parent_PIDs = (223, 90), theta = 0.30017505132500416, phi = 4.485654275044736
pid = 22, p = (-0.0022781453928613013, -0.023292809104621382, 0.05077122311499735, 0.05590583152952999), Parent_PIDs = (111, 90), theta = 0.43193806303182203, phi = 4.614894395971388
pid = 22, p = (-0.15548004689072753, 0.10381533816734298, 0.0894198784886702, 0.207237989009909), Parent_PIDs = (111, 90), theta = 1.1246591719680388, phi = 2.5528691752852377
pid = 22, p = (-0.14080513488855995, 0.10282498469208251, 1.1205205475778324, 1.1340041274316588), Parent_PIDs = (111, 90), theta = 0.15436240956022448, phi = 2.5108424005389947
pid = 22, p = (-0.36025471221946387, 0.06272764786528554, 1.7668226148233959, 1.8042672661594295), Parent_PIDs = (111, 90), theta = 0.20408609810507025, phi = 2.9692007030157224
pid = 22, p = (0.2148646897145456, -1.035423862679338, 68.80379263995613, 68.81191867004127), Parent_PIDs = (111, 90), theta = 0.015368329065022758, phi = 4.916998751372375
pid = 22, p = (-0.010797271985573384, -0.07025123595833799, 3.293718366675744, 3.2944851640602555), Parent_PIDs = (111, 90), theta = 0.021575951396289962, phi = 4.55988719922966
pid = 22, p = (-0.12239052494477043, -0.05048307619188175, 5.171956821643071, 5.173651065400367), Parent_PIDs = (111, 90), theta = 0.025592707317265893, phi = 3.5328071779938197
pid = 22, p = (-0.3441275930627315, -0.35632063389944335, 26.955095403480648, 26.959646815290316), Parent_PIDs = (111, 90), theta = 0.01837541155352657, phi = 3.94439654236556
pid = 22, p = (-0.08851476897941418, -0.0009991760155948614, 0.9719262191311984, 0.9759489936030747), Parent_PIDs = (111, 90), theta = 0.0908267072741113, phi = 3.1528804148364804
pid = 22, p = (-0.22789678377775519, 0.02952668520009083, 6.246577234825068, 6.2508028220245375), Parent_PIDs = (111, 90), theta = 0.03677181789834416, phi = 3.012748730629224
pid = 130, p = (0.20778378792381896, -0.575328403378649, 8.355501932699795, 8.392628023075263), Parent_PIDs = (-311, -311), theta = 0.07307887327419554, phi = 5.058968297595235
pid = 22, p = (-0.0017563059843852258, -0.03602806512521999, 1.4179744944741413, 1.4184332106470763), Parent_PIDs = (111, 90), theta = 0.025432806276487877, phi = 4.663679266625007
pid = 22, p = (-0.0863533599872854, -0.2735948908340544, 3.3106529340564705, 3.3230609258405575), Parent_PIDs = (111, 90), theta = 0.08644339629617621, phi = 4.406659766418883
pid = 22, p = (-0.008443868658960428, -0.10647078794182419, 0.3825647807753382, 0.3971940823987252), Parent_PIDs = (111, 90), theta = 0.272249746682883, phi = 4.633247719961934
pid = 22, p = (-0.1427683221361385, -0.1965657217691212, 1.6538168920200735, 1.6715654905241133), Parent_PIDs = (111, 90), theta = 0.1458546766588638, phi = 4.0842204174646515

pid = -11, p = (4.034363994441184, -2.171442671003675, 351.53517496998944, 351.56503025408443), Parent_PIDs = (-12, 2), theta = 0.013032443108864387, phi = 5.789418273669545
pid = 2112, p = (0.6044395915419889, -1.1599494017842287, 4.471271675694089, 4.752461679728439), Parent_PIDs = (1, 2101), theta = 0.2845907748669591, phi = 5.19276694318808
pid = 22, p = (-0.11814851746711831, 0.2870427289236227, 2.2469859399439707, 2.2683250240460433), Parent_PIDs = (111, 90), theta = 0.13727495119644076, phi = 1.9612676884762363
pid = 22, p = (-0.2077221859534915, 0.24535764859137937, 1.7309274676745492, 1.7605279834781986), Parent_PIDs = (111, 90), theta = 0.18363419427912173, phi = 2.2733189004674856
pid = 22, p = (-3.6294001198127157, 2.482742758094798, 52.16023205551759, 52.3452611505379), Parent_PIDs = (111, 90), theta = 0.08410548814164899, phi = 2.5416421016457016
pid = 22, p = (-0.5301429207843767, 0.31359571120750207, 7.674417155883369, 7.699095561756749), Parent_PIDs = (111, 90), theta = 0.08008842781384763, phi = 2.6074239964361445
pid = 22, p = (-0.15666616426262875, 0.19610975990295024, 1.8274791439191387, 1.844636372408765), Parent_PIDs = (221, 90), theta = 0.13649614203880908, phi = 2.2448477413651706
pid = 13, p = (-0.10705345837026302, -0.10136471471374657, 0.8493990422945855, 0.86854937510135), Parent_PIDs = (221, 90), theta = 0.17185622157137867, phi = 3.8997027380176976
pid = -13, p = (-0.26461791874369067, -0.04978898909528136, 3.1756781283801683, 3.1888237952303955), Parent_PIDs = (221, 90), theta = 0.08458625079029221, phi = 3.3275725699590963
pid = 22, p = (0.24186322540326693, 0.03431241920066298, 0.4890748869837159, 0.5466894977882857), Parent_PIDs = (111, 90), theta = 0.46323459380750587, phi = 0.14092661686826183
pid = 22, p = (0.13308447400778456, -0.07661524932392207, 0.4028973780134382, 0.4311701182375684), Parent_PIDs = (111, 90), theta = 0.3641470631604167, phi = 5.760833483778683

pid = -11, p = (4.034363994441184, -2.171442671003675, 351.53517496998944, 351.56503025408443), Parent_PIDs = (-12, 2), theta = 0.013032443108864387, phi = 5.789418273669545
pid = 2112, p = (0.6044395915419889, -1.1599494017842287, 4.471271675694089, 4.752461679728439), Parent_PIDs = (1, 2101), theta = 0.2845907748669591, phi = 5.19276694318808
pid = 22, p = (-0.11814851746711831, 0.2870427289236227, 2.2469859399439707, 2.2683250240460433), Parent_PIDs = (111, 90), theta = 0.13727495119644076, phi = 1.9612676884762363
pid = 22, p = (-0.2077221859534915, 0.24535764859137937, 1.7309274676745492, 1.7605279834781986), Parent_PIDs = (111, 90), theta = 0.18363419427912173, phi = 2.2733189004674856
pid = 22, p = (-3.6294001198127157, 2.482742758094798, 52.16023205551759, 52.3452611505379), Parent_PIDs = (111, 90), theta = 0.08410548814164899, phi = 2.5416421016457016
pid = 22, p = (-0.5301429207843767, 0.31359571120750207, 7.674417155883369, 7.699095561756749), Parent_PIDs = (111, 90), theta = 0.08008842781384763, phi = 2.6074239964361445
pid = 22, p = (-0.15666616426262875, 0.19610975990295024, 1.8274791439191387, 1.844636372408765), Parent_PIDs = (221, 90), theta = 0.13649614203880908, phi = 2.2448477413651706
pid = 13, p = (-0.10705345837026302, -0.10136471471374657, 0.8493990422945855, 0.86854937510135), Parent_PIDs = (221, 90), theta = 0.17185622157137867, phi = 3.8997027380176976
pid = -13, p = (-0.26461791874369067, -0.04978898909528136, 3.1756781283801683, 3.1888237952303955), Parent_PIDs = (221, 90), theta = 0.08458625079029221, phi = 3.3275725699590963
pid = 22, p = (0.24186322540326693, 0.03431241920066298, 0.4890748869837159, 0.5466894977882857), Parent_PIDs = (111, 90), theta = 0.46323459380750587, phi = 0.14092661686826183
pid = 22, p = (0.13308447400778456, -0.07661524932392207, 0.4028973780134382, 0.4311701182375684), Parent_PIDs = (111, 90), theta = 0.3641470631604167, phi = 5.760833483778683

pid = -11, p = (4.034363994441184, -2.171442671003675, 351.53517496998944, 351.56503025408443), Parent_PIDs = (-12, 2), theta = 0.013032443108864387, phi = 5.789418273669545
pid = 2112, p = (0.6044395915419889, -1.1599494017842287, 4.471271675694089, 4.752461679728439), Parent_PIDs = (1, 2101), theta = 0.2845907748669591, phi = 5.19276694318808
pid = 22, p = (-0.11814851746711831, 0.2870427289236227, 2.2469859399439707, 2.2683250240460433), Parent_PIDs = (111, 90), theta = 0.13727495119644076, phi = 1.9612676884762363
pid = 22, p = (-0.2077221859534915, 0.24535764859137937, 1.7309274676745492, 1.7605279834781986), Parent_PIDs = (111, 90), theta = 0.18363419427912173, phi = 2.2733189004674856
pid = 22, p = (-3.6294001198127157, 2.482742758094798, 52.16023205551759, 52.3452611505379), Parent_PIDs = (111, 90), theta = 0.08410548814164899, phi = 2.5416421016457016
pid = 22, p = (-0.5301429207843767, 0.31359571120750207, 7.674417155883369, 7.699095561756749), Parent_PIDs = (111, 90), theta = 0.08008842781384763, phi = 2.6074239964361445
pid = 22, p = (-0.15666616426262875, 0.19610975990295024, 1.8274791439191387, 1.844636372408765), Parent_PIDs = (221, 90), theta = 0.13649614203880908, phi = 2.2448477413651706
pid = 13, p = (-0.10705345837026302, -0.10136471471374657, 0.8493990422945855, 0.86854937510135), Parent_PIDs = (221, 90), theta = 0.17185622157137867, phi = 3.8997027380176976
pid = -13, p = (-0.26461791874369067, -0.04978898909528136, 3.1756781283801683, 3.1888237952303955), Parent_PIDs = (221, 90), theta = 0.08458625079029221, phi = 3.3275725699590963
pid = 22, p = (0.24186322540326693, 0.03431241920066298, 0.4890748869837159, 0.5466894977882857), Parent_PIDs = (111, 90), theta = 0.46323459380750587, phi = 0.14092661686826183
pid = 22, p = (0.13308447400778456, -0.07661524932392207, 0.4028973780134382, 0.4311701182375684), Parent_PIDs = (111, 90), theta = 0.3641470631604167, phi = 5.760833483778683

pid = -11, p = (4.034363994441184, -2.171442671003675, 351.53517496998944, 351.56503025408443), Parent_PIDs = (-12, 2), theta = 0.013032443108864387, phi = 5.789418273669545
pid = 2112, p = (0.6044395915419889, -1.1599494017842287, 4.471271675694089, 4.752461679728439), Parent_PIDs = (1, 2101), theta = 0.2845907748669591, phi = 5.19276694318808
pid = 22, p = (-0.11814851746711831, 0.2870427289236227, 2.2469859399439707, 2.2683250240460433), Parent_PIDs = (111, 90), theta = 0.13727495119644076, phi = 1.9612676884762363
pid = 22, p = (-0.2077221859534915, 0.24535764859137937, 1.7309274676745492, 1.7605279834781986), Parent_PIDs = (111, 90), theta = 0.18363419427912173, phi = 2.2733189004674856
pid = 22, p = (-3.6294001198127157, 2.482742758094798, 52.16023205551759, 52.3452611505379), Parent_PIDs = (111, 90), theta = 0.08410548814164899, phi = 2.5416421016457016
pid = 22, p = (-0.5301429207843767, 0.31359571120750207, 7.674417155883369, 7.699095561756749), Parent_PIDs = (111, 90), theta = 0.08008842781384763, phi = 2.6074239964361445
pid = 22, p = (-0.15666616426262875, 0.19610975990295024, 1.8274791439191387, 1.844636372408765), Parent_PIDs = (221, 90), theta = 0.13649614203880908, phi = 2.2448477413651706
pid = 13, p = (-0.10705345837026302, -0.10136471471374657, 0.8493990422945855, 0.86854937510135), Parent_PIDs = (221, 90), theta = 0.17185622157137867, phi = 3.8997027380176976
pid = -13, p = (-0.26461791874369067, -0.04978898909528136, 3.1756781283801683, 3.1888237952303955), Parent_PIDs = (221, 90), theta = 0.08458625079029221, phi = 3.3275725699590963
pid = 22, p = (0.24186322540326693, 0.03431241920066298, 0.4890748869837159, 0.5466894977882857), Parent_PIDs = (111, 90), theta = 0.46323459380750587, phi = 0.14092661686826183
pid = 22, p = (0.13308447400778456, -0.07661524932392207, 0.4028973780134382, 0.4311701182375684), Parent_PIDs = (111, 90), theta = 0.3641470631604167, phi = 5.760833483778683

pid = -11, p = (4.034363994441184, -2.171442671003675, 351.53517496998944, 351.56503025408443), Parent_PIDs = (-12, 2), theta = 0.013032443108864387, phi = 5.789418273669545
pid = 2112, p = (0.6044395915419889, -1.1599494017842287, 4.471271675694089, 4.752461679728439), Parent_PIDs = (1, 2101), theta = 0.2845907748669591, phi = 5.19276694318808
pid = 22, p = (-0.11814851746711831, 0.2870427289236227, 2.2469859399439707, 2.2683250240460433), Parent_PIDs = (111, 90), theta = 0.13727495119644076, phi = 1.9612676884762363
pid = 22, p = (-0.2077221859534915, 0.24535764859137937, 1.7309274676745492, 1.7605279834781986), Parent_PIDs = (111, 90), theta = 0.18363419427912173, phi = 2.2733189004674856
pid = 22, p = (-3.6294001198127157, 2.482742758094798, 52.16023205551759, 52.3452611505379), Parent_PIDs = (111, 90), theta = 0.08410548814164899, phi = 2.5416421016457016
pid = 22, p = (-0.5301429207843767, 0.31359571120750207, 7.674417155883369, 7.699095561756749), Parent_PIDs = (111, 90), theta = 0.08008842781384763, phi = 2.6074239964361445
pid = 22, p = (-0.15666616426262875, 0.19610975990295024, 1.8274791439191387, 1.844636372408765), Parent_PIDs = (221, 90), theta = 0.13649614203880908, phi = 2.2448477413651706
pid = 13, p = (-0.10705345837026302, -0.10136471471374657, 0.8493990422945855, 0.86854937510135), Parent_PIDs = (221, 90), theta = 0.17185622157137867, phi = 3.8997027380176976
pid = -13, p = (-0.26461791874369067, -0.04978898909528136, 3.1756781283801683, 3.1888237952303955), Parent_PIDs = (221, 90), theta = 0.08458625079029221, phi = 3.3275725699590963
pid = 22, p = (0.24186322540326693, 0.03431241920066298, 0.4890748869837159, 0.5466894977882857), Parent_PIDs = (111, 90), theta = 0.46323459380750587, phi = 0.14092661686826183
pid = 22, p = (0.13308447400778456, -0.07661524932392207, 0.4028973780134382, 0.4311701182375684), Parent_PIDs = (111, 90), theta = 0.3641470631604167, phi = 5.760833483778683

pid = -11, p = (4.034363994441184, -2.171442671003675, 351.53517496998944, 351.56503025408443), Parent_PIDs = (-12, 2), theta = 0.013032443108864387, phi = 5.789418273669545
pid = 2112, p = (0.6044395915419889, -1.1599494017842287, 4.471271675694089, 4.752461679728439), Parent_PIDs = (1, 2101), theta = 0.2845907748669591, phi = 5.19276694318808
pid = 22, p = (-0.11814851746711831, 0.2870427289236227, 2.2469859399439707, 2.2683250240460433), Parent_PIDs = (111, 90), theta = 0.13727495119644076, phi = 1.9612676884762363
pid = 22, p = (-0.2077221859534915, 0.24535764859137937, 1.7309274676745492, 1.7605279834781986), Parent_PIDs = (111, 90), theta = 0.18363419427912173, phi = 2.2733189004674856
pid = 22, p = (-3.6294001198127157, 2.482742758094798, 52.16023205551759, 52.3452611505379), Parent_PIDs = (111, 90), theta = 0.08410548814164899, phi = 2.5416421016457016
pid = 22, p = (-0.5301429207843767, 0.31359571120750207, 7.674417155883369, 7.699095561756749), Parent_PIDs = (111, 90), theta = 0.08008842781384763, phi = 2.6074239964361445
pid = 22, p = (-0.15666616426262875, 0.19610975990295024, 1.8274791439191387, 1.844636372408765), Parent_PIDs = (221, 90), theta = 0.13649614203880908, phi = 2.2448477413651706
pid = 13, p = (-0.10705345837026302, -0.10136471471374657, 0.8493990422945855, 0.86854937510135), Parent_PIDs = (221, 90), theta = 0.17185622157137867, phi = 3.8997027380176976
pid = -13, p = (-0.26461791874369067, -0.04978898909528136, 3.1756781283801683, 3.1888237952303955), Parent_PIDs = (221, 90), theta = 0.08458625079029221, phi = 3.3275725699590963
pid = 22, p = (0.24186322540326693, 0.03431241920066298, 0.4890748869837159, 0.5466894977882857), Parent_PIDs = (111, 90), theta = 0.46323459380750587, phi = 0.14092661686826183
pid = 22, p = (0.13308447400778456, -0.07661524932392207, 0.4028973780134382, 0.4311701182375684), Parent_PIDs = (111, 90), theta = 0.3641470631604167, phi = 5.760833483778683

pid = -11, p = (4.034363994441184, -2.171442671003675, 351.53517496998944, 351.56503025408443), Parent_PIDs = (-12, 2), theta = 0.013032443108864387, phi = 5.789418273669545
pid = 2112, p = (0.6044395915419889, -1.1599494017842287, 4.471271675694089, 4.752461679728439), Parent_PIDs = (1, 2101), theta = 0.2845907748669591, phi = 5.19276694318808
pid = 22, p = (-0.11814851746711831, 0.2870427289236227, 2.2469859399439707, 2.2683250240460433), Parent_PIDs = (111, 90), theta = 0.13727495119644076, phi = 1.9612676884762363
pid = 22, p = (-0.2077221859534915, 0.24535764859137937, 1.7309274676745492, 1.7605279834781986), Parent_PIDs = (111, 90), theta = 0.18363419427912173, phi = 2.2733189004674856
pid = 22, p = (-3.6294001198127157, 2.482742758094798, 52.16023205551759, 52.3452611505379), Parent_PIDs = (111, 90), theta = 0.08410548814164899, phi = 2.5416421016457016
pid = 22, p = (-0.5301429207843767, 0.31359571120750207, 7.674417155883369, 7.699095561756749), Parent_PIDs = (111, 90), theta = 0.08008842781384763, phi = 2.6074239964361445
pid = 22, p = (-0.15666616426262875, 0.19610975990295024, 1.8274791439191387, 1.844636372408765), Parent_PIDs = (221, 90), theta = 0.13649614203880908, phi = 2.2448477413651706
pid = 13, p = (-0.10705345837026302, -0.10136471471374657, 0.8493990422945855, 0.86854937510135), Parent_PIDs = (221, 90), theta = 0.17185622157137867, phi = 3.8997027380176976
pid = -13, p = (-0.26461791874369067, -0.04978898909528136, 3.1756781283801683, 3.1888237952303955), Parent_PIDs = (221, 90), theta = 0.08458625079029221, phi = 3.3275725699590963
pid = 22, p = (0.24186322540326693, 0.03431241920066298, 0.4890748869837159, 0.5466894977882857), Parent_PIDs = (111, 90), theta = 0.46323459380750587, phi = 0.14092661686826183
pid = 22, p = (0.13308447400778456, -0.07661524932392207, 0.4028973780134382, 0.4311701182375684), Parent_PIDs = (111, 90), theta = 0.3641470631604167, phi = 5.760833483778683

pid = -11, p = (4.034363994441184, -2.171442671003675, 351.53517496998944, 351.56503025408443), Parent_PIDs = (-12, 2), theta = 0.013032443108864387, phi = 5.789418273669545
pid = 2112, p = (0.6044395915419889, -1.1599494017842287, 4.471271675694089, 4.752461679728439), Parent_PIDs = (1, 2101), theta = 0.2845907748669591, phi = 5.19276694318808
pid = 22, p = (-0.11814851746711831, 0.2870427289236227, 2.2469859399439707, 2.2683250240460433), Parent_PIDs = (111, 90), theta = 0.13727495119644076, phi = 1.9612676884762363
pid = 22, p = (-0.2077221859534915, 0.24535764859137937, 1.7309274676745492, 1.7605279834781986), Parent_PIDs = (111, 90), theta = 0.18363419427912173, phi = 2.2733189004674856
pid = 22, p = (-3.6294001198127157, 2.482742758094798, 52.16023205551759, 52.3452611505379), Parent_PIDs = (111, 90), theta = 0.08410548814164899, phi = 2.5416421016457016
pid = 22, p = (-0.5301429207843767, 0.31359571120750207, 7.674417155883369, 7.699095561756749), Parent_PIDs = (111, 90), theta = 0.08008842781384763, phi = 2.6074239964361445
pid = 22, p = (-0.15666616426262875, 0.19610975990295024, 1.8274791439191387, 1.844636372408765), Parent_PIDs = (221, 90), theta = 0.13649614203880908, phi = 2.2448477413651706
pid = 13, p = (-0.10705345837026302, -0.10136471471374657, 0.8493990422945855, 0.86854937510135), Parent_PIDs = (221, 90), theta = 0.17185622157137867, phi = 3.8997027380176976
pid = -13, p = (-0.26461791874369067, -0.04978898909528136, 3.1756781283801683, 3.1888237952303955), Parent_PIDs = (221, 90), theta = 0.08458625079029221, phi = 3.3275725699590963
pid = 22, p = (0.24186322540326693, 0.03431241920066298, 0.4890748869837159, 0.5466894977882857), Parent_PIDs = (111, 90), theta = 0.46323459380750587, phi = 0.14092661686826183
pid = 22, p = (0.13308447400778456, -0.07661524932392207, 0.4028973780134382, 0.4311701182375684), Parent_PIDs = (111, 90), theta = 0.3641470631604167, phi = 5.760833483778683

pid = -11, p = (-4.37515116398122, -4.54331263288744, 164.42468020749354, 164.545614037523), Parent_PIDs = (-12, 2), theta = 0.038341786742629884, phi = 3.945844012820643
pid = 321, p = (0.7802575350785267, 0.25543287800236497, 47.06408513263816, 47.07383431473184), Parent_PIDs = (1, 2103), theta = 0.0174426180956801, phi = 0.3163739512525653
pid = 211, p = (1.6242796829372343, 0.36301811463155265, 82.32679165965038, 82.34373182821105), Parent_PIDs = (113, 90), theta = 0.020213650961116186, phi = 0.21988134067220205
pid = -211, p = (1.5576010277448082, 1.1538648432035044, 94.8584182192574, 94.87832477379891), Parent_PIDs = (113, 90), theta = 0.020432176039432887, phi = 0.6375845746053859
pid = 211, p = (-0.03420507896116351, 0.08163486930093189, 6.283720933738962, 6.2858939537126926), Parent_PIDs = (113, 90), theta = 0.01408486884424081, phi = 1.9675746800475629
pid = -211, p = (0.58941616929081, 1.033238821942261, 45.54015561217118, 45.55590243699994), Parent_PIDs = (113, 90), theta = 0.026114639165918743, phi = 1.0523845039383113
pid = -211, p = (0.6307065495357402, 0.490191007900454, 16.720910089630998, 16.740561280503037), Parent_PIDs = (-213, 90), theta = 0.04773609723750235, phi = 0.6606888777642599
pid = 130, p = (-0.15794299871992679, -0.41883851033967734, 9.70548238814068, 9.728534102689737), Parent_PIDs = (-311, -311), theta = 0.04608858740195763, phi = 4.351780584218624
pid = 2112, p = (0.02940883577760149, 0.25798508586233915, 11.715869546353213, 11.756351993548675), Parent_PIDs = (1114, 90), theta = 0.02215912305179658, phi = 1.4572919613432238
pid = -211, p = (-0.16570176267467426, 0.37038637381343553, 5.190430874096664, 5.208137439021365), Parent_PIDs = (1114, 90), theta = 0.07801642312311899, phi = 1.991465514731725
pid = 211, p = (-0.06975092111733636, 0.009088644227893239, 2.341257497721103, 2.346468463454368), Parent_PIDs = (213, 90), theta = 0.03003488852128097, phi = 3.0120212480562194
pid = 13, p = (-0.04156970640596808, 0.10684925556371468, 0.23439347016065237, 0.28151223483030413), Parent_PIDs = (223, 90), theta = 0.4549204417864446, phi = 1.9418275830565368
pid = -13, p = (-0.02997153785817419, 0.1371318158794939, 0.31623324549716747, 0.3617608729059331), Parent_PIDs = (223, 90), theta = 0.4177510063219103, phi = 1.7859727528378828
pid = 22, p = (0.3745569866611297, 0.3636722824674398, 25.390087453729162, 25.3954541478058), Parent_PIDs = (111, 90), theta = 0.02055881478997169, phi = 0.7706548905559993
pid = 22, p = (0.20591716768111254, 0.2151989144241096, 20.32598078171972, 20.328162907443325), Parent_PIDs = (111, 90), theta = 0.014652431546020321, phi = 0.8074354223792682
pid = 22, p = (-0.07915503288586434, 0.022624438634189177, 0.07900025539702056, 0.1140983120272554), Parent_PIDs = (111, 90), theta = 0.8060034191275525, phi = 2.8631912071732453
pid = 22, p = (-0.15168091783465645, 0.28929325966140873, 0.43155011617847167, 0.5412330308604044), Parent_PIDs = (111, 90), theta = 0.6479111093361262, phi = 2.0537065171660496
pid = 22, p = (-0.38894000065623685, -0.13791459546379728, 0.2584519420924405, 0.4869211087268362), Parent_PIDs = (111, 90), theta = 1.0112660965182625, phi = 3.482351516939607
pid = 22, p = (-0.2980748336117624, -0.04954486682419012, 0.3228877509683714, 0.4422214377285664), Parent_PIDs = (111, 90), theta = 0.7522556418861235, phi = 3.306303009294627

pid = -11, p = (-4.37515116398122, -4.54331263288744, 164.42468020749354, 164.545614037523), Parent_PIDs = (-12, 2), theta = 0.038341786742629884, phi = 3.945844012820643
pid = 321, p = (0.7802575350785267, 0.25543287800236497, 47.06408513263816, 47.07383431473184), Parent_PIDs = (1, 2103), theta = 0.0174426180956801, phi = 0.3163739512525653
pid = 211, p = (1.6242796829372343, 0.36301811463155265, 82.32679165965038, 82.34373182821105), Parent_PIDs = (113, 90), theta = 0.020213650961116186, phi = 0.21988134067220205
pid = -211, p = (1.5576010277448082, 1.1538648432035044, 94.8584182192574, 94.87832477379891), Parent_PIDs = (113, 90), theta = 0.020432176039432887, phi = 0.6375845746053859
pid = 211, p = (-0.03420507896116351, 0.08163486930093189, 6.283720933738962, 6.2858939537126926), Parent_PIDs = (113, 90), theta = 0.01408486884424081, phi = 1.9675746800475629
pid = -211, p = (0.58941616929081, 1.033238821942261, 45.54015561217118, 45.55590243699994), Parent_PIDs = (113, 90), theta = 0.026114639165918743, phi = 1.0523845039383113
pid = -211, p = (0.6307065495357402, 0.490191007900454, 16.720910089630998, 16.740561280503037), Parent_PIDs = (-213, 90), theta = 0.04773609723750235, phi = 0.6606888777642599
pid = 130, p = (-0.15794299871992679, -0.41883851033967734, 9.70548238814068, 9.728534102689737), Parent_PIDs = (-311, -311), theta = 0.04608858740195763, phi = 4.351780584218624
pid = 2112, p = (0.02940883577760149, 0.25798508586233915, 11.715869546353213, 11.756351993548675), Parent_PIDs = (1114, 90), theta = 0.02215912305179658, phi = 1.4572919613432238
pid = -211, p = (-0.16570176267467426, 0.37038637381343553, 5.190430874096664, 5.208137439021365), Parent_PIDs = (1114, 90), theta = 0.07801642312311899, phi = 1.991465514731725
pid = 211, p = (-0.06975092111733636, 0.009088644227893239, 2.341257497721103, 2.346468463454368), Parent_PIDs = (213, 90), theta = 0.03003488852128097, phi = 3.0120212480562194
pid = 13, p = (-0.04156970640596808, 0.10684925556371468, 0.23439347016065237, 0.28151223483030413), Parent_PIDs = (223, 90), theta = 0.4549204417864446, phi = 1.9418275830565368
pid = -13, p = (-0.02997153785817419, 0.1371318158794939, 0.31623324549716747, 0.3617608729059331), Parent_PIDs = (223, 90), theta = 0.4177510063219103, phi = 1.7859727528378828
pid = 22, p = (0.3745569866611297, 0.3636722824674398, 25.390087453729162, 25.3954541478058), Parent_PIDs = (111, 90), theta = 0.02055881478997169, phi = 0.7706548905559993
pid = 22, p = (0.20591716768111254, 0.2151989144241096, 20.32598078171972, 20.328162907443325), Parent_PIDs = (111, 90), theta = 0.014652431546020321, phi = 0.8074354223792682
