Energy,Cross_section_pb,Total_events,pid,momentum,parent_pids,theta,phi
89.716412,0.0917013117148437,996240.0,,,,,
,,,-12,"(-3.2368160338030467, 0.5032197481285056, 42.4753351880423, 42.60145898309277)","(-12, 1)",0.07696769499692921,2.987359838479057
,,,-211,"(-0.14931271117041744, 0.2672243336207224, 0.7419469413214506, 0.8146583202989649)","(1, 2203)",0.39130072056430093,2.080335737306515
,,,2212,"(0.42308991484424596, -0.10281085846641044, 4.85590095410572, 4.964846404235115)","(2224, 90)",0.08942543198446751,6.044805632228045
,,,211,"(0.20768003335327034, -0.3106657645771872, 1.383617909470317, 1.4399730962212292)","(2224, 90)",0.26378806209871575,5.301659673631235
,,,22,"(0.05380038771931473, -0.17019527971728587, -0.007768898226797605, 0.17866524770209835)","(221, 90)",1.6142930258565842,5.018559060745772
,,,13,"(0.028414271052485514, -0.3696817794328972, 0.45640815607157437, 0.5974482650177942)","(221, 90)",0.6822380571708125,4.7890995893312835
,,,-13,"(0.06052125166095223, -0.2892553470612815, 0.5910104068272334, 0.6691702431252026)","(221, 90)",0.4636662802899004,4.918644760378676
,,,22,"(0.1064372434576549, -0.0728144966735465, 2.7775564609672694, 2.7805486385930576)","(111, 90)",0.04639619751896583,5.683205398748431
,,,22,"(0.49365538467017844, -0.1141672351057751, 7.503300137732378, 7.520388470902302)","(111, 90)",0.06742593571303544,6.055911918915144
,,,22,"(1.742763816121483, 0.5295567542803363, 20.70632968936064, 20.786287433769505)","(111, 90)",0.08773969375776548,0.2949945901563253
,,,22,"(0.2697664420938796, 0.1295899250048425, 3.0755651027269395, 3.090091937637862)","(111, 90)",0.09700298155191298,0.44782733099545646
,,,,,,,
,,,-12,"(-3.2368160338030467, 0.5032197481285056, 42.4753351880423, 42.60145898309277)","(-12, 1)",0.07696769499692921,2.987359838479057
,,,-211,"(-0.14931271117041744, 0.2672243336207224, 0.7419469413214506, 0.8146583202989649)","(1, 2203)",0.39130072056430093,2.080335737306515
,,,2212,"(0.42308991484424596, -0.10281085846641044, 4.85590095410572, 4.964846404235115)","(2224, 90)",0.08942543198446751,6.044805632228045
,,,211,"(0.20768003335327034, -0.3106657645771872, 1.383617909470317, 1.4399730962212292)","(2224, 90)",0.26378806209871575,5.301659673631235
,,,22,"(0.05380038771931473, -0.17019527971728587, -0.007768898226797605, 0.17866524770209835)","(221, 90)",1.6142930258565842,5.018559060745772
,,,13,"(0.028414271052485514, -0.3696817794328972, 0.45640815607157437, 0.5974482650177942)","(221, 90)",0.6822380571708125,4.7890995893312835
,,,-13,"(0.06052125166095223, -0.2892553470612815, 0.5910104068272334, 0.6691702431252026)","(221, 90)",0.4636662802899004,4.918644760378676
,,,22,"(0.1064372434576549, -0.0728144966735465, 2.7775564609672694, 2.7805486385930576)","(111, 90)",0.04639619751896583,5.683205398748431
,,,22,"(0.49365538467017844, -0.1141672351057751, 7.503300137732378, 7.520388470902302)","(111, 90)",0.06742593571303544,6.055911918915144
,,,22,"(1.742763816121483, 0.5295567542803363, 20.70632968936064, 20.786287433769505)","(111, 90)",0.08773969375776548,0.2949945901563253
,,,22,"(0.2697664420938796, 0.1295899250048425, 3.0755651027269395, 3.090091937637862)","(111, 90)",0.09700298155191298,0.44782733099545646
,,,,,,,
,,,-12,"(-3.2368160338030467, 0.5032197481285056, 42.4753351880423, 42.60145898309277)","(-12, 1)",0.07696769499692921,2.987359838479057
,,,-211,"(-0.14931271117041744, 0.2672243336207224, 0.7419469413214506, 0.8146583202989649)","(1, 2203)",0.39130072056430093,2.080335737306515
,,,2212,"(0.42308991484424596, -0.10281085846641044, 4.85590095410572, 4.964846404235115)","(2224, 90)",0.08942543198446751,6.044805632228045
