Energy,Cross_section_pb,Total_events,pid,momentum,parent_pids,theta,phi
28.37082,0.023874881075047594,984032.0,,,,,
,,,-12,"(-0.6756783198463853, -0.41949173434481585, 5.146342596100682, 5.207432824678046)","(-12, 2)",0.1533255469643309,3.69719876609002
,,,2112,"(-0.31705794400747994, 0.03313348956338641, 5.736499385933034, 5.82166991143426)","(2, 2101)",0.055514164427631754,3.0374676539067913
,,,2112,"(0.05039756524909812, 0.30620164666960525, 5.781166318966418, 5.865234450169741)","(3122, 90)",0.05362652412734496,1.407669388585117
,,,14,"(0.050628227396384264, 0.08268731030941256, 0.5566526943893098, 0.5650333006703083)","(-3112, 90)",0.1724463277704885,1.0213924313053955
,,,-13,"(0.000811771098319515, -0.014062796786796724, 0.1935999146703604, 0.22100539311553824)","(-3112, 90)",0.07263137748058512,4.770049719063071
,,,-2112,"(0.5086721969484258, 0.09358832446356444, 5.776762961090113, 5.875481960822178)","(-3112, 90)",0.0892947485901489,0.18195069113008294
,,,22,"(0.1398070963063027, 0.005156822255016584, 0.05627833861537637, 0.15079744159194688)","(111, 90)",1.188335244838722,0.03686855417190935
,,,22,"(0.23736211701529747, -0.01864376385747106, -0.07826564839803768, 0.25062696631432596)","(111, 90)",1.8883878498421562,6.204800580141311
,,,22,"(0.03193491599572392, -0.04317807238075551, 0.1315288801248396, 0.14207051453790864)","(111, 90)",0.38764990379620834,5.34920698832627
,,,22,"(-0.026877626155686705, -0.025391225891142878, 0.8762425989904734, 0.8770223562860866)","(111, 90)",0.04217174500680081,3.898560887528827
,,,,,,,
,,,-12,"(-0.6756783198463853, -0.41949173434481585, 5.146342596100682, 5.207432824678046)","(-12, 2)",0.1533255469643309,3.69719876609002
,,,2112,"(-0.31705794400747994, 0.03313348956338641, 5.736499385933034, 5.82166991143426)","(2, 2101)",0.055514164427631754,3.0374676539067913
,,,2112,"(0.05039756524909812, 0.30620164666960525, 5.781166318966418, 5.865234450169741)","(3122, 90)",0.05362652412734496,1.407669388585117
,,,14,"(0.050628227396384264, 0.08268731030941256, 0.5566526943893098, 0.5650333006703083)","(-3112, 90)",0.1724463277704885,1.0213924313053955
,,,-13,"(0.000811771098319515, -0.014062796786796724, 0.1935999146703604, 0.22100539311553824)","(-3112, 90)",0.07263137748058512,4.770049719063071
,,,-2112,"(0.5086721969484258, 0.09358832446356444, 5.776762961090113, 5.875481960822178)","(-3112, 90)",0.0892947485901489,0.18195069113008294
