Energy,Cross_section_pb,Total_events,pid,momentum,parent_pids,theta,phi
71.264279,0.07111079027206751,994936.0,,,,,
,,,-12,"(0.5718688204724282, 0.16519283670832802, 1.2594617800841865, 1.3930422092029717)","(-12, -12)",0.4415067712866278,0.28121007212005394
,,,2212,"(-0.9307360645854695, 0.5296948313889073, 3.299193078118952, 3.593309309804569)","(4, 2101)",0.31386760147446086,2.624193185445211
,,,211,"(-0.44055844941415484, 0.5407422328068932, 1.9547641432403209, 2.0801626259235735)","(2, -4)",0.3427340422697183,2.2544541411967898
,,,-211,"(0.6103784573572704, 0.021184878528290818, 19.993260719819883, 20.003073880178437)","(-213, 90)",0.030538096207425196,0.034693848990961146
,,,321,"(-0.6026728316548451, -0.8183118540553259, 10.324952098267229, 10.386587726795321)","(-421, 90)",0.09811459656793203,4.077594976908881
,,,-211,"(0.2868817836908756, 0.24232675655976543, 19.35563901038153, 19.359784727621886)","(-421, 90)",0.019399190845688627,0.7014044319039086
,,,22,"(-0.033075324623363316, 0.07868067678429215, 0.457060298619998, 0.4649610118846281)","(111, 90)",0.18461065893769446,1.9687423439985057
,,,22,"(-0.054243389960632084, 0.013853946587966355, 1.454709816653171, 1.4557867041079848)","(111, 90)",0.03846609126579206,2.8915349323906256
,,,-13,"(0.11674607100594937, -0.19522022821045637, 1.5850221542106957, 1.6047429225694019)","(421, 90)",0.14253619900650938,5.251353100301218
,,,14,"(0.3583912828546463, -0.6131523367711358, 1.7126207101277413, 1.8540414764704038)","(421, 90)",0.39310798196594465,5.241338001966959
,,,22,"(-0.0019926538225727656, 0.024803198090486013, 0.01101548868528971, 0.02721231882343453)","(111, 90)",1.1540385580429473,1.6509627346554483
,,,22,"(0.03732193868397459, -0.0548831190987759, 0.46590316420387295, 0.47060688720451366)","(111, 90)",0.14150413277930154,5.309583301831709
,,,-321,"(-0.0027852228634334814, 0.019701529173731774, 5.635278464969371, 5.656896607492994)","(-323, 90)",0.0035308543093559904,1.711236558952613
,,,22,"(0.03917168079270123, -0.03514811176095098, 0.16590269173588212, 0.17405031876355972)","(111, 90)",0.3071864577667718,5.551872936843868
,,,22,"(0.04530390206662565, 0.08053476326798503, 0.07898519879478169, 0.12156049220755898)","(111, 90)",0.8635270865782739,1.0583776476505609
,,,,,,,
,,,-12,"(0.5718688204724282, 0.16519283670832802, 1.2594617800841865, 1.3930422092029717)","(-12, -12)",0.4415067712866278,0.28121007212005394
,,,2212,"(-0.9307360645854695, 0.5296948313889073, 3.299193078118952, 3.593309309804569)","(4, 2101)",0.31386760147446086,2.624193185445211
