Energy,Cross_section_pb,pid,momentum,parent_pids,theta,phi
89.716412,0.0018841,,,,,
,,-13,"(3.434253233796258, -0.2490399283853462, 30.10834049964762, 30.30477599056115)","(14, 2)",0.11386800062747578,6.210795548282902
,,39,"(-0.699268126686538, 0.4362009464263844, 24.319228563654963, 24.333515447454584)","(39, 39)",0.03387645431093719,2.5838593100356935
,,-211,"(0.04478091002686946, 0.17234326805843592, 0.718737230885691, 0.7535054902979299)","(1, 2103)",0.24285850769769415,1.3165822996416923
,,321,"(-0.8956504232454069, 0.11740692460822527, 13.394236536584154, 13.433736129869885)","(1, 2103)",0.06733844562155908,3.0112501833053322
,,2112,"(-0.09371458912698812, -0.0805913180505001, 1.5003321473433315, 1.7745607124052452)","(1, 2103)",0.0821972826187253,3.851843856531843
,,-321,"(-0.4134194138157612, -0.011487231813060099, 5.456497532570608, 5.494372833505533)","(-313, 90)",0.07565103606742436,3.1693714093382783
,,211,"(-1.0160906828458396, -0.11644974777586609, 8.984974098933485, 9.044072100714855)","(-313, 90)",0.11334019089201129,3.255700474354616
,,22,"(0.08553771250870242, 0.43609526489833916, 2.930001711035496, 2.963512410468178)","(221, 90)",0.15052667259063113,1.377110657373571
,,22,"(-0.23447109549665057, -0.050199740779951874, 1.3294375183317504, 1.350888901333436)","(221, 90)",0.17844698175151302,3.3525062954046305
,,22,"(-0.12679202415037288, -0.5096551281935532, 0.6514653136143671, 0.8367984356610625)","(111, 90)",0.6784901908025971,4.468558842287628
,,22,"(-0.08516550096427532, -0.14462330899310544, 0.31677184177714623, 0.35848774567828207)","(111, 90)",0.48722879803744584,4.180187479174137
,,,,,,
,,-13,"(-1.867823452438577, -0.27339452097592915, 10.103366154183885, 10.278748984905105)","(14, 2)",0.18471152764018378,3.2869312325345805
,,39,"(0.5152922293010562, -1.1922708067673196, 50.656472951033216, 50.67327832811454)","(39, 39)",0.025634924890243434,5.12033715430583
,,2112,"(1.144577367992155, -0.444643382992728, 2.7250480159191413, 3.133120419537671)","(1, 2101)",0.42335406419559046,5.9126507849160275
,,211,"(0.015018065530535592, 0.0927129122699982, 1.304276237712782, 1.3150808019114533)","(113, 90)",0.07188626292128672,1.4102065875554146
,,-211,"(-0.04398759913142472, -0.36577600227864443, 0.4114870733527714, 0.5696739323127945)","(113, 90)",0.7302218742864142,4.592705431791132
,,211,"(-0.1655177473235293, 0.5961751929721066, 5.491925969901166, 5.52843120868563)","(223, 90)",0.11218784293289027,1.8416085160257933
,,-211,"(-0.12954318197597348, 0.4762215485698573, 7.890186123232585, 7.906837878916629)","(223, 90)",0.06246802837394346,1.8363926802307442
,,22,"(0.030846521563458525, 0.27230070738192463, 1.6075466886735703, 1.6307377285752065)","(111, 90)",0.16884922796619486,1.457996101305429
,,22,"(-0.0153790013921827, 0.49571404049481754, 4.082107083989758, 4.112124410664991)","(111, 90)",0.12090170362087492,1.601810316647602
,,22,"(0.09121178917602923, 0.02240316107929484, 0.36672301093696275, 0.3785594522155125)","(111, 90)",0.2507244343929369,0.24084920035919796
,,22,"(0.009888442310339522, -0.017996783600255167, 0.8033857818532666, 0.803648169285082)","(111, 90)",0.025554380044815275,5.214814504479472
,,22,"(0.1113895992646587, 0.23685931251853723, 1.4144201724698218, 1.438434705171095)","(111, 90)",0.18298397523960996,1.1312081934644176
,,22,"(-0.017230116736196455, -0.007609848050696318, 0.06560036706594288, 0.06825096973145571)","(111, 90)",0.2796073230287978,3.557489169694275
,,22,"(0.05003081019254452, 0.05066766267299136, 0.29729655675383887, 0.3057049830587571)","(111, 90)",0.23508320249630785,0.7917224300095489
,,22,"(0.27122627366710167, 0.0586368067060503, 2.4901808072999008, 2.5055942248641956)","(111, 90)",0.11097674575421526,0.21291470809212784
,,,,,,
,,-13,"(2.459231915520601, -2.0692607386404847, 66.01671604956042, 66.09498939876367)","(14, 2)",0.04864591383868361,5.583690222617869
,,39,"(0.04095135157204524, -0.17754319575012645, 5.094201942273473, 5.099013723238232)","(39, 39)",0.03575185924837421,4.939080043202085
,,-321,"(-1.4284429822196612, 0.6958452490737664, 7.452138331595374, 7.63562280496779)","(1, 2103)",0.21007030504448068,2.6882895291314624
,,2212,"(0.17420555539602556, 0.06995764470902956, 1.5833259759468938, 1.8500036179943682)","(1, 2103)",0.11801439652732915,0.3818685823117254
,,22,"(-0.010342638603779035, 0.22168069365712256, 0.18939670503968875, 0.2917540265248832)","(111, 90)",0.8643092416937591,1.6174180862299652
,,22,"(0.059207718388472726, 0.08462440311649146, 0.017432495387041474, 0.10474127846751899)","(111, 90)",1.4035843508513792,0.9603032793385735
,,22,"(0.005282816701657719, 0.05086902328631042, 0.2547601419858291, 0.25984282870044006)","(111, 90)",0.19811473406594526,1.4673159292258129
,,22,"(0.00587498614582386, 0.0003497090429867705, -0.01730596728092812, 0.018279339762609655)","(111, 90)",2.81378389782808,0.05945492914226521
,,211,"(-0.10326322083460532, 0.22715480899283316, 1.558794180417999, 1.5847970475208257)","(310, 90)",0.1587288708188768,1.997464079772972
,,-211,"(-1.2027055020665822, 0.8963224025120696, 7.560563139452798, 7.70918213200976)","(310, 90)",0.19585014408456436,2.5011352070923483
,,,,,,
,,-13,"(0.7782660562330812, 1.381451598672482, 30.35716324919393, 30.39872745934557)","(14, 2)",0.05218385850631697,1.0577475027560483
,,39,"(-0.4079204968851222, 0.7727848446150737, 7.744338557943918, 7.794499609946676)","(39, 39)",0.11236066882134636,2.056480995117073
,,321,"(0.04063836862084702, 0.4943858271680104, 3.2801392926237565, 3.3539681788178966)","(1, 2101)",0.1500920026326567,1.4887810113301292
,,2212,"(-0.6587438919645859, 0.1499423666563886, 0.9597531693266319, 1.5026320133191906)","(1, 2101)",0.6133546359009809,2.917787186095396
,,-211,"(0.0902335258700884, -1.3632927659115541, 20.507925921468, 20.55386130730907)","(-213, 90)",0.06652353183984173,4.778480510477477
,,-211,"(0.29602740349065554, -0.22716585375064977, 1.2623578524157573, 1.323730970093018)","(-323, 90)",0.28740878344457715,5.628652739066362
,,211,"(0.03327764257189732, -0.3669543081455083, 1.820362102579466, 1.86251465367906)","(223, 90)",0.19971212480302947,4.80282766620874
,,-211,"(-0.1535713935211234, 0.04594562086511715, 1.1411137982213089, 1.1607392723500674)","(223, 90)",0.1395610743633876,2.850887537326248
,,22,"(-0.0031856160225157528, 0.007133119457370849, 0.10875666082135367, 0.1090368782368933)","(111, 90)",0.07170821430901686,1.9908151099403244
,,22,"(-0.36639770794863824, -0.5992968207059437, 15.040699528640223, 15.057092889085078)","(111, 90)",0.04666785479468616,4.163644290416933
,,22,"(0.0564667775701215, 0.025584345329641378, 0.5611462301668362, 0.5645601361463207)","(111, 90)",0.11002839131364928,0.4254178526674027
