Energy,Cross_section_pb,pid,momentum,parent_pids,theta,phi
,,22,"(0.15397052621877774, -0.2410317870420381, 0.6170523130155718, 0.6801152860410012)","(111, 90)",0.4340355397350554,5.2808486952585225
,,,,,,
,,-13,"(-1.0202623534448552, 0.45645954773259, 9.89346083178268, 9.956958464018575)","(14, 2)",0.11249829525795,2.720907752555198
,,39,"(-1.1969098776074196, -0.7750156122219646, 8.819404760054738, 8.934819063502875)","(39, 39)",0.16029253765833018,3.7162180901893187
,,-211,"(0.6684686149660404, -0.0670139717495824, 4.069986405302858, 4.127421747998906)","(1, 2101)",0.16359156646763778,6.183269146288227
,,2212,"(0.5051621451350604, 0.7688860808630662, 1.264627380799644, 1.8237345210832057)","(1, 2101)",0.6289292901212055,0.9895122967637701
,,22,"(0.44517449760299743, -0.11736941165728644, 1.5862463726648888, 1.6517062289951494)","(111, 90)",0.28247562143624205,6.025403188815835
,,22,"(0.5983669733481775, -0.26594663296682086, 2.735118870807667, 2.812409266772611)","(111, 90)",0.23498392680540783,5.864952944945461
,,,,,,
,,-13,"(0.6563301043957745, -1.3166006349776749, 9.693182227139223, 9.804751509451297)","(-13, 90)",0.15061953361579988,5.174838721405831
,,39,"(-0.3860365218057829, -0.6248781931681486, 1.9422584583576066, 2.0803157916727244)","(39, 39)",0.3615472547287425,4.1589992739914745
,,22,"(0.15728906823481423, -0.09224099309261265, 1.2311403736651263, 1.2445701552990875)","(22, 22)",0.14703850739876892,5.752794211258543
,,22,"(3.2259751982851845e-09, -6.115889168664731e-09, 4.909306750766662e-08, 4.957761887803462e-08)","(22, 22)",0.13992535975992676,5.197773790406255
,,-211,"(-0.15501118571013925, 1.7471573071362059, 4.667228688074299, 4.987894398968221)","(1, 2101)",0.359486074156341,1.6592865660611749
,,2212,"(0.15719350868221174, -0.5261453708888965, 2.041315100406405, 2.3127595384144133)","(1, 2101)",0.26278488225936936,5.002711816335241
,,211,"(-0.23362753169108813, 0.2366591666033016, 1.400947257701169, 1.4466244808041464)","(223, 90)",0.23306144972962545,2.349748224689698
,,-211,"(-0.06306695937068116, 0.5102603405266747, 5.886128825054229, 5.910189115968536)","(223, 90)",0.08712711043457926,1.6937702706297038
,,22,"(0.0014716778733138425, -0.030538625172945682, 0.37811249365064203, 0.37934658469257815)","(111, 90)",0.08068416635495647,4.760542432033133
,,22,"(-0.13454216383440437, 0.09632700914994607, 1.1285311482708662, 1.140597667522855)","(111, 90)",0.14558726222940324,2.520234406363128
,,,,,,
,,-13,"(-0.11123103554551575, -0.20132967033613722, 2.3354388537841637, 2.349115717624587)","(14, 2)",0.098171525523711,4.207642137354927
,,39,"(-0.5069027184401487, -2.7815138235248553, 13.852293447733203, 14.138445890552838)","(39, 39)",0.20133975972620063,4.532127316456112
,,2112,"(0.3941660026851086, 1.503904804519393, 7.298870875898563, 7.521529388805813)","(2114, 90)",0.20986923591429413,1.3144668806205033
,,22,"(-0.004502987628950864, 0.07640937933528498, 0.0430700775670715, 0.08782768202351424)","(111, 90)",1.0582557230625196,1.6296606377588294
,,22,"(-0.30395960870595295, 0.6061396816075157, 0.7631829760285299, 1.0209040171552373)","(111, 90)",0.7264214510934693,2.0356175865329993
,,22,"(0.2162552051991735, 0.21490089427991943, 1.2136801494482672, 1.2513865163500901)","(111, 90)",0.24610655599400585,0.782257058663532
,,22,"(0.31617514243628453, 0.5814887341188864, 2.8623082409526606, 2.9378400798592326)","(111, 90)",0.22724840510962852,1.0727766598469637
,,,,,,
,,-13,"(-0.20510639137892234, -0.13139954122614048, 2.93393743635245, 2.9459272542358055)","(14, 2)",0.08283384103881654,3.7113603736706877
,,39,"(1.8038295259058692, -1.8888550632345409, 15.151815897162596, 15.37579098165366)","(39, 39)",0.1706988279070519,5.474765812258675
,,2112,"(-1.6592435584794893, 1.3452228410962435, 9.182054107851854, 9.47394443212445)","(1, 2101)",0.2285678808670067,2.46033434659029
,,211,"(0.1175524694061482, -0.03830724290891188, 0.2055471573392956, 0.27751657015938824)","(223, 90)",0.5415219329279537,5.968163496592838
,,-211,"(-0.18036714889931668, 0.23689740222282263, 0.4438910882284868, 0.5524235428461207)","(223, 90)",0.5908336241131437,2.2215361441597374
,,22,"(0.03589446540550006, 0.1367235688916619, 0.21861192809646957, 0.2603323300000895)","(111, 90)",0.5739888781056365,1.3140570097071538
,,22,"(0.08744063804021059, 0.33971803515886445, 0.23298700638133138, 0.4211141813518192)","(111, 90)",0.9845197090155086,1.3188728619167849
,,,,,,
,,-13,"(0.3492098256746034, -2.1168541934562923, 16.301436108546824, 16.442353919537663)","(14, -1)",0.13085989716234958,4.8758828941690995
,,39,"(-0.03833629225945996, 0.08974022182254576, 1.1484688539247652, 1.159462206675351)","(39, 39)",0.08476669399775581,1.9745220333994797
,,-211,"(-1.2046043534993351, 1.8657598716559496, 7.081898702072181, 7.423267512252459)","(1, -2)",0.30388114164428476,2.1440985774362633
,,2112,"(0.47354037596773585, -0.19960274117418167, 1.5113792270827713, 1.8523338508252851)","(2214, 90)",0.327750312010437,5.884273108856744
,,211,"(0.2142126873983849, -0.003541009009667896, 1.0328910304405088, 1.064069208205792)","(2214, 90)",0.20451960546601267,6.266656470461159
,,22,"(0.12375774055204605, 0.12021507401694406, 0.663159794312361, 0.6852361309503904)","(111, 90)",0.25452550033172777,0.7708784408615238
,,22,"(0.08222001616602412, 0.24428277614470326, 0.6296109050330607, 0.6803264639243831)","(111, 90)",0.38856392560090636,1.2461291266616072
,,,,,,
,,-13,"(0.20029610323182992, -1.4172281026600735, 3.249270023196426, 3.5521224279551844)","(14, -3)",0.4149279015768725,4.852788601019702
,,39,"(0.012058610759320337, -0.7090517041377087, 10.90260926884246, 10.926373484365241)","(39, 39)",0.06495295362311167,4.729394014477828
,,211,"(-0.1480164459153188, 0.20427258336825704, 1.1583997348155077, 1.1937361044627843)","(2, -4)",0.2144200931360557,2.1978439893488773
,,2212,"(-0.4104394576440895, 0.5542592403589691, 2.3965222528092136, 2.6644574222577146)","(3122, 90)",0.28021332272454325,2.208201883324828
,,-211,"(-0.17826061814444022, 0.11504069240205789, 0.7254414218698142, 0.7686066941902606)","(3122, 90)",0.2845198244623645,2.5684924726393303
,,321,"(0.11276385375221348, 0.5655659339918555, 3.707484474035512, 3.784407692099189)","(-411, 90)",0.1543130168153977,1.3739947507823895
,,-211,"(0.2954517576122395, 0.34391229300502746, 1.2297282860753709, 1.3180587425566461)","(-411, 90)",0.3532321098897143,0.861048419513379
,,-211,"(0.4700983638337367, 0.13689328082592583, 3.5732019794235828, 3.6092914003542376)","(-213, 90)",0.1361787572367002,0.28336522493653693
,,22,"(-0.21294480541871452, 0.0497778496999514, 0.7975687824682272, 0.8270062195917366)","(111, 90)",0.2676130767629245,2.911956692091815
,,22,"(-0.14100736206677694, 0.15655793314573713, 0.6286183978763581, 0.6629891045383293)","(111, 90)",0.3234076959185725,2.3039826292392553
,,,,,,
,,-13,"(-0.6937484196905399, 0.6842576358321983, 2.6313926890111268, 2.8080040778814768)","(14, 2)",0.3546490571181784,2.363081712319146
,,39,"(-1.6889626401714561, -0.864736275930401, 8.04798736474422, 8.269601754101814)","(39, 39)",0.23154017623755455,3.6147882032265835
,,22,"(0.16257723736578297, 0.1052857342058089, 0.3362150672205652, 0.3880167720123392)","(111, 90)",0.5226563688572358,0.5746892991381428
,,22,"(0.2679384423715372, 0.15647067502581546, 0.9732978257340789, 1.0215589746178169)","(111, 90)",0.3086077846781759,0.528556753616594
,,2112,"(0.2404610429610321, 0.11657497861929259, 1.765652062673435, 2.0178528762387384)","(3122, 90)",0.15020852480968558,0.4514120327833505
,,22,"(0.0773528106795929, 0.00708080738324296, 0.6022308386299362, 0.6072195469104628)","(111, 90)",0.1282726195924917,0.09128470582701606
,,22,"(0.07388225224025095, -0.08525129223736333, 0.2922204534767768, 0.31323978587402557)","(111, 90)",0.3684215098003355,5.42646493493115
,,22,"(0.2811851498422425, 0.01151737288625852, 1.8873344423461775, 1.908200470505173)","(111, 90)",0.14801967182074124,0.04093722002875695
,,22,"(1.2420016506891278, -0.11365006597641963, 10.084968860431543, 10.161795183612238)","(111, 90)",0.12304353518706163,6.191933864348385
,,22,"(0.04015074389653293, 0.01952370622444356, 1.09761265567731, 1.0985202771197176)","(111, 90)",0.040653059830633484,0.452595423889951
,,22,"(0.06804411336906517, -0.06252986512259469, 0.4548555501546276, 0.46414820575210797)","(111, 90)",0.20043974191094818,5.539992900983934
,,22,"(0.007399469945300725, -0.041590561353214456, 0.02248786370524833, 0.04785635760453074)","(111, 90)",1.0816150209112558,4.888458945845808
,,11,"(-0.0674576215083876, 0.058477598215238694, 0.14962931893327847, 0.17423935949729755)","(111, 90)",0.5379497680473406,2.427380688186464
,,-11,"(-0.010824231990082062, 0.008569552227693386, 0.022959628674141058, 0.026795650643578778)","(111, 90)",0.5413817271994257,2.4719327765619274
,,,,,,
,,-13,"(1.9625971375199724, 0.32708610029490376, 11.724270498781513, 11.892369637940382)","(14, 2)",0.16810336206656354,0.16514202303524614
,,39,"(0.25349984409503984, -0.1740180974953527, 1.7068314727260496, 1.7388694795919954)","(39, 39)",0.178235476927487,5.681602916797358
,,2112,"(-0.8938731615468167, 0.14682614671520744, 1.1870925378843125, 1.7642413737052982)","(1, 2101)",0.6518225703238314,2.978788096857183
,,130,"(-0.590375673830533, -0.36093890739986684, 8.110637413608542, 8.15529737644511)","(311, 311)",0.08511005916657421,3.6903316774653887
,,-321,"(-0.31161666078723566, -0.046147373231834404, 4.327291703225695, 4.3667388232572755)","(-313, 90)",0.07266910387093355,3.2886143036609856
,,211,"(-0.4202314854504231, 0.10719213111694198, 1.312720995186352, 1.3895326014312537)","(-313, 90)",0.31908368900099615,2.891839711693051
,,,,,,
,,-13,"(0.6127183172974204, 2.463553700483136, 16.256843430372278, 16.45419833740782)","(14, 2)",0.15490512414213015,1.3270291384090518
,,39,"(0.09559696419867933, 0.09444738111408443, 1.246345892320211, 1.259875427263754)","(39, 39)",0.10740753282707587,0.7793492117085284
,,2112,"(-0.7358320958316648, -3.079568542946161, 10.276361490496397, 10.794053388427209)","(1, 2101)",0.2988812104563013,4.477846513396304
,,22,"(0.0769669523570087, 0.3085030072942837, 0.3882800548089745, 0.5018559735892386)","(111, 90)",0.6861543269306065,1.326302185407503
,,22,"(-0.04945013802144463, 0.213064454054657, 0.20101375341462133, 0.29706616568330857)","(111, 90)",0.8275750272660648,1.7988488397261162
,,,,,,
,,-13,"(-0.07458029969810656, -1.1004800934823653, 10.60390292211807, 10.661638704934534)","(14, 2)",0.10364597673674045,4.644721755302979
,,39,"(2.099473130027047, -0.3908185679493152, 8.56640699709435, 8.829479278993908)","(39, 39)",0.2443124421278914,6.099141069173284
,,-211,"(-1.0739062675887985, 0.5458937721667664, 6.8307860752340535, 6.937607143141533)","(1, 2101)",0.17456653773890562,2.671306973446975
,,2212,"(-0.9509865627401423, 0.9454048892649146, 2.3677486269660024, 2.8783241653013496)","(1, 2101)",0.5153037228648192,2.359137794619935
,,,,,,
,,-13,"(1.3315629201657373, 2.006847827525339, 11.35287549748249, 11.606008965623877)","(-13, 90)",0.20904288559471934,0.9849825288654943
,,39,"(0.3807332071353115, 0.1864718477351944, 3.2861875466204733, 3.315811671089457)","(39, 39)",0.12829957874445733,0.4554304743444538
,,22,"(0.0008351621601868178, 0.0020014863725482373, 0.011585073903192673, 0.01178632177041422)","(22, 22)",0.1850595031710182,1.1754904082087516
,,211,"(-0.5197955102198122, -0.7753771229594583, 2.613723601709758, 2.7789256748405835)","(113, 90)",0.3430286196565089,4.121821618127306
,,-211,"(0.16566714174775832, 0.07551318452148417, 0.3078973215458866, 0.38396404572118303)","(113, 90)",0.5340118496881583,0.4276772296806017
,,130,"(-1.3234043670394409, -0.9768617176210856, 7.426637333220907, 7.622874505417441)","(311, 311)",0.21796626276446524,3.7774620180127023
,,2212,"(-0.06147878413655061, -0.3498015221861007, 2.898236708726917, 3.0669638665192736)","(3122, 90)",0.12193655090615407,4.538412457817033
,,-211,"(0.025880230186801273, -0.16879398338792467, 0.471701538202859, 0.520714241389102)","(3122, 90)",0.34734473767233365,4.8645285437207715
,,,,,,
,,-13,"(2.055231797844405, -1.2153578917769714, 7.762592972976549, 8.122197131791388)","(-13, -13)",0.29840498863504705,5.749151616448445
,,39,"(0.2784765951513397, 0.18546488400346092, 8.974071865820195, 8.981189298289358)","(39, 39)",0.03726614638093485,0.5875396087042938
,,130,"(-1.499583526561843, 1.1456207906108367, 9.141924996735334, 9.347919881291762)","(311, 311)",0.2035648752157222,2.4892172850085865
,,2112,"(-0.7126266442501438, -0.19236465874500536, 2.221666337509325, 2.52258478473002)","(3122, 90)",0.32076905416599866,3.4052462389868583
,,22,"(-0.10384109425246134, 0.0024337872134023025, 0.21842991532301004, 0.24186881585637698)","(111, 90)",0.44387931263386987,3.1181593323814734
,,22,"(-0.01765712793129696, 0.07420308869428224, 0.05015853304810884, 0.091289380412466)","(111, 90)",0.9890959663324344,1.8044084719545095
,,,,,,
,,-13,"(1.1092683117216593, -0.3382521628906989, 8.03694760786996, 8.12087320430117)","(14, 2)",0.14330622080955133,5.987209281301744
,,39,"(0.6195083951361718, 0.3394948016320609, 3.2573448100695415, 3.335444723754631)","(39, 39)",0.21356650957672635,0.5013116208030591
,,-211,"(-0.2084997101902264, 0.626782230376398, 2.449455404248571, 2.5407950833877866)","(1, 2101)",0.2634067875945276,1.8919326188678325
,,-321,"(0.12422168082594645, 0.23135703154653828, 2.152968327656855, 2.2243987197278283)","(1, 2101)",0.12137018371137796,1.0780458626603315
,,211,"(0.1460382573897466, -0.1529443410938351, 0.3624229761756116, 0.44220961393218156)","(1, 2101)",0.5281889277030631,5.47469263629434
,,2112,"(0.3759780172483923, -0.5823304756247659, 2.562016285939919, 2.815526147386448)","(1, 2101)",0.26422608997504793,5.285695694532941
,,211,"(-0.7114079215546383, 0.15462846432147218, 2.430328991556003, 2.540864023305208)","(323, 90)",0.29104904458281505,2.9275661054490523
,,211,"(-0.3141390828580253, -0.2144359624455105, 1.575646801425398, 1.6269015867934062)","(310, 90)",0.23686164991976955,3.740555104356451
,,-211,"(-1.140967947719025, -0.06429958582165923, 5.541713416470615, 5.660036189782662)","(310, 90)",0.20336325909709943,3.197888402535672
,,,,,,
,,-13,"(0.4076198401879172, 1.8905921890305595, 11.24927934652831, 11.414812421199333)","(14, 2)",0.17026074963775328,1.35844262060649
,,39,"(0.7008725519515474, 0.6736421370556305, 8.808098230652826, 8.862474791235329)","(39, 39)",0.10992167480736911,0.7655898240964852
,,2112,"(-1.0727290388396094, -0.8155562431000347, 3.151718151518871, 3.5541523135542086)","(1, 2101)",0.4040362255367755,3.791629817888725
