Energy,Cross_section_pb,pid,momentum,parent_pids,theta,phi
,,39,"(-0.07552111372745676, 0.05623333948940107, 15.97426322912116, 15.975036784367585)","(39, 39)",0.005894254229549602,2.5015538015274394
,,2112,"(-0.20537218999976697, 0.2894935833337334, 0.35622307873942743, 1.0656786278908383)","(3, 2101)",0.7835976737823024,2.1878157009053267
,,130,"(2.5685472683197728, 1.4738449587546891, 59.52584248259398, 59.601536834269055)","(-311, -311)",0.04970816982223477,0.5209356520607863
,,22,"(-0.1165444772225673, -0.0917136354796994, 0.314934283924184, 0.3481057444151465)","(111, 90)",0.4401009341624246,3.808319954820809
,,22,"(-0.30637641265702203, -0.11536818855094985, 1.215444081475082, 1.258761550236946)","(111, 90)",0.2631044365868947,3.501727682095831
,,22,"(-0.048999270128263536, 0.033836171103946794, 0.24508052937382993, 0.2522107864985848)","(111, 90)",0.23834951496312257,2.537240966215345
,,22,"(0.0014252928445986496, 0.22996250891717676, 1.8574757187819853, 1.8716572423474949)","(111, 90)",0.12317934369384212,1.5645984704524114
,,,,,,
,,-13,"(-1.2383815588875509, 2.447654397441607, 63.807296135303226, 63.866319802135074)","(14, 2)",0.0429639357051771,2.03918961093268
,,39,"(0.6285190973895385, -0.7203062843226908, 63.38427828626443, 63.39161190718521)","(39, 39)",0.01508097751199733,5.42984217556717
,,-211,"(-0.2668811922142731, -0.1878033430366014, 3.8029591117230606, 3.819486019970604)","(1, 2103)",0.08560156633764282,3.7547951398494828
,,211,"(-0.4533078307885525, 0.49788373502764904, 0.6545619640331826, 0.9493720833889535)","(1, 2103)",0.7995325356850085,2.309365526600884
,,2112,"(0.2691801522197257, -0.832074082622405, 2.642534803930048, 2.937786106612012)","(2114, 90)",0.3195987510497083,5.025268137856774
,,211,"(0.1971494788088984, -0.27334058752472207, 0.9972526286890778, 1.0618736196507836)","(223, 90)",0.3258990960986679,5.3372409894985955
,,-211,"(0.1685671735549925, -0.24035817545472482, 2.360319121466354, 2.382597969563465)","(223, 90)",0.12374433561426267,5.32399800899936
,,22,"(0.026235118579883566, -0.018650613768413697, 0.36691987015590105, 0.36832908920700563)","(111, 90)",0.08750337521812154,5.66517958410212
,,22,"(-0.14924973342739406, -0.122928029725732, 1.1720317133156675, 1.1878742022781943)","(111, 90)",0.16350285483191898,3.8305828524430283
,,22,"(0.06584109995366517, -0.007580310038102271, 0.24315523583376247, 0.2520257531617652)","(111, 90)",0.26610260675632624,6.168559616365627
,,22,"(0.7523281948110675, -0.5424967059758616, 2.7494428015781915, 2.901678153733194)","(111, 90)",0.32536094787194003,5.658444442465273
,,,,,,
,,-13,"(1.4774464865355776, 4.5283038668233635, 87.06305357312483, 87.19331881252867)","(14, 2)",0.05465565936768895,1.2554168271992037
,,39,"(0.6909298880309654, -1.082885089989309, 35.06916743239781, 35.09291064519161)","(39, 39)",0.036612180442979855,5.280314330912872
,,2112,"(-1.038537995289072, -0.7097984984207544, 2.182625164513215, 2.688683594193586)","(1, 2101)",0.5228375511146663,3.7411310344301167
,,22,"(-0.7871740760717412, -2.0194544999548576, 10.392650967530304, 10.616262696275745)","(221, 90)",0.20560881030816902,4.340710506949575
,,22,"(0.0790832217877183, -0.21196032483933486, 1.50327608938153, 1.520204044258713)","(221, 90)",0.14937232064451247,5.06949627252727
,,22,"(-0.1281448677611479, -0.10081616213538261, 1.9375211304974107, 1.9443695988173633)","(111, 90)",0.08395563825575146,3.8081932104777434
,,22,"(-0.29360265723230217, -0.4033892914837328, 4.0324573148478695, 4.063205315620624)","(111, 90)",0.12310149025529765,4.083222098739814
,,,,,,
,,-13,"(-1.0383142839032575, 1.8557165693070554, 51.46836788506882, 51.512385280883095)","(-13, 90)",0.0412921423046071,2.0809207044916076
,,39,"(-0.5188942755083217, 0.826557453165662, 66.77633705610599, 66.78358696599614)","(39, 39)",0.01461393724985527,2.1313905429222277
,,22,"(-1.5107045695714392e-09, 4.891340336854926e-10, 1.1328978874899917e-08, 1.143972214467476e-08)","(22, 22)",0.13925695883263434,2.828465731665728
,,211,"(0.04484973971752333, -0.2869060622309799, 1.9383235328135557, 1.964918443716288)","(2, -4)",0.1487092485344537,4.8674560405158855
,,2212,"(0.508175600855696, 0.04935085791825018, 0.9126323119890885, 1.4049648672720856)","(3122, 90)",0.5100646490030859,0.09681020847348251
,,-211,"(0.15934118337795813, -0.0782092289054452, 0.12069157674372363, 0.2560322983593256)","(3122, 90)",0.9736524604379232,5.826901605020074
,,-211,"(0.07982999578912092, -0.7682859078791239, 7.437859293909125, 7.479162167339581)","(-411, 90)",0.10347913170484149,4.815924063717109
,,321,"(0.38114487438680356, -0.7179818967445817, 4.2801082185255295, 4.384497203102548)","(313, 90)",0.18768452856809717,5.200415469217514
,,-211,"(0.545239759318793, -0.2673572696531559, 4.464473287989967, 4.5077453154381235)","(313, 90)",0.13519113996376686,5.827289004747924
,,22,"(-0.06665374178638492, -0.4000272997489852, 3.4144621930095593, 3.438461375285498)","(111, 90)",0.11821812579935227,4.547282806734083
,,22,"(-0.09471885073722563, -0.2128572157178282, 1.3674963048085682, 1.3872007780538531)","(111, 90)",0.16874976324149157,4.2937110649639285
,,,,,,
,,-13,"(-0.6083244943618965, -0.16198203980568707, 3.583062115593877, 3.639477301957568)","(-13, 90)",0.17391859374302637,3.4018300136349375
,,39,"(0.2831207432637053, -0.26779291751797013, 89.01296442135472, 89.01390652252523)","(39, 39)",0.004378048130476533,5.525602523233179
,,22,"(-1.1951301576589686, -1.352462259058108, 16.4296166867392, 16.528454093746994)","(22, 22)",0.10941483418338208,3.9886696546273206
,,-211,"(0.1986077055755702, -0.06328444889297764, 0.10610291624371382, 0.2723739266543348)","(1, 2101)",1.0999607637601807,5.974716111709715
,,-211,"(0.7807733263250587, 0.562763966883361, 12.462129287758673, 12.500018257556086)","(-213, 90)",0.07707699327709541,0.6245350180890357
,,321,"(-0.026334475153159398, 0.06897004516689556, 2.64685808243182, 2.6935159221074905)","(323, 90)",0.027884946750892037,1.9355369355226237
,,2212,"(-0.33649772036380143, 0.13871647480881136, 5.463848722463004, 5.555759752819951)","(2214, 90)",0.06651564864639588,2.7505827049384455
,,-211,"(0.2980247543570612, -0.11388997970849886, 1.5718322254448753, 1.609945965408336)","(333, 90)",0.20025590266967155,5.918161453488106
,,22,"(0.07603761590004997, 0.22268676826531641, 1.4882186490805898, 1.5067069599837488)","(111, 90)",0.1568174225181423,1.2417537438779396
,,22,"(0.06709051593651642, 0.09536205670422536, 1.563434725188071, 1.567776514402288)","(111, 90)",0.07444020611782627,0.957702017956743
,,22,"(0.3062863504650253, 0.21864301256399163, 1.2690736971891021, 1.3236933724701723)","(111, 90)",0.28827079503141484,0.6199619971835838
,,22,"(0.11063595857526912, 0.13399700855869703, 0.9359741995020189, 0.951968074972051)","(111, 90)",0.18356529880517938,0.8806037493114679
,,211,"(0.06697622185055645, 0.2540375021631473, 0.4177071671541269, 0.5128156873483801)","(310, 90)",0.5614369608229168,1.3130152522677971
,,-211,"(-0.326223024051341, 0.1309424281397224, 0.7035637080854419, 0.7987797300528255)","(310, 90)",0.46335155064845096,2.7598891863867983
,,22,"(-0.013329904107887827, 0.04678458928743752, 0.23609628484983183, 0.24105588534240902)","(111, 90)",0.2032015028473282,1.8483622618000801
,,22,"(0.06344270188297992, 0.015209469450587512, 0.04025158584602256, 0.07665829730890679)","(111, 90)",1.0179895589322674,0.235294894909493
,,211,"(-0.03698044143007388, -0.2862929041854781, 1.9636666139865044, 1.9896727207811187)","(213, 90)",0.1459608663710702,4.583930313561166
,,22,"(0.08474957929339053, 0.20977871334175258, 1.0411287563798082, 1.0654288747366916)","(111, 90)",0.21398625450690098,1.186850620824573
,,22,"(0.2070747437019472, 0.14781251383477426, 1.2452218270010775, 1.2709468467112552)","(111, 90)",0.20154147637270667,0.6199359859812915
,,,,,,
,,-13,"(-0.5711447832832244, -1.6952044221215352, 29.500438106932155, 29.554812415794267)","(14, 2)",0.0605633587263881,4.38741575596071
,,39,"(-1.0178643528095472, -1.1003707075211087, 70.45436682825957, 70.47042299878163)","(39, 39)",0.02127232291627203,3.965921655944712
,,-211,"(0.9288011105448003, -0.34985124630946063, 1.288292177346651, 1.6322511806110338)","(1, 2101)",0.656432376372753,5.922951584471143
,,-211,"(0.01912459072103692, -0.027565075912910512, -0.0511976024935043, 0.15240263377453275)","(1, 2101)",2.56150162594462,5.318940295999182
,,-321,"(0.0781408557113403, 0.6357411788032064, 5.2832988243117205, 5.344832948664626)","(-313, 90)",0.12064709412024507,1.4484967493080805
