Energy,Cross_section_pb,pid,momentum,parent_pids,theta,phi
,,-211,"(-0.5116150794923521, 0.29526716253437607, 3.241384790971409, 3.297724645096347)","(223, 90)",0.1802603803962991,2.618160925921575
,,22,"(-0.1047038524947394, 0.23287543364742502, 0.715139293320843, 0.7593537207225307)","(111, 90)",0.3429296877655505,1.9933284844856305
,,22,"(-0.2113965805213851, 0.15899616596579158, 0.6328116028575559, 0.6858708477250691)","(111, 90)",0.3959266193055341,2.496734403279894
,,22,"(-0.1400358667598513, 0.3502802514046093, 1.3104889664027757, 1.363703644332842)","(111, 90)",0.28028069727472193,1.9511150720720054
,,22,"(-0.008685911459921168, 0.12227767162648862, 0.2383044706065202, 0.2679856241430476)","(111, 90)",0.4751076456338747,1.6417115321237636
,,,,,,
,,-13,"(1.7781669821257975, -0.30359416731140654, 28.429521358126348, 28.486889895573196)","(-13, 90)",0.06336662182816577,6.11408152240341
,,39,"(0.3827578412091891, 0.2548567463225817, 2.289357987926185, 2.3384748116220813)","(39, 39)",0.19822339185785418,0.5874323678708839
,,22,"(0.000135276462457127, -1.3626273716700946e-05, 0.001979896040033741, 0.0019845588240139434)","(22, 22)",0.06856314437902879,6.182794844743824
,,2112,"(-0.19859211237774135, 0.2869254705620859, 1.402911877077608, 1.724157351433257)","(1, 2101)",0.24378450564839677,2.1762264838005807
,,22,"(-1.171288894632012, -0.08585618166769184, 2.0552283514145477, 2.367119036947021)","(111, 90)",0.5191516650509259,3.214762396835437
,,22,"(-0.7911790927876912, -0.15231824163185204, 1.5352454715239618, 1.7338234804711248)","(111, 90)",0.4832958543723511,3.3317862090689676
,,,,,,
,,-13,"(-1.0544228929330115, 0.6018019613187678, 10.935383582816376, 11.00307917706304)","(14, 2)",0.11056963305396342,2.622965312825238
,,39,"(0.22503239544261186, 1.7177803024898286, 20.388091428429103, 20.46195322451308)","(39, 39)",0.0847703487423334,1.4405362503005077
,,-211,"(0.07215385089804799, -0.11513876912369608, 0.10996285368885739, 0.2236844394367533)","(1, 2101)",0.8904283588680727,5.272187285914407
,,2212,"(0.7572366465923519, -2.2044434946849005, 4.280807077174341, 4.963732293857812)","(1, 2101)",0.49860635915569695,5.043265640879091
,,,,,,
,,-13,"(-0.4896851730780215, 1.9042033753504497, 8.537040807083523, 8.76116498194377)","(14, 2)",0.22636205301698392,1.8225024929259006
,,39,"(-0.08878130081355781, 0.4027643564386214, 6.109565106861763, 6.124764155682291)","(39, 39)",0.06740390289579265,1.7877566339682256
,,-211,"(0.06242924795663488, -1.7813416383483802, 17.410600533136723, 17.502158899772194)","(1, 2101)",0.10202100303237155,4.747420838481069
,,211,"(0.30944590027988517, 0.2582716172708102, 0.8970983590224393, 0.993340950604809)","(1, 2101)",0.4222699930714899,0.6955007209958016
,,2112,"(0.010620961794931938, -0.08636167664724884, 1.0656120955323174, 1.4233383529813104)","(1, 2101)",0.08147402460998862,4.834756873165932
,,22,"(-0.007870968683011261, -0.0838925557566272, 0.12926330064969355, 0.15430137379246123)","(111, 90)",0.5776784453073418,4.618840811443456
,,22,"(0.20384133254314057, -0.6136434783076251, 1.565064739822232, 1.6933804200938651)","(111, 90)",0.39179500375748927,5.033102998600197
,,,,,,
,,-13,"(1.5160710284142875, -1.3770079773084918, 10.468905004703636, 10.667884437219838)","(14, 2)",0.19319434375975764,5.54581766700176
,,39,"(0.3334996257685705, 0.32039910416241657, 9.755366827401108, 9.767134095785218)","(39, 39)",0.047371158532504204,0.7653663623489536
,,-211,"(-0.1735500638671698, -0.07661298608004047, 0.08453033072317406, 0.2502285675468905)","(1, 2101)",1.151623346935512,3.5573103654078033
,,2212,"(-0.1994539401046535, 0.2353648887765472, 3.8465536275380123, 3.9713352801693684)","(1, 2101)",0.08003298233893433,2.27379319716771
,,211,"(0.03665159309789654, 1.1328996199458854, 2.587042859203517, 2.827910081386262)","(113, 90)",0.4129492413455919,1.5384555851204538
,,-211,"(-0.030040690517753838, -0.03209150487711773, 0.11953698399424834, 0.18894756736857643)","(113, 90)",0.35238685591286145,3.959986111278673
,,22,"(-1.4148121991213256, -0.16858605498411489, 8.296693592762471, 8.41814940404977)","(111, 90)",0.1700745697228378,3.260191354290515
,,22,"(-0.06836535366985105, -0.034365089635084424, 0.5556157157825173, 0.5608597013447751)","(111, 90)",0.1368540295064873,3.607372547859191
,,,,,,
,,-13,"(0.7382108405364525, 2.065957987680484, 15.780716988336648, 15.932838113579239)","(14, -3)",0.1381378310679342,1.2276141182897171
,,39,"(-0.17876363104023996, -0.005141510719846948, 4.694406971777506, 4.699498761479213)","(39, 39)",0.038077464410789415,3.1703462298405505
,,-211,"(0.3623165546922418, -0.31045054817436113, 2.370327301327499, 2.421896803950227)","(1, -4)",0.19863831191033215,5.574728506437194
,,2112,"(0.33987558511921034, 0.38248884410854017, 2.7202611071202027, 2.9230849123893825)","(3222, 90)",0.1859259714190558,0.8443212348018362
,,211,"(-0.11414614326372083, 0.024181564277111007, 0.24211439268027646, 0.3028419622770416)","(3222, 90)",0.449078150635701,2.9328317425750066
,,-211,"(-0.10072500670067092, -0.4016254768486113, 0.6425414412909272, 0.7770378622081079)","(-421, 90)",0.5724391403503556,4.466663755856551
,,211,"(-0.45963729125153907, -0.13478896529048912, 3.056152591065003, 3.0966082977100062)","(-421, 90)",0.15546604234357478,3.4268460013583266
,,130,"(-0.3345943859215615, -1.1790214239965047, 4.039492020095007, 4.250547778092161)","(-311, -311)",0.29457257743377874,4.435869362491082
,,22,"(-0.03154717742651235, -0.01839994847652461, 0.30408106817346403, 0.30626635226389703)","(111, 90)",0.11953026387591958,3.669606277519957
,,22,"(-0.1422879796280738, -0.26231995184078916, 0.7893479389930668, 0.8438766468347108)","(111, 90)",0.36145554263731217,4.215382815062494
,,22,"(-0.034086180531883364, -0.12954501044417416, 0.9756063786283274, 0.9847596577107091)","(111, 90)",0.13645052006171884,4.455098559196488
,,22,"(-0.04461518458370303, -0.03133556027483609, 0.09919674262076184, 0.11319198637600389)","(111, 90)",0.5025475564206856,3.753895340116262
,,,,,,
,,-13,"(-1.03329902848371, 1.6643682610355786, 10.482255982021096, 10.66427133464003)","(-13, 90)",0.18475941762935882,2.1263953939304763
,,39,"(-0.16334749108220303, 0.7049637751685082, 3.1410582179479833, 3.225794782257156)","(39, 39)",0.22643048392829426,1.798488643421955
,,22,"(-1.87342406730969e-10, 5.452601374604946e-10, 1.5502040024465925e-09, 1.6539462639592088e-09)","(22, 22)",0.3560645859256105,1.9017435243599692
,,2112,"(0.1683804379768214, -0.7414826180545122, 1.0336004279219044, 1.5903679053195778)","(2212, 90)",0.6342490153284884,4.935688167363438
,,211,"(0.003530871024137905, -0.9555642423724102, 9.63410061598732, 9.68238038667239)","(2, -2)",0.09886294129321994,4.716084027560088
,,-211,"(1.024735210752296, -0.6722851763224231, 11.423229696680174, 11.489634724327589)","(2, -2)",0.10687967387452141,5.702563548552461
,,,,,,
,,-13,"(-1.2854063038972687, 2.80008252250946, 21.27265221808002, 21.494874457087356)","(14, 2)",0.14383495766764642,2.001159081296561
,,39,"(0.13079760414115876, -0.3193902506296941, 6.79481300939648, 6.8047373865319924)","(39, 39)",0.05075027184694747,5.101077654996402
,,2112,"(1.432595263840458, -1.9319565673808279, 6.94717633536016, 7.411533996934255)","(1, 2103)",0.3332913807755027,5.350444378882726
,,22,"(-0.12256086395201282, -0.22148060654806762, 0.3889343296585259, 0.46405251560194216)","(111, 90)",0.576958343009769,4.20696163341261
,,22,"(-0.15542570013233567, -0.32725509795086927, 0.31066904961351005, 0.4772507787151547)","(111, 90)",0.8619537834945369,4.268991684347506
,,,,,,
,,-13,"(0.8626435922821363, 1.777281087649329, 14.72089482218276, 14.853241748291467)","(14, 2)",0.13340478101285053,1.1189189419474725
,,39,"(-0.020237049334500587, 0.6589859270923968, 7.7223854767879905, 7.751500394371009)","(39, 39)",0.08516820633821999,1.6014960587245632
,,211,"(0.27451673496919826, -0.8086721376373498, 0.46085313268963685, 0.9803955624027282)","(1, 2101)",1.075939609159631,5.039648786447422
,,2112,"(-0.7177569082719821, -1.2673738025150947, 6.316718035771216, 6.550200749825238)","(1114, 90)",0.22661883298330368,4.197091797265198
,,-211,"(-0.3991663696448563, -0.3602210745892807, 6.493393474677067, 6.5171106799802345)","(1114, 90)",0.08261472343028242,3.8757505641559127
,,,,,,
,,-13,"(-1.2343053810410947, 1.4593617808142334, 8.495092846652108, 8.708100429474163)","(14, 2)",0.22130894184100808,2.2728379023209784
,,39,"(-0.24821335638697506, -0.08700562001606532, 17.129292283940917, 17.131774073879136)","(39, 39)",0.015353813242465077,3.4787373745394126
,,2112,"(0.4099972396890968, 0.4198851653924856, 1.9704409540851198, 2.2604934477023444)","(1, 2101)",0.2894651073664684,0.797312451221717
,,130,"(0.313448167417713, -1.2498032613275787, 3.939474106123541, 4.17460535746799)","(311, 311)",0.31610900482236404,4.958118568035756
,,-321,"(0.12822015778523776, -0.23178119691302618, 2.249234738954899, 2.3179602639878056)","(-313, 90)",0.11722583522378989,5.217681719622348
,,211,"(0.6308531725360214, -0.31065686795005354, 1.9307100123520986, 2.059515562359251)","(-313, 90)",0.34928269860817474,5.825604565883166
,,,,,,
,,-13,"(0.8746919024646974, 0.6261507457341267, 6.628969648280607, 6.7165134790340595)","(14, 2)",0.16087170566939235,0.6212864561824458
,,39,"(0.9963110704156799, 0.04994286006054871, 8.07157296448808, 8.133957774719207)","(39, 39)",0.12296600072810299,0.05008585416427933
,,2112,"(-1.183958194814051, -0.5097707703938513, 11.025871118405755, 11.140657473866144)","(1, 2101)",0.11638213934387603,3.5481673124029927
,,-2112,"(-1.1243721866710041, -0.05655950293724927, 7.758989147566611, 7.896335616505187)","(-3122, 90)",0.14408988316512344,3.1918534743865834
,,2212,"(0.4309910887915345, -0.1523994533054305, 1.215385049546893, 1.6020269422040359)","(3122, 90)",0.3597605075362404,5.943304896494458
,,-211,"(0.14106945093467874, -0.050645430418054596, 0.10525191848087652, 0.23026788932273404)","(3122, 90)",0.958583821442838,5.93850587412138
,,22,"(-0.027284869026864358, -0.02393355020249146, 0.36185682993056567, 0.36367244090047124)","(111, 90)",0.09996593882231226,3.861652049848996
,,22,"(-0.10744826209467072, 0.11721510146240108, 0.5463482654092868, 0.56901751831885)","(111, 90)",0.28321957263019953,2.312748628213497
,,,,,,
,,-13,"(-1.548063921078177, -0.16738741313519856, 11.42647924479782, 11.532567468574175)","(14, 2)",0.13543585817113366,3.249301137718614
,,39,"(-0.22565371432813464, 0.06604228167961902, 14.72023420334926, 14.72265007071652)","(39, 39)",0.015971180238495985,2.8568732683974645
,,2112,"(-0.64667072502817, 0.28256104166144885, 1.7528829973106812, 2.110311435791916)","(1, 2101)",0.3827444177726024,2.7296461930448417
,,211,"(0.5222453817450938, 0.2444666863077148, 2.0961257137283726, 2.1784689559692225)","(310, 90)",0.26845367260597636,0.43780921106205256
,,-211,"(0.38496926979307705, -0.14477577868282926, 2.1064938655073524, 2.150803932277031)","(310, 90)",0.1928238261561696,5.923476007819164
,,211,"(0.2378008094432838, -0.15142798846513972, 0.9292137512174327, 0.9810186751606986)","(310, 90)",0.2945710855158902,5.716156235057277
,,-211,"(1.2753728994530285, -0.12947882936561506, 2.682815166197766, 2.976628596381124)","(310, 90)",0.44575451793742893,6.182009624780178
,,,,,,
,,-13,"(-1.9096380832038569, -0.4495732635887543, 19.336440401411878, 19.43599560509082)","(14, 2)",0.10111241191536074,3.3728057050884535
,,39,"(0.04272718195628261, 0.22225320865353704, 9.165611840953025, 9.16926995138704)","(39, 39)",0.02468760662695748,1.3808680020357105
,,-211,"(2.244962172847172, 0.7182558477893198, 5.63977824938043, 6.11410869280902)","(1, 2101)",0.39587170698952223,0.3096495877839837
,,2212,"(-0.3780512715995942, -0.49093579285410244, 1.5724144503633433, 1.9330748855837971)","(1, 2101)",0.37537734790336985,4.056170991655747
,,,,,,
,,-13,"(-1.0355010625569898, 2.9801373144929673, 16.323003609496936, 16.62543508408246)","(-13, 90)",0.19092596477434534,1.905213302305795
,,39,"(0.16768226295995506, -0.11718692302189904, 2.5838569069272492, 2.5949981798202884)","(39, 39)",0.07900869356711875,5.673222863030569
,,22,"(-2.231367152618719e-09, 1.4715819306430478e-09, 1.941289439447974e-09, 3.303506839117046e-09)","(22, 22)",0.9426510855564273,2.558569483013861
,,2112,"(1.2943214638318268, -2.5415025451766704, 12.994980368768406, 13.337421407770378)","(1114, 90)",0.21605181682987143,5.183428326900372
,,-211,"(0.09267997987519803, -0.4445396469122221, 2.1632824719539228, 2.2148308998001602)","(1114, 90)",0.20690752922521544,4.9179300065895175
,,211,"(0.1429352972323406, -0.04712158778637971, 0.3848851338187292, 0.43619639425959145)","(213, 90)",0.3727512897153209,5.964734684474428
,,22,"(-0.4356447848701053, 0.1495452642136671, 0.7330089377689295, 0.8657091125097341)","(111, 90)",0.5610158775347853,2.810922878414413
,,22,"(-0.22647315424087114, 0.02066812271895744, 0.5312275114332525, 0.5778580533246054)","(111, 90)",0.4044867541697875,3.0505839447347958
,,,,,,
,,-13,"(-1.0416239248777952, 1.5554605579432597, 24.646005011431804, 24.717224055450004)","(14, 2)",0.07581053116768506,2.160865805099443
,,39,"(0.11413016021223871, 0.5643921665313553, 6.157981045881291, 6.186125095251591)","(39, 39)",0.09323618141618714,1.3712691487268762
,,2112,"(0.33253837036749034, -0.9532981996671112, 1.2576671533435726, 1.8665148482545073)","(1, 2101)",0.6764353025055724,5.048020504398243
,,22,"(0.17441765909225876, -0.4866333879372099, 1.4198776269740676, 1.5110546150420838)","(111, 90)",0.34916112300383517,5.056542437255838
,,22,"(0.42053773520580673, -0.6799211368702921, 2.2327141044779513, 2.371530520872502)","(111, 90)",0.34384490682200364,5.266307405454998
,,,,,,
,,-13,"(1.3256418382787423, 0.8832885192407757, 9.977264183002521, 10.104181783036298)","(14, 2)",0.1583228561982777,0.587755695185784
,,39,"(-1.1414491996974299, 1.6851413128401795, 14.987445301772738, 15.12554042389615)","(39, 39)",0.13497724639139963,2.1661662811812334
,,2212,"(0.3421668046227154, -1.388615845086057, 6.010270690298946, 6.248922823253327)","(2114, 90)",0.23360685759905583,4.9539846010168525
,,-211,"(-0.04709539301716445, -0.9104081844587968, 3.4909940778372017, 3.610758988740097)","(2114, 90)",0.25543217144940467,4.660705073976735
,,211,"(-0.3928621242516458, -0.006156352785323671, 0.5276968013109866, 0.6725490676262806)","(223, 90)",0.6400206824503418,3.157261888547949
,,-211,"(-0.06128878034176487, -0.09422500930566655, 0.6294077884898384, 0.6544223529847547)","(223, 90)",0.17672392438268764,4.1356965627923055
,,22,"(-0.021334170421674375, -0.08304590812522815, 0.1180574691241325, 0.14590865532901173)","(111, 90)",0.6281449229477352,4.460930469622289
,,22,"(-0.0037789751717764476, -0.085978532319879, -0.02689136972768076, 0.09016504000476121)","(111, 90)",1.8736509032046194,4.6684647071310765
,,,,,,
,,-13,"(-1.597292034332733, 1.1365053226159672, 11.3253988771936, 11.49429466972268)","(14, 2)",0.17139527752876305,2.5231768764318336
,,39,"(-1.0790885375792516, -0.4014658699831216, 11.580238537178005, 11.638014453341903)","(39, 39)",0.09909801555827549,3.4977671745733563
,,-321,"(0.5446279437949805, -0.25067318714723835, 3.6700345634499683, 3.751310475451786)","(3, 2101)",0.1619323684499049,5.851827859423829
,,2212,"(1.9694943228025958, -0.6937456214511177, 9.186727167950732, 9.467655334141517)","(3, 2101)",0.2234987999557469,5.944511395444205
,,22,"(0.13657949587416152, 0.22445150951003373, -0.05935605288593997, 0.2693614297347926)","(111, 90)",1.7929782108883818,1.0241478107846465
,,22,"(0.02567880944024868, -0.015072153544514307, 0.011201849222319137, 0.03181277247800971)","(111, 90)",1.2109632758981803,5.752417345794851
,,,,,,
,,-13,"(1.0029364822273152, -0.04376740876499279, 3.1175375536020256, 3.276889013557128)","(14, 2)",0.31152887923391925,6.239573714713853
,,39,"(0.6857472404711071, 0.7185927365343923, 21.399048060196026, 21.42245857979306)","(39, 39)",0.046384186325232724,0.8087824645382158
,,-211,"(0.4351983982580742, 0.7742612053941067, 1.9777643527878122, 2.172535311584814)","(1, 2101)",0.4220943382413874,1.058724345012014
,,2212,"(-0.780081803669588, -0.26184179594088597, 2.663427213084616, 2.9413064884193267)","(1, 2101)",0.2996433953657553,3.46543521174299
,,211,"(-0.7417446417063494, -0.41233068917385335, 2.014689323990977, 2.1905831570241485)","(113, 90)",0.39867284383083784,3.6489490156433964
,,-211,"(-0.6020556755805613, -0.7749140480487664, 4.541778438447223, 4.648676584492214)","(113, 90)",0.21279121736716575,4.051872887937829
,,,,,,
,,-13,"(0.006252788516567227, 1.2041418980908798, 12.003488769603587, 12.064199247596234)","(14, 2)",0.09998284627281995,1.565603639515836
,,39,"(1.4433105876947392, 0.3280421160687027, 9.33365773931134, 9.451125477879831)","(39, 39)",0.15726927079975755,0.22348778954990875
,,-211,"(-0.1999679444041771, -0.6080136014396438, 5.125959032744068, 5.1676497083873)","(1, 2103)",0.12422207466575516,4.39464518971063
,,211,"(-1.0357360383327516, -0.8520095369947825, 6.550350164494651, 6.687692909713065)","(1, 2103)",0.20195289620676685,3.829970502005008
,,130,"(0.15373618976002912, 0.22342037749481036, 1.0286300055567086, 1.1744134202032306)","(311, 311)",0.25778885734657153,0.9680997600811245
,,22,"(-0.10075680132462084, -0.021862110378940643, 0.14088363221429517, 0.17457973166803442)","(3212, 90)",0.6317634351480457,3.355259608562666
,,2212,"(-0.12970955771923037, -0.25887051755245216, 1.2427986879957862, 1.5838995189107299)","(3122, 90)",0.22889801815146893,4.247894051509904
,,-211,"(-0.13712922419055584, -0.014848625288573877, 0.2884769101882535, 0.34888912051227094)","(3122, 90)",0.4460028044517583,3.2494543944191516
,,,,,,
,,-13,"(0.06199096784256438, 1.7320762547230502, 10.261256439694739, 10.407135955153375)","(14, -1)",0.16732645198009533,1.535021620307307
,,39,"(-0.1333189540215531, 0.3268601544554839, 7.257401840875781, 7.267072443947114)","(39, 39)",0.04860218010405044,1.9580752865729099
,,2212,"(-0.11305090934562564, -0.615769445011687, 1.3755995783865433, 1.7789258867280304)","(2214, 90)",0.42710249039640596,4.530818073905669
,,211,"(0.667085482220132, 0.20848954667161826, 3.1215093467731174, 3.2018387402478807)","(113, 90)",0.22026750897651085,0.3029194656803693
,,-211,"(-0.020781386226934984, -0.1503499251292121, 0.4891073131231447, 0.5307944184431621)","(113, 90)",0.3008967519756607,4.575039118818632
,,11,"(-0.43352935519414326, -0.02661670651282544, 2.5902733899551458, 2.626437253526411)","(-411, 90)",0.16613769647556925,3.202911082595525
,,-12,"(0.1447040627547075, -0.23442519348954122, 6.135674628400236, 6.14185620010064)","(-411, 90)",0.04486948277122516,5.2654116312742785
,,22,"(-0.03643044849152881, -0.1824516681191796, 0.8383981634824197, 0.8587940785237513)","(111, 90)",0.2183762298598179,4.515309041057616
,,22,"(-0.03190244498877627, -0.09073993399965942, 0.15390791424031042, 0.18149145347461185)","(111, 90)",0.5585632451437984,4.374306311704346
,,211,"(-0.24175622395905966, -0.6935326899730401, 2.1833433560290625, 2.307791511185625)","(310, 90)",0.3245017457139575,4.376973841429837
,,-211,"(0.13698920941020598, -0.27354039361500726, 1.3077729711481731, 1.3503111935400691)","(310, 90)",0.22979636474161802,5.176676911498278
,,,,,,
,,-13,"(0.7502560463246752, 0.8162656314386126, 6.46223097819807, 6.557497004749403)","(14, 2)",0.1699090628541538,0.8275109276837049
,,39,"(1.5787618231624057, -1.219303912396358, 11.915649005742651, 12.082124443767006)","(39, 39)",0.1658711923335223,5.625553908675947
,,-211,"(-0.1814087405115343, -0.10531004998369294, 1.3268743101712912, 1.350583043597871)","(1, 2101)",0.15678843735333825,3.6675598898852697
,,211,"(-1.4718831991198047, -0.713766579500706, 7.299648027566982, 7.481994653374582)","(1, 2101)",0.22045341763300277,3.5931151862189967
,,-321,"(-0.20537680353434173, 0.0849850313433317, 3.9801066748895892, 4.0167612790509555)","(1, 2101)",0.05578623925584304,2.7492461635965117
,,2212,"(-0.6107562789206752, 0.5793165837091414, 3.471013597520943, 3.692819644049346)","(1, 2101)",0.2379296269319162,2.382606641131513
,,211,"(-0.06780190544752235, 0.17901668184340308, 0.17176093725144612, 0.29261865153477845)","(310, 90)",0.8394922512674494,1.932847370229315
,,-211,"(0.20820905804679857, 0.37879661354626804, 1.0869614107677086, 1.1780504147467472)","(310, 90)",0.37849259988309947,1.068214774830433
,,,,,,
,,-13,"(-0.4286371245695173, -1.8217035641479506, 12.544921866053103, 12.684185520606587)","(14, 2)",0.14808796099843458,4.481297797298961
,,39,"(0.7091914261642766, -0.403293751972548, 9.281769003494059, 9.318405608531128)","(39, 39)",0.08767194465084416,5.766123478718127
,,2112,"(-0.8903339492449405, 0.2083374448661562, 1.7304388162077116, 2.171015733164962)","(1, 2101)",0.48611795489207854,2.911729313801912
,,22,"(0.04080067884442673, 0.03159673474599653, 0.17791085221871222, 0.185243948289717)","(111, 90)",0.28231233495020364,0.658945662877801
,,22,"(0.5705539775732168, 0.535863012818591, 5.263528265321705, 5.321410603371268)","(111, 90)",0.1476281214771726,0.754054100900291
,,22,"(0.24979917363670673, 1.1203819987897055, 3.966653868257782, 4.129406538587117)","(111, 90)",0.28169041282180945,1.3514254496703384
,,22,"(0.08678165917251152, 0.3439497214595084, 1.5218121429183824, 1.5626082892377882)","(111, 90)",0.22900709186070844,1.3236455369807174
,,22,"(-0.04880290056958725, -0.04418977574353911, 0.1394459524054276, 0.15420646233710866)","(111, 90)",0.4411040342362195,3.877424050557465
,,22,"(-0.2893529410070957, 0.029058179184079082, 1.0877641752318046, 1.1259664307450195)","(111, 90)",0.26123562344526635,3.041503534397891
,,,,,,
,,-13,"(-0.25472153605624226, 0.569056034135755, 23.232517044562055, 23.241121317449018)","(14, 2)",0.02682941225683374,1.9916702679938303
,,39,"(0.19137800261053217, 1.8658054828602395, 4.76013465695412, 5.117869333389285)","(39, 39)",0.3753417777086024,1.4685825346124868
,,-211,"(-0.14166374443425145, -1.0334209753079413, 4.798078219716084, 4.912134150866344)","(1, 2101)",0.2140656783869943,4.576155771120812
,,2212,"(0.20500727787996142, -1.4014405416880529, 2.9235150208764282, 3.3813243331660385)","(1, 2101)",0.45114671505873594,4.857641998210631
,,,,,,
,,-13,"(2.3596790026724737, -0.9464607497647702, 21.925228077704705, 22.0723959560685)","(14, 2)",0.1154428330566258,5.901733386254203
,,39,"(-0.04464669741650307, 1.3474953466187078, 6.416298483535492, 6.557627024170052)","(39, 39)",0.20711341411328682,1.6039173097598045
,,2112,"(-2.562387633270666, -0.1433355006458542, 5.920618123821171, 6.520957460519395)","(1, 2101)",0.40902048578361344,3.197472675675562
,,22,"(0.23660551402380653, -0.26177463307492466, 1.4460474728128716, 1.4884762078771945)","(111, 90)",0.23933771962998807,5.447328162889709
,,22,"(0.010749813990894357, 0.004075536866842269, 0.006052784234431674, 0.012992486235528657)","(111, 90)",1.0861809589298375,0.362383304280882
,,,,,,
,,-13,"(0.41262821533416383, -1.5805249674112352, 14.476391272062338, 14.568644052009192)","(14, 2)",0.11236358806652555,4.967759358477035
,,39,"(1.7865402922582472, 1.4501032218671475, 14.420908389302117, 14.60386843490902)","(39, 39)",0.1582250975790359,0.68182384355395
,,2112,"(-0.39078791299886817, 0.1384118850256733, 1.2101723596535903, 1.5871931098111238)","(1, 2101)",0.3300455645300431,2.801192906060395
,,22,"(-1.3863695445315611, -0.06184832673287173, 4.331994177495018, 4.548848127094928)","(111, 90)",0.3100191670509071,3.186174811075861
,,22,"(-0.42201105006198025, 0.053858187251285425, 1.2747787435956088, 1.343895411046413)","(111, 90)",0.3221089392095175,3.0146561528730142
,,,,,,
,,-13,"(1.6742367293500031, 0.6157135611949249, 12.145211371180118, 12.275972267058393)","(14, 2)",0.1458352522688539,0.3524062473925151
,,39,"(1.3950573587162678, 0.35460155225127055, 15.027929239851554, 15.097232642259605)","(39, 39)",0.09549161510893174,0.24891284926902582
,,-211,"(-0.9044029337765305, -0.547256725165645, 4.05529349285053, 4.193127673696387)","(1, 2103)",0.25499424639421064,3.685755749278942
,,2212,"(-2.1648911542897395, -0.4230583882805503, 4.4858108382264765, 5.086116551856301)","(1, 2103)",0.45701561669935137,3.3345784486970214
,,,,,,
,,-13,"(2.9373206735435797, 0.6499590252021773, 20.478219002716056, 20.698282948893834)","(-13, 90)",0.14586258583665512,0.21776721923253523
,,39,"(0.2761048133449755, 0.12148718573914068, 2.084138895113551, 2.109615334588859)","(39, 39)",0.14373810205519044,0.41451011487494394
,,22,"(1.8453359413833436e-08, 6.9432850552829466e-09, 4.2982838222128583e-08, 4.728911145966594e-08)","(22, 22)",0.4300681934076606,0.3598760112350081
,,-211,"(-3.0842828333762267, -0.7921237813933358, 11.56682243240082, 11.997963229185983)","(1, 2101)",0.26864761904466056,3.3929853239577463
,,2212,"(-0.12914267196568882, 0.02067756350873684, 1.5850645688954232, 1.8465875749129048)","(1, 2101)",0.08232596718120617,2.982826135278269
,,,,,,
,,-13,"(1.7746329206383478, 0.4035306505674386, 10.85928698741061, 11.011241387759426)","(14, -3)",0.16604923923029996,0.22358643444987786
,,39,"(-0.01995453123587132, -0.680912913596682, 10.645956730470875, 10.66847150288334)","(39, 39)",0.0639001109676725,4.683091809838432
,,211,"(-0.05432964899743101, -0.10747023255809243, 0.739773040806591, 0.7623945818606689)","(2, -4)",0.16136755233109215,4.24432551665066
