Energy,Cross_section_pb,pid,momentum,parent_pids,theta,phi
,,11,"(0.08156415527232239, 0.09334372213470098, 0.3830122956474123, 0.4025722812431931)","(-421, 90)",0.3130027783867073,0.8526438815463587
,,-12,"(1.3004184244912658, 0.7234916502501864, 8.88040592720877, 9.00422887751876)","(-421, 90)",0.16603179260437945,0.5077076416647502
,,22,"(-0.01873501417265596, 0.020712755809883486, 0.04340747524742459, 0.051616159452687556)","(111, 90)",0.5717288458205816,2.306100731876817
,,22,"(0.1497795769595734, 0.003163376915776589, 0.036673108518227554, 0.1542363300785186)","(111, 90)",1.3307247196874774,0.021117075840191474
,,211,"(0.21667364934932365, 0.1621778363056816, 0.599545076489439, 0.6724456889250414)","(323, 90)",0.4240329378336423,0.6425333470313968
,,211,"(-0.10457735815544048, 0.11490010631712258, 0.7850710914101845, 0.8123760593090097)","(310, 90)",0.1953755091087023,2.3091958312767655
,,-211,"(0.08158827432723839, -0.22737142397973387, 1.965393741141952, 1.985096157260456)","(310, 90)",0.12229663782057587,5.056910694410007
,,,,,,
,,-13,"(-2.4527291714123103, -0.4103814822423243, 31.81697276312707, 31.914185140693068)","(-13, 90)",0.07800171371309593,3.307373305265536
,,39,"(0.08339528652270861, 0.009710291917080546, 12.729219309216642, 12.730118703581413)","(39, 39)",0.0065956506943718445,0.11591497840820271
,,22,"(-2.7648850213020426e-05, 8.725849089738315e-06, 5.1869980253219715e-05, 5.9423010794710933e-05)","(22, 22)",0.5096940124091935,2.835890295130894
,,-321,"(0.6034392306548113, 0.2799708787003947, 5.652407628763083, 5.712788683481354)","(1, 2101)",0.11714968000861466,0.43440115514121685
,,211,"(0.17373002600228926, -0.01956175700646981, -0.048383669743546236, 0.22887889520396815)","(1, 2101)",1.840789070492237,6.171058982105385
,,2212,"(0.19228204935922533, 0.3707022391099686, 1.705549459920576, 1.9908897733732767)","(1, 2101)",0.24012550687423434,1.0923034341998692
,,321,"(0.6567842935325833, 0.14271890101291546, 9.490724021119075, 9.527292200850358)","(313, 90)",0.07069972760038908,0.21397302386022152
,,-211,"(0.9198407231503247, -0.16701163528322818, 7.325833144313737, 7.3865628600528)","(313, 90)",0.1269280418982394,6.103576104351789
,,-211,"(-0.23626719591085443, 0.21536729873067884, 1.070309617902414, 1.1257209797727579)","(-213, 90)",0.29025864070969626,2.4024376307442488
,,22,"(0.008825849049118286, -0.08798640040398283, 0.5531992871418979, 0.5602222358687594)","(111, 90)",0.15850731701951684,4.812363802770503
,,22,"(0.05072655790231716, -0.3335370603841225, 0.9633355426109044, 1.0207034446810417)","(111, 90)",0.3368643734963072,4.863319103722858
,,,,,,
,,-13,"(1.2376836205613009, 1.906110755058814, 27.68574272684547, 27.77906825881374)","(14, 2)",0.0819051695231827,0.994896413405748
,,39,"(-0.17756591284120393, 0.1818889422508589, 21.588469333310105, 21.5903327977487)","(39, 39)",0.01177385932148745,2.3441684431402563
,,2112,"(0.2509847081737847, -0.7180273617089465, 0.7228330074193303, 1.4084871165242032)","(1, 2101)",0.8108709473751758,5.048660673216715
,,22,"(-0.04564209486929422, -0.13338780161391597, 1.117819404933986, 1.1266746329310977)","(111, 90)",0.12545861046467588,4.382701312851395
,,11,"(-0.4463867071648343, -0.8764718035500842, 10.00639774828081, 10.054623815572228)","(111, 90)",0.09798208818012401,4.2413294277787195
,,-11,"(-0.25786462842763747, -0.503985947907021, 5.803527558949055, 5.831074377066713)","(111, 90)",0.09724054246398132,4.239464524140612
,,22,"(-0.13452152524146882, -0.08802335385178217, 2.6297066135934, 2.634615916059394)","(221, 90)",0.06105675212061404,3.721015598583936
,,22,"(-0.4266874601906461, 0.23189657132207625, 1.7047225810199644, 1.7725454258535238)","(221, 90)",0.27752295606664984,2.6437681272277698
,,,,,,
,,-13,"(1.403729130448767, -0.20137618545163138, 36.35539620787929, 36.38319674392591)","(-13, 90)",0.038986826301660706,6.14069945389696
,,39,"(-0.5249132416122959, 2.3054096799007127, 25.278521208128545, 25.389169562921126)","(39, 39)",0.09326311202612109,1.7946674068063604
,,22,"(2.3848129514470944e-09, 1.0853122146235443e-10, 3.3998590424768356e-08, 3.408230131183298e-08)","(22, 22)",0.07010200585462435,0.04547794328533654
,,-211,"(-0.5181908774436328, -1.1615061699750864, 4.225376089688345, 4.414850082682986)","(1, 2101)",0.2923778933238255,4.2927521683938386
,,2212,"(0.5613712034501779, -0.23946565863093805, 1.671035583307352, 2.0112662537083437)","(1, 2101)",0.350177928194319,5.879983279980485
,,211,"(-0.868486011145277, -0.7497420131464734, 3.63952564691244, 3.8186395165379747)","(113, 90)",0.3053822523708685,3.85374306873123
,,-211,"(-0.05351020608255227, 0.04668034719488662, 0.089364204437545, 0.1803001467109434)","(113, 90)",0.6714467105380256,2.4242578822000835
,,,,,,
,,-13,"(-1.2202761167687497, -2.070235047662855, 38.30290339933373, 38.37836004583858)","(14, 2)",0.06265755457153117,4.179771529276971
,,39,"(-0.08619759050527898, 0.12986622907055967, 22.00962442057765, 22.010536370531874)","(39, 39)",0.007081755068968541,2.1567709988517443
,,-211,"(1.271001401276119, 1.0068553943430345, 8.273298259211355, 8.431853071415151)","(1, 2101)",0.1935365783138079,0.6699512870175398
,,2212,"(-0.15732925778468304, 0.02857785764089178, 2.028825010343857, 2.2409932406857394)","(1, 2101)",0.07865331458479925,2.96190812421342
,,22,"(0.02207800214265212, 0.07401940657663753, 0.10497127189928376, 0.13032758208729997)","(111, 90)",0.6343759364430506,1.2809245431531784
,,22,"(0.17072356163994046, 0.8309161600317327, 0.5395966129862058, 1.005352030010927)","(111, 90)",1.0042466051748502,1.368152248502153
,,,,,,
,,-13,"(-0.015245348631703709, -0.8866632256693213, 11.561438163398778, 11.595879463762245)","(14, 2)",0.07655287215127904,4.695196605536129
,,39,"(2.3640172385184957, 1.9711737862838787, 40.932386015823795, 41.04814462883443)","(39, 39)",0.07505599925974378,0.6950276494460446
,,211,"(-0.11505599988447356, -0.3042429769330733, -0.06458471136423763, 0.3597952778518869)","(3, 2103)",1.7668032347795972,4.350840786595764
,,-321,"(-0.7164473485445856, -0.4949193654119609, 5.180803612119027, 5.276617097273772)","(-313, 90)",0.16652001275651562,3.7461150706937976
,,211,"(-1.2838521219845656, -0.3683733925220686, 8.159701116105422, 8.269472614170418)","(-313, 90)",0.16225034008759812,3.421014260623901
,,2112,"(-0.09173801420343944, -0.0553202046836292, 2.9817783877273887, 3.128141673056764)","(1114, 90)",0.03591176225246353,3.6842325604998236
,,-211,"(-0.14167840526972822, 0.13834537893617443, 2.5076963905419234, 2.519371585620064)","(1114, 90)",0.07880168023486335,2.3680965825672278
,,,,,,
,,-13,"(-1.7805595366540756, -1.3870913646679262, 53.50535016319168, 53.55303982818213)","(14, 2)",0.042159215981195916,3.803409312728084
,,39,"(-0.13960894382085515, -0.01751030463561265, 8.257735238604313, 8.259893308052284)","(39, 39)",0.01703725615074157,3.2663650501201777
,,2212,"(0.16301084109333813, -0.05761229752815508, 1.4177507188188012, 1.7088766499521424)","(1, 2101)",0.12134905792372168,5.9434614856255745
,,321,"(0.1767772741111648, 0.3581960486228045, 1.1446471659591322, 1.3090040835801227)","(313, 90)",0.335753314958515,1.1123453342123009
,,-211,"(0.08435882006197323, 0.21397929842525154, 1.9169676954725012, 1.9357552740628048)","(313, 90)",0.11941431880763527,1.1952668391616905
,,-321,"(0.21594125484589807, 0.12360861033881641, 0.981597409868997, 1.1265714054403466)","(-323, 90)",0.24825252559278588,0.5198914958016138
,,22,"(1.0049156137257573, 0.6514232867461892, 3.1324179145128244, 3.3535428550095934)","(111, 90)",0.36517217735780994,0.5751347173943521
,,22,"(0.27516467663679806, 0.11500672269862944, 0.9027526679238222, 0.9507389362901323)","(111, 90)",0.31907050017260735,0.39588920502362435
,,,,,,
,,-13,"(0.5008587535854973, -0.98958851252959, 53.41979421451113, 53.431411387605046)","(-13, 90)",0.020759339646323725,5.180927203482611
,,39,"(0.37934475140440754, -0.6188671026780592, 4.626050393151839, 4.684345214940051)","(39, 39)",0.1556418916853379,5.262288098302234
,,22,"(9.767107651129799e-07, 2.695236093011323e-07, 2.0243450923957125e-05, 2.026879158226555e-05)","(22, 22)",0.05000981794249632,0.2692494640179612
,,-211,"(-0.526799424718036, -0.45972329955809044, 1.3814200695406786, 1.5545624270094807)","(1, 2103)",0.4685449629612761,3.8591028246684576
,,2212,"(0.4238762463003806, -0.025533502811764724, 1.5638451402890383, 1.87250774301448)","(1, 2103)",0.2651454993459387,6.223019902239379
,,22,"(-0.044295338156078695, 0.40213550295073375, 1.5460036494805625, 1.5980620525883904)","(111, 90)",0.2559467784781761,1.6805043342682786
,,22,"(-0.01097172770510801, 1.2894494832889112, 4.185630198949897, 4.379760325762613)","(111, 90)",0.2988502641422765,1.579304967941931
,,211,"(-0.1473157656720581, -0.0694963668569528, 0.5661689499623777, 0.605440950566909)","(223, 90)",0.2801323801920242,3.5823868010391022
,,-211,"(-0.5050243040765012, 0.1492525612115226, 2.361161908229404, 2.4231985507815237)","(223, 90)",0.21944158405622988,2.854236835965899
,,22,"(-0.08386493371142945, 0.11544438834171258, 0.8122653823070255, 0.8247034528849706)","(111, 90)",0.17389614176970453,2.19905632319769
,,22,"(0.014190766038160475, 0.2069265791179697, 0.7968588244792487, 0.8234099666245639)","(111, 90)",0.2546375816064157,1.5023247845633987
,,,,,,
,,-13,"(-1.737536761208682, 1.4681084421419615, 14.462396136916272, 14.640575209025458)","(14, 2)",0.15600742778209134,2.4400454956727655
,,39,"(0.692221638231455, 0.18499602877109395, 35.33894018633953, 35.346427496174705)","(39, 39)",0.020272742780700077,0.261146643301654
,,-211,"(0.7177982139385846, -0.010851512972024762, 3.810046069846149, 3.879598287260849)","(1, 2101)",0.18623436497373594,6.268068682227775
,,211,"(0.5184601980808639, -0.939100864349208, 5.193923627001767, 5.3053778224027255)","(1, 2101)",0.20366850382453464,5.216828854317417
,,-211,"(0.4850913411741068, 0.32388314992177725, 6.14486893578614, 6.174067373051168)","(1, 2101)",0.0946376903228015,0.5887000543586581
,,211,"(-0.050476431606117644, -0.3189510943871309, 0.1385835136230218, 0.3781042791433835)","(1, 2101)",1.16541018339831,4.555433095959742
,,2112,"(-0.32874443358768934, 0.04960358516179508, 2.159842955601475, 2.378706958840687)","(1, 2101)",0.15273170463883906,2.991834374332127
,,22,"(-0.2637956124758601, -0.7359002742844071, 3.7189686552442422, 3.800245412804619)","(111, 90)",0.20719031176064348,4.36819160272495
,,22,"(-0.033018152546666596, -0.021787460003914773, 0.2916488939932942, 0.2943195018657936)","(111, 90)",0.13481539274793747,3.724870283380307
,,,,,,
,,-13,"(0.803059849309375, -1.8389099106849052, 6.631500084644259, 6.929246148710894)","(14, 2)",0.29382946935255916,5.124131353343163
,,39,"(-0.43776146277252304, -0.9494372565588051, 55.32341022663143, 55.33343143370139)","(39, 39)",0.018895683155650985,4.28036362356198
,,-211,"(-0.5874846869958389, 1.1680462059830696, 5.884286742116142, 6.0294096265811845)","(1, 2101)",0.21864430003535248,2.0368119783796375
,,2212,"(0.22218630045899215, 1.6203009612606538, 3.420021920960287, 3.90533513157613)","(1, 2101)",0.44605823507115056,1.4345196913105203
,,,,,,
,,-13,"(-0.41773236943576114, 0.0578598032282445, 24.929400532236336, 24.933191192095112)","(14, 2)",0.01691497437519194,3.0039590892046313
,,39,"(1.2754952731509457, 2.0569662455794924, 19.93921562675698, 20.08596940800094)","(39, 39)",0.12079446179519451,1.0157387262410116
,,-211,"(-0.19537950821315023, -0.2508745346944614, 2.735833828100644, 2.7577849271231423)","(1, 2101)",0.11570859628208373,4.050713122681563
,,2112,"(-0.22524347860839333, -0.46711103268914445, 1.124691871922512, 1.5545581150874004)","(1, 2101)",0.43203644611516356,4.263078094508693
,,211,"(-0.04031825062222506, 0.3420776094300232, 3.647608659164354, 3.666493061157674)","(213, 90)",0.09415128714567066,1.688117936201372
,,22,"(-0.0039039804092657246, -0.3412628717081475, 2.9183112561122337, 2.9381994786298784)","(111, 90)",0.11641732652311067,4.700949675254292
,,22,"(0.0030058598545346696, -0.019350407245522373, 0.7518239819713332, 0.7520789674769959)","(111, 90)",0.02604073837219422,4.866495651265247
,,211,"(-0.16234111942179633, -0.4435111082353388, 10.23754521311858, 10.249383811611818)","(223, 90)",0.04610032975896041,4.361500051433861
,,-211,"(-0.0022555561476663953, -0.16271870991589876, 1.9260204958331084, 1.9379156847911216)","(223, 90)",0.08429232189516177,4.69852817912954
,,22,"(-0.3442954808247846, -0.48470789274962417, 1.6810773335145313, 1.7831158461150176)","(111, 90)",0.3399385288375078,4.0947734262053075
,,22,"(-0.06871691178303035, -0.23537276243925326, 0.6089546294690679, 0.6564663677714887)","(111, 90)",0.382793029235231,4.428334421766792
,,22,"(0.013584768264867805, -0.06301618590880938, 0.063131606176002, 0.09022851718645049)","(111, 90)",0.7958387972919811,4.92471548906696
,,22,"(0.13769599463129184, 0.023878150372636544, 0.08017653158333986, 0.1611168185493162)","(111, 90)",1.0499322569559701,0.17170452797235247
,,22,"(-0.05374090544971947, -0.010634321501344478, 0.24232986377592827, 0.24844503736241075)","(111, 90)",0.22233051780093036,3.3369501970400592
,,22,"(0.08414566501415158, -0.0022219815228534954, 0.37309754461715305, 0.3824751076108226)","(111, 90)",0.2218961466687253,6.256785072793433
,,,,,,
,,-13,"(0.5065508519432969, -1.529396167190967, 19.06660858384931, 19.134847094427982)","(14, -3)",0.08429831151424773,5.032227052354734
,,39,"(-0.07683697246516327, 0.6219619154807345, 25.347571062330896, 25.355629517448723)","(39, 39)",0.024718838085825735,1.6937132047054697
,,2112,"(0.37106415446968466, -1.2062465270685097, 3.3410997848220587, 3.6930284114578837)","(3222, 90)",0.3611609508434089,5.0108207946278
,,211,"(0.24380373610155434, -0.2312486444014888, 0.4681022176196238, 0.592887568021975)","(3222, 90)",0.6226097009921336,5.524209850541772
,,22,"(-0.048821162605932444, -0.28802337922531085, 1.8075882969818904, 1.8310424419669935)","(111, 90)",0.16022868451412417,4.54448076983753
,,22,"(-0.05664840436454826, -0.2426097065408696, 2.530506652058578, 2.5427411247583986)","(111, 90)",0.09813656242309997,4.483002752467053
,,-211,"(-0.08555289224779057, 0.20812218830441273, 1.1894514046389286, 1.218568246564016)","(-413, 90)",0.1869703165371498,1.9608096598734908
,,321,"(0.2982845752219925, 1.3732349383510134, 5.991751997072773, 6.174103969042703)","(-421, 90)",0.23036835169494704,1.3569058418987334
,,-211,"(-0.6589143795449282, 0.4987881600642756, 5.84134050366019, 5.90116060218602)","(-421, 90)",0.14054379605985654,2.49363624910303
,,22,"(-0.0033365786317766447, 0.001121430521186368, 0.14577830534517758, 0.14582079643415705)","(111, 90)",0.024141527301065575,2.817352434275159
,,22,"(-0.4895929278763946, 0.7942957917055261, 5.529420165972611, 5.607592568260669)","(111, 90)",0.1671703753552536,2.123177422190859
,,,,,,
,,-13,"(-0.08853571115983253, -1.485002592285969, 31.93348372713011, 31.96829082478026)","(14, 2)",0.046551912165011096,4.652839566972933
,,39,"(0.1224433695171948, -0.666211915939708, 15.929636151773224, 15.944528451638684)","(39, 39)",0.04249705359064362,4.894150944401574
,,2112,"(0.064220058383148, 0.8917663667347229, 5.885829174970392, 6.027034787569308)","(1, 2101)",0.15075065919910835,1.4989059885204634
,,-2112,"(0.3368511829337916, 0.7359694649630182, 8.590249349995657, 8.679302705448329)","(1, 2101)",0.09394513536129336,1.141559852256415
,,2112,"(-0.15144597926323258, 0.2882691556660097, 0.4998810344808669, 1.1129725173053715)","(1, 2101)",0.5773695017627956,2.054527936065261
,,211,"(-0.5026974351810758, 0.27751621548679195, 4.94182938703183, 4.977035004561164)","(113, 90)",0.11567559080155194,2.6371737126488215
,,-211,"(0.21916451477000637, -0.04230669462486515, 3.478310148970023, 3.4882580492664705)","(113, 90)",0.06408424713663574,6.092494545727632
,,,,,,
,,-13,"(-1.3716952601300185, 0.2424656932901341, 11.511012476737259, 11.595469364121778)","(14, 2)",0.12042552726811312,2.966636376404104
,,39,"(-2.4238102930185574, 0.17293072038145024, 38.178595915576196, 38.25605568242761)","(39, 39)",0.06356174438875609,3.0703667048213226
,,130,"(0.2741339801293411, -0.5063648274288686, 4.308727935704034, 4.375420769884303)","(311, 311)",0.13285044365130624,5.208587305071312
,,211,"(0.08250976351456944, -0.07964781758608475, 0.8551402696854742, 0.8740116141443443)","(221, 90)",0.13331193649133266,5.515434476739683
,,-211,"(0.28342891527251235, 0.0021265015592114994, 3.1544723225116353, 3.1702542311955657)","(221, 90)",0.08961175304975927,0.0075026278005826275
,,2212,"(1.6648980909142916, 0.07410819970298156, 5.461835799478016, 5.787000827004686)","(3122, 90)",0.296152639339503,0.04448279080763062
,,-211,"(0.4009988923506015, 0.03166813603574153, 1.5994580257596462, 1.655158223123497)","(3122, 90)",0.24638035646656714,0.07880955893285241
,,211,"(0.34921996402030614, 0.07741394488806667, 1.1650850896545912, 1.2267235031452373)","(223, 90)",0.29787922293862923,0.21814907809534234
,,-211,"(0.12834033844086762, -0.10250171473261842, 0.43818663090327264, 0.4883289387253272)","(223, 90)",0.3586293046034012,5.609255216890785
,,22,"(0.09671988292528869, 0.006189230907196078, 0.43460970155883094, 0.4452848919751938)","(111, 90)",0.2194094425895611,0.06390416686265651
,,22,"(0.3030485974755235, 0.06907038800930566, 2.960342149801772, 2.976614656757675)","(111, 90)",0.10461138956001963,0.22409058998046189
,,22,"(0.07830214925474224, -0.057635022459178106, 0.6817306572936058, 0.6886288633841556)","(111, 90)",0.14166210001013882,5.648666131682661
,,22,"(0.13908303302293784, 0.0408721934001432, 0.49920455129279107, 0.5198267117988794)","(111, 90)",0.28261752602091617,0.2858225863805789
,,22,"(-0.04098004947305522, -0.01128623415050293, 0.05448291372777892, 0.06910232575234072)","(111, 90)",0.6625305095965038,3.4103381548090757
,,22,"(0.03580199530063049, 0.04059060818302203, -0.043665465332866756, 0.06954173712893394)","(111, 90)",2.249652236761525,0.8480005021104178
,,,,,,
,,-13,"(0.7913212520694466, -2.5525313460007415, 31.753318234566507, 31.865749458274895)","(14, -1)",0.08396273531798099,5.013007708642357
,,39,"(0.44576573554290205, -0.7657959956933184, 17.487980638577632, 17.510867092603572)","(39, 39)",0.05062506335638104,5.239538715457774
,,2212,"(-0.2869281828657252, -0.11275873822168599, 1.8516943680027629, 2.0986102402688123)","(2214, 90)",0.1649771702140675,3.5160378310897196
,,-211,"(-0.09543331164301044, 0.2917476403355272, 0.5413458203473596, 0.6377768298708067)","(-213, 90)",0.515824391280433,1.8869346615577791
,,22,"(-0.0817467356252408, -0.01918168937229291, 0.00515582822790564, 0.08412519573394056)","(111, 90)",1.5094703311596744,3.3720707934838567
,,22,"(-0.17268483099511062, -0.12743026172116104, 0.23691430909339906, 0.31966687709447794)","(111, 90)",0.7360462619730657,3.777327644273473
,,22,"(-0.0578261526173207, 0.08722182212926605, 0.6476443404562411, 0.6560447407815038)","(111, 90)",0.16020009394099927,2.15624091592081
,,11,"(-0.036673617944274615, 0.30750645186620285, 1.6695053447058745, 1.6979851381313507)","(111, 90)",0.18341075319807895,1.6894969715268058
,,-11,"(-0.03592812636406623, 0.3902065637619412, 2.1039290009056746, 2.140109692198016)","(111, 90)",0.18414028201360036,1.6626120810156464
,,22,"(-0.026266329333170555, 0.08041633195516557, 0.8834013741135119, 0.8874427836696871)","(111, 90)",0.09547203969394548,1.8865011555893363
,,22,"(-0.2374457137161263, 0.5539943918027956, 3.496456062307386, 3.548026951526324)","(111, 90)",0.17070698915264756,1.9757179195561436
,,22,"(-0.08906078961104508, 0.5526153770931767, 3.4811164281943316, 3.5258314148425245)","(111, 90)",0.15943028808963272,1.730584713947605
,,22,"(-0.03577990490959642, 0.6797821953122731, 3.489351263713413, 3.5551309787738217)","(111, 90)",0.1926660124946517,1.6233821678195317
,,22,"(-0.0062632401015245195, -0.005024677480352031, 0.08636945734521699, 0.0867419086858142)","(111, 90)",0.09270236234428426,3.817703372615975
,,22,"(-0.07505005188613718, 0.6392319342332027, 3.525036503794888, 3.583313038114046)","(111, 90)",0.1805967094111949,1.6876678946205554
,,,,,,
,,-13,"(-1.4342484702212275, 1.8856444616239152, 25.308942488529933, 25.419804437353573)","(-13, 90)",0.09333598803319376,2.2210561601250602
,,39,"(-0.5157939983036055, 0.13064999231713337, 38.93421084400203, 38.93804997474758)","(39, 39)",0.01366536997471261,2.89351167096477
,,22,"(-5.399782858393547e-10, 6.88116287120439e-10, 8.108411819383103e-09, 8.155453562279047e-09)","(22, 22)",0.10745870859496967,2.2361502096571826
,,2112,"(0.5600900007826004, -1.0036246553364774, 2.046939673771888, 2.5285800502925113)","(1, 2101)",0.5116202172360386,5.221404713266128
,,211,"(1.2905918931596443, -1.0794604624313497, 4.394159369184788, 4.707332436883584)","(113, 90)",0.3656772646005056,5.586635635517146
,,-211,"(0.09936057512256789, 0.0667906631386668, 0.5749665907550401, 0.6036554331368718)","(113, 90)",0.20529197152052256,0.5918269547779083
,,,,,,
,,-13,"(0.8266836576263887, 1.7904490938506392, 21.21818819080312, 21.309898825742792)","(14, 2)",0.09267682523951618,1.1382400530343295
,,39,"(1.3205958651046739, 0.12081812213692697, 17.252873952574276, 17.304221421449174)","(39, 39)",0.07671236205199812,0.09123360630293716
,,-211,"(-0.45772774103543723, -0.08414078935004654, 3.1906654601524664, 3.227447942392843)","(1, 2101)",0.14484061189865405,3.3233859250389033
,,211,"(0.3790454341785907, 0.045496698937257746, 2.9859357734412604, 3.013476002692254)","(213, 90)",0.12716485535153077,0.11945817618338352
,,2112,"(-0.2453770637349239, -0.5013595161351493, 1.6668748052573399, 1.9931970974111264)","(2114, 90)",0.3231325531670254,4.2572384201786315
,,22,"(-0.09115450055637056, 0.01969414564743427, 0.6100323130186285, 0.6171194578615403)","(111, 90)",0.15169893728193187,2.9288108403491386
,,22,"(0.02229767881740003, 0.09272114860562819, 0.5947964480831254, 0.6023929054460163)","(111, 90)",0.15897838207364948,1.3347965487827422
,,211,"(-0.10558165371479945, -0.11116974275832996, 1.271319806785118, 1.2881149146447521)","(310, 90)",0.1200173743344427,3.9527662055606356
,,-211,"(-0.6257906085465662, -0.9140187430670422, 12.325528873235772, 12.375992321357169)","(310, 90)",0.08963122675195043,4.1120337707515935
,,22,"(-0.015341412877450701, -0.13436118517639586, 0.03616801822661788, 0.13998718717626657)","(111, 90)",1.3094652810055258,4.598700938239192
,,22,"(-0.07702112539232409, -0.07218079444841383, 0.1466447589402638, 0.18068482550715856)","(111, 90)",0.6239016308285298,3.8945607118485466
,,22,"(-0.22460344727301745, 0.1098300059466171, 0.263762689695985, 0.3634282531791076)","(111, 90)",0.7586538382325481,2.686787585271874
,,22,"(-0.12365455778133257, -0.03970713607466201, 0.14783714169633397, 0.19678141878818378)","(111, 90)",0.7208031206278269,3.4523052541047003
,,22,"(-0.32052838490932456, -0.18053415124803207, 6.480687833262981, 6.491120536355972)","(111, 90)",0.05670374848050332,3.6545434656822278
,,22,"(-0.026562564934087048, -0.08495282309056293, 1.397391957045684, 1.4002238512548275)","(111, 90)",0.06361038107566665,4.409345322276664
,,22,"(-0.14949192560846303, 0.031976583137800135, 0.9925036706757548, 1.0042080830167333)","(111, 90)",0.15282720627423488,2.9308664652527594
,,22,"(-0.0857876493629558, -0.08856091691367071, 0.6780072814573889, 0.6891272962936894)","(111, 90)",0.17988861787857405,3.9428959302462623
,,,,,,
,,-13,"(-0.35984752333528586, 2.4154118715491735, 24.903681599178164, 25.023353611738703)","(14, 2)",0.097748080396168,1.7186883528217545
,,39,"(-1.510757310649065, 0.26011701406495047, 39.08176106141727, 39.112017911326845)","(39, 39)",0.03920502185947658,2.9710878246987535
,,2112,"(1.783829831465941, -2.563794964066643, 6.62323856287814, 7.382761971721518)","(1, 2101)",0.44064529225581384,5.320275159103285
,,22,"(0.10301212482622409, -0.10706767765292619, 0.6444119985319214, 0.661318236033992)","(111, 90)",0.22660151378310578,5.478484721136293
,,22,"(-0.016237122307813927, -0.004666243894556978, 0.006125752346632728, 0.017970609748550193)","(111, 90)",1.222947614489075,3.421432753977948
,,,,,,
,,-13,"(-2.081790348191591, -0.7378387026250005, 19.779682134444265, 19.90289542705203)","(14, 2)",0.11120329606879076,3.4822041822662677
,,39,"(-0.3600698079829273, -0.4729194002443801, 34.435645572132984, 34.441005181569054)","(39, 39)",0.017259266047132252,4.061646460715672
,,2212,"(0.585670880262551, -0.3829433315277094, 1.0637731720195402, 1.5816510138325603)","(1, 2101)",0.5818417733105028,5.704105441245016
,,321,"(0.6592205758510669, 0.5129727412610791, 6.819731747822926, 6.888408659158244)","(313, 90)",0.12187463165529766,0.6612752864570014
,,-211,"(0.16409134092283248, 0.5231451077042535, 2.0910688810425486, 2.1662538221651872)","(313, 90)",0.2564267189952472,1.266852145253065
,,-321,"(0.8890537410370499, 0.4470399679868302, 6.637118951013925, 6.72943750990659)","(-323, 90)",0.14882376919242343,0.46590641948467365
,,22,"(0.09780876001748753, 0.0830025910700166, 0.13677397819994935, 0.18751827850408362)","(111, 90)",0.7533663214897053,0.7036930773978582
,,22,"(0.04601485808353136, 0.027541026374910953, 0.2954245376759661, 0.3002524483818398)","(111, 90)",0.17957050062835084,0.5393339706954362
,,,,,,
,,-13,"(-1.829914425716029, -0.35531243102490206, 28.1455757672643, 28.207435775615973)","(-13, 90)",0.06613373885513858,3.3333751299837227
,,39,"(-1.0873796956453716, 0.4390678981667864, 8.765886969726758, 8.844874137560355)","(39, 39)",0.13298793851496696,2.7578273825756456
