Energy,Cross_section_pb,pid,momentum,parent_pids,theta,phi
44.96472,0.00031431,,,,,
,,-13,"(-0.47161432629198313, -0.32415282026940745, 8.357932422016072, 8.37816767140882)","(14, 2)",0.06836380872409642,3.7437618821272016
,,39,"(-3.1091974637792816, -0.15741269088601145, 22.629860868943474, 22.84334343946435)","(39, 39)",0.13671141647493246,3.1921775410597375
,,2112,"(1.2448566880558558, -0.09583384626789818, 2.54767795622035, 2.9886965475603238)","(1, 2101)",0.455671950394903,6.206353012003551
,,211,"(0.6198718807102788, 0.20310245076544636, 3.089414338421223, 3.1606095129491827)","(221, 90)",0.20808328046034152,0.31662894515790807
,,-211,"(0.3419243121600944, 0.011531586199375263, 1.5043843349189987, 1.549095615117448)","(221, 90)",0.22361134331191024,0.03371277417996875
,,22,"(0.07977679607543418, -0.010483237475727047, 0.39819428649062977, 0.40624244639601087)","(111, 90)",0.19938397832351357,6.152526836971179
,,22,"(1.2943821130695983, 0.37324855793422235, 6.434087101447487, 6.573599955096705)","(111, 90)",0.20639138856448005,0.2807443629281854
,,,,,,
,,-13,"(-2.29811148561008, 0.39573832327088615, 19.72121835827839, 19.858890774443946)","(-13, 90)",0.11769850542101772,2.971063580907306
,,39,"(0.07002650592089066, -0.11943511799482334, 9.533794142995216, 9.535630453279325)","(39, 39)",0.014521025984960969,5.24268461140821
,,22,"(-0.05490471896177987, -0.02189584237985476, 0.32809497389580766, 0.3333770657581084)","(22, 22)",0.1782482219672974,3.521061613000229
,,-211,"(0.04802343451696025, -0.09620028272314511, 0.5999551951889343, 0.6252893456576802)","(1, 2101)",0.17733236197966679,5.175398493070542
,,211,"(1.0080067804023745, -0.2012724238598179, 4.939008190244002, 5.046768267529321)","(1, 2101)",0.20519061186318555,6.0861035357150906
,,2112,"(0.6354540375898287, 0.118362161613173, 2.498475785869381, 2.746449430203764)","(1, 2101)",0.25316036685504045,0.18415358564881198
,,321,"(0.44462312110158786, -0.6172287554913618, 5.569473558568582, 5.6428199261023835)","(313, 90)",0.1357434784488029,5.3366450470904985
,,-211,"(0.09810431916116766, 0.1820372294935782, 1.3284880401200123, 1.35171086701324)","(313, 90)",0.15441878524531624,1.0764961417179622
,,130,"(0.04877800587904974, 0.35989470807136703, 0.4430430632979016, 0.7588190580050685)","(-311, -311)",0.6866690313690267,1.4360830943435818
,,,,,,
,,-13,"(2.2845813074441215, -0.12127834274904323, 17.66168024856982, 17.809551746887518)","(14, 2)",0.12881727923675784,6.2301495011944175
,,39,"(-0.48459277352966745, 1.7658107770777198, 14.285860377560311, 14.40328342793076)","(39, 39)",0.12748041928255083,1.8386332322687384
,,211,"(-1.3523258201553054, -0.4090117172563181, 6.174537554705032, 6.335650677560628)","(1, 2103)",0.22494242229644262,3.4352961597461
,,-211,"(-0.4188669682109212, 0.19872301519184588, 1.8741864706531, 1.9357156520275054)","(-213, 90)",0.242501397140024,2.6986095677347066
,,2212,"(-0.21225081652168432, -0.8591885684027926, 2.5231082659542414, 2.833669232605453)","(2114, 90)",0.3373558560810256,4.470201564628826
,,-211,"(0.1266693557718263, -0.3229075888383989, 0.5359301107778014, 0.6534640810016908)","(2114, 90)",0.5744171539660233,5.086220284174809
,,22,"(0.010460418504735518, 0.0033121065787220377, 0.38644718829003205, 0.3866029225737366)","(111, 90)",0.028385014875477753,0.30664510268118605
,,22,"(0.04632529669689537, -0.2554596816017256, 1.5198010919478888, 1.5418174474055306)","(111, 90)",0.16919572435318833,4.891780463376944
,,,,,,
,,-13,"(1.6634293050524238, -0.6026401956461924, 10.28222608978439, 10.43386360153124)","(14, 2)",0.17039817281247266,5.935605858504362
,,39,"(1.0290653940053311, 0.03295840971527356, 27.754832735201738, 27.774208376162456)","(39, 39)",0.03707898971942441,0.03201657317199947
,,2212,"(-0.8013957282652002, 0.16108132243096127, 2.6500532298490356, 2.9276808261234897)","(1, 2103)",0.29919620809401654,2.943234803684958
