Energy,Cross_section_pb,Total_events,pid,momentum,parent_pids,theta,phi
14.219093,0.019748997783686967,966728.0,,,,,
,,,14,"(0.7275799652784434, -0.3724923042332909, 8.101295776758061, 8.14242693458809)","(14, 2)",0.10055565940115006,5.810015034751447
,,,2212,"(-0.6831864724734665, 0.5019522695309417, 2.2154444253753254, 2.5509301111329186)","(2214, 90)",0.3654691982007582,2.5079412504890777
,,,22,"(-0.08136653612350822, -0.018384609459768702, 0.1776586790952045, 0.19626796305963762)","(221, 90)",0.43898317401183024,3.363809271825739
,,,13,"(-0.037119954160211396, -0.09441332888384063, -0.0931413750676059, 0.1735831760778359)","(221, 90)",2.3135307063362296,4.337789267622359
,,,-13,"(0.06604764462458135, 0.13213270786739287, -0.02788367981748728, 0.18374677969692121)","(221, 90)",1.7573609425012306,1.1072620000785676
,,,22,"(0.05802062732507278, -0.1951069073641456, 1.697455227134572, 1.7096161401387373)","(111, 90)",0.11934563985433665,5.001439128366734
,,,22,"(-0.04068342505705556, -0.024149410769500668, 0.7259466605188694, 0.7274866933720406)","(111, 90)",0.06507948498081462,3.6772880680224223
,,,22,"(0.014006535859320747, 0.1071790153682218, 0.5626535590329474, 0.5729420144085459)","(111, 90)",0.18979588662640118,1.4408491764977767
,,,22,"(-0.02329838527317641, -0.03671743205601023, 0.29172674243137153, 0.2949499564718478)","(111, 90)",0.14797273298975713,4.1469645450065435
,,,,,,,
,,,14,"(0.7275799652784434, -0.3724923042332909, 8.101295776758061, 8.14242693458809)","(14, 2)",0.10055565940115006,5.810015034751447
,,,2212,"(-0.6831864724734665, 0.5019522695309417, 2.2154444253753254, 2.5509301111329186)","(2214, 90)",0.3654691982007582,2.5079412504890777
,,,22,"(-0.08136653612350822, -0.018384609459768702, 0.1776586790952045, 0.19626796305963762)","(221, 90)",0.43898317401183024,3.363809271825739
,,,13,"(-0.037119954160211396, -0.09441332888384063, -0.0931413750676059, 0.1735831760778359)","(221, 90)",2.3135307063362296,4.337789267622359
,,,-13,"(0.06604764462458135, 0.13213270786739287, -0.02788367981748728, 0.18374677969692121)","(221, 90)",1.7573609425012306,1.1072620000785676
,,,22,"(0.05802062732507278, -0.1951069073641456, 1.697455227134572, 1.7096161401387373)","(111, 90)",0.11934563985433665,5.001439128366734
,,,22,"(-0.04068342505705556, -0.024149410769500668, 0.7259466605188694, 0.7274866933720406)","(111, 90)",0.06507948498081462,3.6772880680224223
,,,22,"(0.014006535859320747, 0.1071790153682218, 0.5626535590329474, 0.5729420144085459)","(111, 90)",0.18979588662640118,1.4408491764977767
,,,22,"(-0.02329838527317641, -0.03671743205601023, 0.29172674243137153, 0.2949499564718478)","(111, 90)",0.14797273298975713,4.1469645450065435
,,,,,,,
,,,14,"(0.7275799652784434, -0.3724923042332909, 8.101295776758061, 8.14242693458809)","(14, 2)",0.10055565940115006,5.810015034751447
,,,2212,"(-0.6831864724734665, 0.5019522695309417, 2.2154444253753254, 2.5509301111329186)","(2214, 90)",0.3654691982007582,2.5079412504890777
,,,22,"(-0.08136653612350822, -0.018384609459768702, 0.1776586790952045, 0.19626796305963762)","(221, 90)",0.43898317401183024,3.363809271825739
,,,13,"(-0.037119954160211396, -0.09441332888384063, -0.0931413750676059, 0.1735831760778359)","(221, 90)",2.3135307063362296,4.337789267622359
,,,-13,"(0.06604764462458135, 0.13213270786739287, -0.02788367981748728, 0.18374677969692121)","(221, 90)",1.7573609425012306,1.1072620000785676
,,,22,"(0.05802062732507278, -0.1951069073641456, 1.697455227134572, 1.7096161401387373)","(111, 90)",0.11934563985433665,5.001439128366734
,,,22,"(-0.04068342505705556, -0.024149410769500668, 0.7259466605188694, 0.7274866933720406)","(111, 90)",0.06507948498081462,3.6772880680224223
