Energy,Cross_section_pb,Total_events,pid,momentum,parent_pids,theta,phi
35.716747,0.06233473351033005,993352.0,,,,,
,,,14,"(0.24207099223132436, 1.4855620359131572, 7.791658916863461, 7.935706748901712)","(14, 14)",0.19082474491721885,1.409266910304028
,,,2112,"(-0.2383367934864501, -1.2515925166799076, 3.9563139206281064, 4.26127913640896)","(4, 2101)",0.3115505151315936,4.524215109309284
,,,11,"(-0.2016866676201976, -0.12469602021594849, 0.9474242008653027, 0.9766470636108484)","(-421, 90)",0.24524235255060073,3.6953349193460894
,,,-12,"(0.8723726198116644, -0.3266701596858157, 5.607316022745124, 5.684165757607742)","(-421, 90)",0.16462407163236428,5.924886629082769
,,,321,"(0.024973008185704165, 0.30944658560838134, 1.0469672722262353, 1.1984328316578157)","(-421, 90)",0.28826626602963773,1.4902686843469504
,,,22,"(-0.01396261076872625, 0.039795994940053224, 0.1598549405171283, 0.1653247643896168)","(111, 90)",0.2579511335123464,1.9082323440114213
,,,22,"(0.07730006781504858, -0.07868491988030851, 0.583125552159819, 0.593466112497146)","(111, 90)",0.18694837383118593,5.488909265837826
,,,-13,"(0.1348910106899993, -0.2537395811482711, 2.051553059117901, 2.0742741742070376)","(411, 90)",0.13916708578308642,5.2010052242529925
,,,14,"(0.02078585353962875, 0.12098372738923495, 7.069870976867008, 7.070936624206642)","(411, 90)",0.017361559476571073,1.4006504327390783
,,,22,"(-0.06831716199104901, -0.06834714660932943, 0.6505069098309402, 0.6576456544446619)","(111, 90)",0.14747675836753976,3.927210220415293
,,,22,"(-0.02263959036792018, 0.062078370959656744, 0.48897850884779476, 0.4934230003840974)","(111, 90)",0.13432067805549877,1.920500858844723
,,,130,"(-0.8274507280390263, 0.08586362940908258, 3.5026283744746287, 3.634290647700372)","(311, 311)",0.23318508318449752,3.0381938530287163
,,,,,,,
,,,14,"(0.24207099223132436, 1.4855620359131572, 7.791658916863461, 7.935706748901712)","(14, 14)",0.19082474491721885,1.409266910304028
,,,2112,"(-0.2383367934864501, -1.2515925166799076, 3.9563139206281064, 4.26127913640896)","(4, 2101)",0.3115505151315936,4.524215109309284
,,,11,"(-0.2016866676201976, -0.12469602021594849, 0.9474242008653027, 0.9766470636108484)","(-421, 90)",0.24524235255060073,3.6953349193460894
,,,-12,"(0.8723726198116644, -0.3266701596858157, 5.607316022745124, 5.684165757607742)","(-421, 90)",0.16462407163236428,5.924886629082769
,,,321,"(0.024973008185704165, 0.30944658560838134, 1.0469672722262353, 1.1984328316578157)","(-421, 90)",0.28826626602963773,1.4902686843469504
,,,22,"(-0.01396261076872625, 0.039795994940053224, 0.1598549405171283, 0.1653247643896168)","(111, 90)",0.2579511335123464,1.9082323440114213
,,,22,"(0.07730006781504858, -0.07868491988030851, 0.583125552159819, 0.593466112497146)","(111, 90)",0.18694837383118593,5.488909265837826
,,,-13,"(0.1348910106899993, -0.2537395811482711, 2.051553059117901, 2.0742741742070376)","(411, 90)",0.13916708578308642,5.2010052242529925
,,,14,"(0.02078585353962875, 0.12098372738923495, 7.069870976867008, 7.070936624206642)","(411, 90)",0.017361559476571073,1.4006504327390783
,,,22,"(-0.06831716199104901, -0.06834714660932943, 0.6505069098309402, 0.6576456544446619)","(111, 90)",0.14747675836753976,3.927210220415293
,,,22,"(-0.02263959036792018, 0.062078370959656744, 0.48897850884779476, 0.4934230003840974)","(111, 90)",0.13432067805549877,1.920500858844723
,,,130,"(-0.8274507280390263, 0.08586362940908258, 3.5026283744746287, 3.634290647700372)","(311, 311)",0.23318508318449752,3.0381938530287163
,,,,,,,
,,,14,"(0.24207099223132436, 1.4855620359131572, 7.791658916863461, 7.935706748901712)","(14, 14)",0.19082474491721885,1.409266910304028
,,,2112,"(-0.2383367934864501, -1.2515925166799076, 3.9563139206281064, 4.26127913640896)","(4, 2101)",0.3115505151315936,4.524215109309284
,,,11,"(-0.2016866676201976, -0.12469602021594849, 0.9474242008653027, 0.9766470636108484)","(-421, 90)",0.24524235255060073,3.6953349193460894
