Energy,Cross_section_pb,Total_events,pid,momentum,parent_pids,theta,phi
17.900778,0.02691415650878448,978728.0,,,,,
,,,14,"(-0.07544473823747931, 1.6244119745131675, 6.449271015803884, 6.651127934926342)","(14, 2)",0.24699815387053659,1.6172073129426652
,,,2212,"(0.17119114009360226, -0.3191518658843954, 0.937401345821516, 1.3748586094548156)","(2, 2101)",0.36868509531574756,5.204726135404878
,,,22,"(0.12103705042674257, -0.4760774437545046, 3.5674054973676568, 3.601066742324669)","(221, 90)",0.1368369485603464,4.961352499405023
,,,13,"(-0.1564473607319776, -0.5197501401569428, 2.4321908856673207, 2.49425991524467)","(221, 90)",0.21956933833599704,4.4200104760722745
,,,-13,"(-0.06033609155088654, -0.3094325247173263, 1.3869946526465116, 1.4262913914647988)","(221, 90)",0.22349994034254947,4.519815823686291
,,,,,,,
,,,14,"(-0.07544473823747931, 1.6244119745131675, 6.449271015803884, 6.651127934926342)","(14, 2)",0.24699815387053659,1.6172073129426652
,,,2212,"(0.17119114009360226, -0.3191518658843954, 0.937401345821516, 1.3748586094548156)","(2, 2101)",0.36868509531574756,5.204726135404878
,,,22,"(0.12103705042674257, -0.4760774437545046, 3.5674054973676568, 3.601066742324669)","(221, 90)",0.1368369485603464,4.961352499405023
,,,13,"(-0.1564473607319776, -0.5197501401569428, 2.4321908856673207, 2.49425991524467)","(221, 90)",0.21956933833599704,4.4200104760722745
,,,-13,"(-0.06033609155088654, -0.3094325247173263, 1.3869946526465116, 1.4262913914647988)","(221, 90)",0.22349994034254947,4.519815823686291
,,,,,,,
,,,14,"(-0.07544473823747931, 1.6244119745131675, 6.449271015803884, 6.651127934926342)","(14, 2)",0.24699815387053659,1.6172073129426652
,,,2212,"(0.17119114009360226, -0.3191518658843954, 0.937401345821516, 1.3748586094548156)","(2, 2101)",0.36868509531574756,5.204726135404878
,,,22,"(0.12103705042674257, -0.4760774437545046, 3.5674054973676568, 3.601066742324669)","(221, 90)",0.1368369485603464,4.961352499405023
,,,13,"(-0.1564473607319776, -0.5197501401569428, 2.4321908856673207, 2.49425991524467)","(221, 90)",0.21956933833599704,4.4200104760722745
,,,-13,"(-0.06033609155088654, -0.3094325247173263, 1.3869946526465116, 1.4262913914647988)","(221, 90)",0.22349994034254947,4.519815823686291
,,,,,,,
,,,14,"(-0.07544473823747931, 1.6244119745131675, 6.449271015803884, 6.651127934926342)","(14, 2)",0.24699815387053659,1.6172073129426652
,,,2212,"(0.17119114009360226, -0.3191518658843954, 0.937401345821516, 1.3748586094548156)","(2, 2101)",0.36868509531574756,5.204726135404878
,,,22,"(0.12103705042674257, -0.4760774437545046, 3.5674054973676568, 3.601066742324669)","(221, 90)",0.1368369485603464,4.961352499405023
,,,13,"(-0.1564473607319776, -0.5197501401569428, 2.4321908856673207, 2.49425991524467)","(221, 90)",0.21956933833599704,4.4200104760722745
,,,-13,"(-0.06033609155088654, -0.3094325247173263, 1.3869946526465116, 1.4262913914647988)","(221, 90)",0.22349994034254947,4.519815823686291
,,,,,,,
,,,14,"(-0.07544473823747931, 1.6244119745131675, 6.449271015803884, 6.651127934926342)","(14, 2)",0.24699815387053659,1.6172073129426652
,,,2212,"(0.17119114009360226, -0.3191518658843954, 0.937401345821516, 1.3748586094548156)","(2, 2101)",0.36868509531574756,5.204726135404878
,,,22,"(0.12103705042674257, -0.4760774437545046, 3.5674054973676568, 3.601066742324669)","(221, 90)",0.1368369485603464,4.961352499405023
