Energy,Cross_section_pb,Total_events,pid,momentum,parent_pids,theta,phi
142.19093,0.279034508020261,998768.0,,,,,
,,,14,"(1.6517161006268566, 0.22375890873366336, 3.3314161882059303, 3.725126567695147)","(14, 14)",0.4639106388577256,0.13465083878509468
,,,2112,"(-0.10477419027920142, 0.4543423088645644, 4.869552148596096, 4.981238247400931)","(4, 2101)",0.09546041076167962,1.7974404588640591
,,,-13,"(-0.5220815212420783, -0.045443919044643594, 1.487893273635979, 1.5810201434301108)","(411, 90)",0.3386450927824644,3.2284175379361937
,,,14,"(0.24495267095302753, 0.0696182417948899, 0.4768000709903748, 0.5405430771863239)","(411, 90)",0.4905455190873809,0.2769092709160919
,,,211,"(-0.15148443961222924, -0.05396284442671541, 4.950495847179502, 4.955073000659499)","(223, 90)",0.032471988235495026,3.483804087274258
,,,-211,"(0.009699685425344565, -0.25145520835068663, 4.336678692352507, 4.346215097220601)","(223, 90)",0.057961488995331475,4.750944072697752
,,,-211,"(-0.3439636482258479, -0.032161769867429156, 4.813448694293236, 4.827847707647279)","(-421, 90)",0.07164772667831393,3.2348249755808625
,,,211,"(-0.33833999754598976, -0.00804978185293892, 10.222390113852024, 10.228943160346862)","(-421, 90)",0.03309521249543085,3.165380155935695
,,,22,"(-0.18191222404993204, -0.08382764524799749, 15.016810251891071, 15.018145999845233)","(111, 90)",0.013337434961208237,3.573402779024577
,,,22,"(-0.13620048770201343, -0.03527111802194947, 4.9062838096430585, 4.908300667785377)","(111, 90)",0.028668301772230228,3.3949907197971756
,,,130,"(-0.23188860844453502, -0.35783799589412235, 29.541990105759105, 29.549257443781904)","(333, 90)",0.014432825108841973,4.137402151861147
,,,211,"(0.07684494717731359, -0.03035615343083281, 10.337137564648495, 10.338409909523069)","(310, 90)",0.007992709320624146,5.906969684266098
,,,-211,"(-0.14037156685382313, -0.4250175634084755, 12.556110340001919, 12.564860952720078)","(310, 90)",0.03563274667376907,4.3933957992181485
,,,22,"(0.2015962163312678, 0.3356841756488833, 5.452951575306629, 5.466992389134925)","(111, 90)",0.07168526530863592,1.0299701381992075
,,,22,"(0.0323328587891474, -0.006064831352367746, 0.6380750396805922, 0.6389224931086722)","(111, 90)",0.05151062796192032,6.0977650438185576
