Energy,Cross_section_pb,Total_events,pid,momentum,parent_pids,theta,phi
1421.909302,4.4852377163205395,999928.0,,,,,
,,,-11,"(-4.014129203535561, -4.993879844667553, 711.7687489227035, 711.7975864053047)","(-12, 2)",0.00900154133135201,4.03532934603387
,,,-211,"(2.9179370342689928, 2.3331444707215523, 54.206973013188694, 54.3357462697871)","(1, 2103)",0.06881275450764895,0.6744890520354418
,,,211,"(-0.30853807050889354, 0.5531393047211411, 4.081850006037365, 4.133054329193837)","(1, 2103)",0.1539399966465221,2.0796041082423598
,,,2112,"(-0.36502203011443257, 0.5660042111808883, 3.493936046910814, 3.6802150391446067)","(2114, 90)",0.19042679874722318,2.143585330954965
,,,22,"(0.8349814461184025, 0.5944377036124029, 9.815794855031134, 9.869163026057153)","(221, 90)",0.1040427677380844,0.6186794279289908
,,,13,"(0.7802872060417589, 0.5986450035405417, 13.579382050319655, 13.615359153115278)","(221, 90)",0.07229793751520426,0.6544255227053606
,,,-13,"(0.22842195700423495, 0.16613831136190882, 4.345517271827742, 4.355968655109567)","(221, 90)",0.06490692732773337,0.6288342298064015
,,,211,"(-0.1883703220536011, 0.10857290195767308, 2.036295178451859, 2.0526201041489327)","(221, 90)",0.10636934221222127,2.618721822927913
,,,-211,"(0.06117899983041497, 0.03711901054638247, 1.8442141166747188, 1.8508717362384957)","(221, 90)",0.038782439829479216,0.5453518586516538
,,,22,"(0.028635240531731287, 0.038295459336202556, 0.32652493821800327, 0.3300076582207628)","(111, 90)",0.14541022689617455,0.9287399424485606
,,,22,"(-0.047025112824796836, -0.0730294572378872, 1.1022631849672706, 1.1056802393978276)","(111, 90)",0.07863901823319289,4.140299954252191
,,,22,"(0.10915722484262919, 0.05760221368454197, 1.0452359020133095, 1.0524976986265955)","(111, 90)",0.1175375088167526,0.48556087253471136
,,,22,"(-0.03751436960091622, 0.013810711242157447, 0.6106963984891338, 0.6120033944343504)","(111, 90)",0.06536609229086382,2.788845732423196
,,,,,,,
,,,-11,"(-4.014129203535561, -4.993879844667553, 711.7687489227035, 711.7975864053047)","(-12, 2)",0.00900154133135201,4.03532934603387
,,,-211,"(2.9179370342689928, 2.3331444707215523, 54.206973013188694, 54.3357462697871)","(1, 2103)",0.06881275450764895,0.6744890520354418
,,,211,"(-0.30853807050889354, 0.5531393047211411, 4.081850006037365, 4.133054329193837)","(1, 2103)",0.1539399966465221,2.0796041082423598
,,,2112,"(-0.36502203011443257, 0.5660042111808883, 3.493936046910814, 3.6802150391446067)","(2114, 90)",0.19042679874722318,2.143585330954965
