ievent,iparticle,truth_energy,pid,px,py,pz,e,parent_pid
0,0,17.900778,13,1.1719077509772795,1.0305394260826015,4.768049211561042,5.0180510763621315,5
0,1,17.900778,2212,0.4365939710523943,0.10518130536962744,1.7118181437116335,2.003084958906861,21
0,2,17.900778,211,-0.179033451630668,-0.06051843408103634,0.5061091306274814,0.5579800127880179,21
0,3,17.900778,22,-0.6222349092254937,-0.42938138059025405,4.662380911814252,4.723276449574633,19
0,4,17.900778,22,-0.739443039164923,-0.5775645422351702,4.974889051027339,5.0625959624137975,19
0,5,17.900778,211,0.02508578849863904,0.17271099723289798,0.2506268990273538,0.3357856649201209,20
0,6,17.900778,-211,-0.032617725885491694,-0.15455613017445305,0.1756532643962731,0.27438179168725896,20
0,7,17.900778,22,-0.06317941758082182,-0.12083079717680281,0.7510169122276532,0.7632942570229331,28
0,8,17.900778,22,0.002921032959081164,0.03441955557259066,0.16255300475214238,0.16618278368505165,28
1,0,17.900778,13,0.575222544224383,0.1757554776683117,3.28200899410768,3.3383406111896514,3
1,1,17.900778,321,0.04454544390621628,0.34724845386391745,0.5497807744696176,0.817645783735289,10
1,2,17.900778,-211,-0.07814418115487333,-0.24381445038257366,0.17693972750380493,0.3410856949988414,10
1,3,17.900778,2112,-0.25632869049238205,-0.1629139594681746,2.21463167495092,2.4247949596522695,12
1,4,17.900778,211,-0.3579759304969834,-0.032065123044266224,0.8784851772520932,0.959370069619991,12
1,5,17.900778,-321,-0.1558943126775452,-0.465028324209859,9.371165857688602,9.396968865211333,11
1,6,17.900778,211,0.2001892688670812,0.0654704302863603,0.34547806162211125,0.4280151826437807,11
1,7,17.900778,211,0.028385857824104133,0.31534749528628647,1.1170843640206443,1.1694473314122154,11
2,0,17.900778,13,-0.7187040357987019,-0.372544645410788,1.3788292466798724,1.6023916908787863,3
2,1,17.900778,211,1.3769181448375245,0.15340924804370054,12.66096360619629,12.73730415736765,8
2,2,17.900778,2112,-0.05821989026001899,0.20653448431359228,3.0951190985735453,3.2416970969057717,8
2,3,17.900778,211,-0.6938769455056144,0.09202259277714948,0.31855474235280146,0.7815947043456027,12
2,4,17.900778,22,-0.0020661349023722055,-0.051997571539717805,0.053907596331466676,0.07492693308616888,14
2,5,17.900778,22,0.09594886162917513,-0.027424108183937465,0.45310296784194115,0.46396181440372236,14
3,0,17.900778,13,1.8663393501159296,-1.1574183260600472,12.467535099054746,12.65991450338638,3
3,1,17.900778,2212,-1.1959007791030396,0.5887698762465471,3.2574623206560664,3.642559540217378,11
3,2,17.900778,211,-0.3093693548556763,0.10017406275379939,0.07276369807803479,0.36127355456829513,11
3,3,17.900778,22,-0.016070565693155712,0.07751269860605342,0.20070758978306827,0.21575453210400777,10
3,4,17.900778,22,-0.344998650464058,0.39096168845364593,2.0535337446033703,2.1186967576520446,10
4,0,17.900778,13,0.4213783158214162,-0.2108043920699881,11.121066180987077,11.13154415228431,3
4,1,17.900778,211,0.47255061804128395,-0.03328585976937722,-0.1309871856626894,0.5109299979249775,2
4,2,17.900778,2212,-0.3930169628879702,-0.3470727582140213,2.5693410124527594,2.7851006559519083,11
4,3,17.900778,22,-0.48317934633258985,0.5518795619181562,3.8921887477728743,3.9607027886317274,13
4,4,17.900778,22,-0.017732624642140205,0.03928344813523017,0.45728706875525926,0.45931372560034556,13
5,0,17.900778,13,0.14602883465615563,-0.5250962776956392,1.5768464769001556,1.6717234725615608,3
