ievent,iparticle,truth_energy,pid,px,py,pz,e,parent_pid
0,0,449.647202,13,5.855376810250418,1.0652336503495192,140.2282598991087,140.3545375065852,3
0,1,449.647202,211,-1.4414076031705296,0.025512281032146922,74.63360467110988,74.64765724886064,8
0,2,449.647202,211,-0.24865831149703607,-0.4456427172357268,7.325893389859974,7.344972575292288,8
0,3,449.647202,-211,-0.8480871518937427,-0.8477010157816115,83.20244375323391,83.21120101960024,11
0,4,449.647202,2112,0.029574948775835566,0.35722345590767624,3.9954191419594007,4.120030240165879,15
0,5,449.647202,211,-0.28341063401667704,-0.03889519380442119,0.8600438759171306,0.9170548931102083,16
0,6,449.647202,22,-0.9420182362141001,-0.0951445361200581,38.25661764942727,38.268332140486386,12
0,7,449.647202,22,-1.2795799687929845,-0.0013446655831504672,55.539744257289506,55.5544824372416,12
0,8,449.647202,211,0.042271502868075995,-0.038489701676373715,0.5616425731773083,0.5815414877677172,14
0,9,449.647202,-211,-0.2548308330184516,0.24839272062701068,4.144612217893167,4.162202291903491,14
0,10,449.647202,22,-0.8128437997964835,-0.5631401279194131,34.44251811379447,34.456710462050815,18
0,11,449.647202,22,-0.030370856962588035,-0.018517874771746087,2.5023040597027424,2.502556874047726,18
0,12,449.647202,22,-0.016246420999578307,0.033968107507310656,0.20764553498800414,0.21103186186777148,20
0,13,449.647202,22,0.11033562178405601,-0.06601846601456197,0.9696344072971261,0.9781223190909404,20
0,14,449.647202,22,0.01148779011411802,0.021450265313432942,-0.025430133301448464,0.03519623393847831,22
0,15,449.647202,22,0.13621013238030547,0.5077654511848204,0.10584598351384063,0.5362670284531722,22
0,16,449.647202,22,0.046053598366858725,-0.05154448942251962,1.5014123555509085,1.5030026046927834,27
0,17,449.647202,22,-0.07385658817750095,-0.09310714359229666,1.2408412448557589,1.2465194465953295,27
1,0,449.647202,13,4.264178735978224,-2.8653125195885485,117.98196382425853,118.09381096396002,5
1,1,449.647202,22,-0.9140186916545205,-0.38500195403668924,54.7425816900715,54.75156533622996,11
1,2,449.647202,211,-0.8991133369747969,0.7496393798247347,78.89653964964215,78.90534717283086,18
1,3,449.647202,-211,-2.402106127721684,1.2023839948474415,100.0521729548652,100.08832416368587,18
1,4,449.647202,211,0.13396336657977861,-0.25918133785896497,6.194883398560369,6.2033201800437965,18
1,5,449.647202,211,-0.3774524815668814,0.5441369192974557,51.194214715039,51.19868802456952,21
1,6,449.647202,-211,-0.8963699807557207,0.4691643705729866,32.9502032780821,32.96602751623022,21
1,7,449.647202,-211,-0.4283999578845974,-0.03195806868739781,0.7360340524001987,0.8635819319916387,25
1,8,449.647202,2212,0.24625182538126486,0.023193762224396508,1.9472722341115292,2.17563729944847,26
1,9,449.647202,211,0.28195751245232,0.004477729091266142,0.30439927898091057,0.4377885275223794,26
1,10,449.647202,22,0.2211718979708945,0.031656185062829634,0.21947459159095123,0.3131903875581031,27
1,11,449.647202,22,0.05568602026074608,-0.0018655638705949006,-0.015011258185857232,0.05770399512475688,27
1,12,449.647202,22,0.1751598156168312,0.19602389910720402,1.1927603967479106,1.2213859726058536,31
1,13,449.647202,22,0.539091402318095,0.32264320401387325,3.2889430796652808,3.3484122742619036,31
2,0,449.647202,13,6.414466620296855,-1.690902518644867,291.0659622337605,291.1415636223227,3
2,1,449.647202,211,-0.5589578153769601,0.06261111238674573,7.462071858677334,7.484540747415939,11
2,2,449.647202,211,-0.40602501001848856,0.26815849846724676,12.5066039410869,12.516844139525388,11
2,3,449.647202,211,0.4119641714789113,-0.05312543472914308,0.22118377292123265,0.490855209507995,11
2,4,449.647202,2212,-0.6009232108357159,-0.15251414485260717,1.6898774755748518,2.029878258678698,11
2,5,449.647202,-211,-1.1366607079482058,0.6958365252884336,28.79421020657067,28.825374364264505,15
2,6,449.647202,-211,-0.5846461737650117,0.04126242568163367,2.231311169361039,2.311221117869626,18
2,7,449.647202,211,-1.754108969768964,0.6442951190684887,45.49167887686583,45.53025742623317,16
2,8,449.647202,-211,-0.3298786882848994,-0.032597900946656336,9.690645236384293,9.697317539118146,16
2,9,449.647202,22,-0.03179657770286789,-0.12419164493297148,1.4122921649783609,1.4180986377132017,22
2,10,449.647202,22,-0.0513617459905757,0.011073641865793425,1.3667542670150603,1.3677638249709805,22
2,11,449.647202,22,0.06313068369769896,0.03819591654373025,0.679959668107887,0.6839514321339945,24
2,12,449.647202,22,0.1872237044108892,-0.046754134951091916,0.7833955515564305,0.8068130234613001,24
2,13,449.647202,22,-1.1759968457731296,0.2119934696649695,31.884411698800694,31.906795815171854,27
2,14,449.647202,22,-0.4464294344195329,0.12665907009029093,14.420368131243938,14.427832782526561,27
3,0,449.647202,13,0.8819533236639745,4.562304702500165,134.93294657144645,135.01297604434916,3
3,1,449.647202,-211,0.675252904926402,-0.6637429785481976,23.0549038769284,23.074760969216815,8
3,2,449.647202,2212,-0.6215418410507265,-0.15802705811013595,30.48063536598986,30.50181584297242,8
3,3,449.647202,211,0.6187721555786199,0.17655039668275066,6.6221128015344535,6.654765718207874,8
3,4,449.647202,22,-0.08840077972459101,0.09459327889474284,1.223172239257478,1.2300052492400697,12
3,5,449.647202,22,-0.20745237136430542,0.00425896977376887,2.5715890910989625,2.5799467201218294,12
3,6,449.647202,211,-0.025879909544425764,-0.04518478397684465,6.187695073827552,6.1894879873856095,17
3,7,449.647202,-321,-0.20692342974329814,-0.5611333355495662,53.83197377548622,53.83755945836585,18
3,8,449.647202,211,-0.26640491224519003,-0.9516572657172314,41.96690870152517,41.97877474243036,18
3,9,449.647202,22,0.11933872234825615,0.09498806438095891,-0.03420675280912341,0.15631559411750062,21
3,10,449.647202,22,-0.018823244719710572,-0.02231824723738229,-0.017952884393075248,0.03427425797241539,21
3,11,449.647202,22,0.015179521786233937,-0.031058514098716933,0.020621484355703594,0.040252885570016744,22
3,12,449.647202,22,-0.13097156871955642,-0.30415664703251555,-0.11753237345671574,0.35139532802431167,22
3,13,449.647202,211,-0.19046936015353372,-0.25608276928109963,20.45671832010595,20.459683799485713,31
3,14,449.647202,-211,-0.5536292110382462,-1.9393338126807143,128.49704835303376,128.51295046090536,31
4,0,449.647202,13,-2.0403548111210696,1.1680778282185154,408.51849477937617,408.52527362993203,3
4,1,449.647202,211,0.10667366212338969,-0.1993550534708649,1.1673524485315545,1.1972106045002282,8
4,2,449.647202,-211,1.606581128325355,-0.3167506727438766,24.91938427616419,24.97351850257817,8
4,3,449.647202,211,-0.1564212087405789,-1.1850841456670922,6.530882870628962,6.640843536903287,8
4,4,449.647202,-211,-0.21488620621967658,-0.03773384957184439,0.15372856168912807,0.3011846287678107,14
4,5,449.647202,2212,0.18669109322258698,0.7806810013662391,1.3157869539996558,1.8044285221084626,15
