Energy,Cross_section_pb,pid,momentum,parent_pids,theta,phi
357.167468,2.0099e-08,,,,,
,,-13,"(-0.9328962342752343, 0.09016233172813523, 41.86050455808661, 41.871128842236594)","(14, 2)",0.02238593502916518,3.045244139982454
,,39,"(2.2529057598933298, -1.8069745318919335, 254.75361802764638, 255.55010014547483)","(39, 39)",0.01133609199594143,5.607187114746095
,,2112,"(-2.2925479470669354, 1.0144334541729207, 47.4597785186436, 47.53523135681734)","(1, 2103)",0.05277379844129072,2.725000141719554
,,22,"(0.1356939830135776, 0.1386819447514415, 1.7346212702203672, 1.7454387671663107)","(111, 90)",0.11139113594816956,0.7962877616714786
,,22,"(0.8368444384353229, 0.5636968012393863, 11.333331288098584, 11.378157178720196)","(111, 90)",0.0887945233988674,0.5927859305697061
,,,,,,
,,-13,"(-0.7621668839660756, 0.05992148363002884, 9.366905005583432, 9.398646836775967)","(14, 2)",0.08143862436901245,3.063134141750026
,,39,"(-1.2009781537663078, -1.1851414452074636, 324.0551728730044, 324.67323422079033)","(39, 39)",0.005206716028927207,3.9203539007000665
,,-211,"(-0.1636473480476067, 0.45789304070000436, 3.7945515196720794, 3.828125848452504)","(1, 2103)",0.1274516552990064,1.914041283505154
,,2212,"(0.20159314890949537, 0.10817141108050601, 5.979120227535573, 6.056613751931637)","(2214, 90)",0.03824470306997688,0.4924837535161956
,,22,"(1.1002584690831911, 0.21494339039058014, 9.29163261544672, 9.359017364034282)","(111, 90)",0.12007195950932305,0.19292734889209084
,,22,"(0.2925740196758362, -0.012275288538036333, 2.368182605249474, 2.386218575802342)","(111, 90)",0.12302788913603824,6.241253718950901
,,22,"(0.015129235628886961, 0.05286559463504335, 0.19565017036295573, 0.20323054403776186)","(111, 90)",0.27398390549260393,1.2920633615682693
,,22,"(0.5172375124825613, 0.3036218133093349, 2.0906386458382156, 2.174969148587778)","(111, 90)",0.27937923487637445,0.5308107134769745
,,,,,,
,,-13,"(0.41366394766557035, 1.306159315322603, 14.945231573071409, 15.008273745735474)","(14, 2)",0.0914190967522021,1.2640874213358986
,,39,"(0.6912124206343111, -0.9069287392654592, 308.55242166463654, 309.1989719490099)","(39, 39)",0.003695642058722811,5.3636185342482365
,,2212,"(-1.964453570874742, -0.11679832205943705, 22.396119329166755, 22.50198282994934)","(1, 2101)",0.08764381208751952,3.200978626119828
,,-211,"(-0.052244564899329826, -0.1366559270362549, 3.0354290549103253, 3.0421560889029737)","(-213, 90)",0.04816092754311111,4.347227310082997
,,22,"(0.6780976000963753, -0.48338424621908455, 6.15027215797193, 6.206393824264938)","(111, 90)",0.13458244569215877,5.663884823193201
